"","values","value2"
"6052",0.8,0.8
"6053",NA,NA
"6054",0.7,0.7
"6055",NA,NA
"6056",0.6,0.6
"6057",NA,NA
"6058",0.5,0.5
"6059",NA,NA
"6060",0.7,0.7
"6061",NA,NA
"6062",0.4,0.4
"6063",NA,NA
"6064",1,1
"6065",NA,NA
"6066",0.2,0.2
"6067",NA,NA
"6068",0.2,0.2
"6069",NA,NA
"6070",0.4,0.4
"6071",NA,NA
"6072",0.7,0.7
"6073",NA,NA
"6074",0.5,0.5
"6075",NA,NA
"6076",0.5,0.5
"6077",NA,NA
"6078",0.6,0.6
"6079",NA,NA
"6080",0.6,0.6
"6081",NA,NA
"6082",0.6,0.6
"6083",NA,NA
"6084",0.6,0.6
"6085",NA,NA
"6086",0.6,0.6
"6087",NA,NA
"6088",0.8,0.8
"6089",NA,NA
"6090",0.7,0.7
"6091",NA,NA
"6092",0.8,0.8
"6093",NA,NA
"6094",0.7,0.7
"6095",NA,NA
"6096",0.4,0.4
"6097",NA,NA
"6098",0.4,0.4
"6099",NA,NA
"6100",0.4,0.4
"6101",NA,NA
"6102",0.2,0.2
"6103",NA,NA
"6104",0.5,0.5
"6105",NA,NA
"6106",1,1
"6107",NA,NA
"6108",0.8,0.8
"6109",NA,NA
"6110",0.4,0.4
"6111",NA,NA
"6112",0.4,0.4
"6113",NA,NA
"6114",0.3,0.3
"6115",NA,NA
"6116",0.6,0.6
"6117",NA,NA
"6118",0.2,0.2
"6119",NA,NA
"6120",0.6,0.6
"6121",NA,NA
"6122",0.6,0.6
"6123",NA,NA
"6124",0.5,0.5
"6125",NA,NA
"6126",0.6,0.6
"6127",NA,NA
