"","values","value2"
"1034",0.0315,0.0315
"1035",0.01,0.01
"1036",0.063,0.063
"1037",0.009,0.009
"1038",0.2205,0.2205
"1039",0.026,0.026
"1040",0.231,0.231
"1041",0.055,0.055
"1042",0.279,0.279
"1043",0.01,0.01
"1044",0.3285,0.3285
"1045",0.026,0.026
"1046",0.2835,0.2835
"1047",0.013,0.013
"1048",0.073,0.073
"1049",0.01,0.01
"1050",0.12,0.12
"1051",0.009,0.009
"1052",0.057,0.057
"1053",0.038,0.038
"1054",0.13,0.13
"1055",0.009,0.009
"1056",0.1355,0.1355
"1057",0.032,0.032
"1058",0.043,0.043
"1059",0.024,0.024
"1060",0,0.04
"1061",0,0.04
"1062",0.029,0.029
"1063",0.004,0.004
"1064",0.024,0.024
"1065",0.01,0.01
"1066",0.085,0.085
"1067",0.013,0.013
"1068",0.126,0.126
"1069",0.02,0.02
"1070",0.114,0.114
"1071",0.043,0.043
"1072",0.204,0.204
"1073",0.011,0.011
"1074",0.005,0.005
"1075",0,0.003
"1076",0.238,0.238
"1077",0.005,0.005
"1078",0.199,0.199
"1079",0.005,0.005
"1080",0.286,0.286
"1081",0,0.003
"1082",0.347,0.347
"1083",0.009,0.009
"1084",0.269,0.269
"1085",0.014,0.014
"1086",0.28,0.28
"1087",0.004,0.004
"1088",0.176,0.176
"1089",0.034,0.034
"1090",0.196,0.196
"1091",0.019,0.019
"1092",0.188,0.188
"1093",0.04,0.04
"1094",0.165,0.165
"1095",0.068,0.068
"1096",0.119,0.119
"1097",0.112,0.112
"1098",0.02,0.02
"1099",0,0.003
"1100",0.05,0.05
"1101",0.039,0.039
"1102",0.075,0.075
"1103",0.049,0.049
"1104",0.061,0.061
"1105",0.088,0.088
"1106",0.083,0.083
"1107",0.01,0.01
"1108",0.14,0.14
"1109",0.022,0.022
"1110",0.085,0.085
"1111",0.028,0.028
"1112",0.016,0.016
"1113",0.198,0.198
"1114",0.023,0.023
"1115",0.298,0.298
"1116",0.021,0.021
"1117",0.255,0.255
"1118",0.009,0.009
"1119",0.15,0.15
"1120",0.007,0.007
"1121",0.338,0.338
"1122",0.049,0.049
"1123",0.264,0.264
"1124",0.105,0.105
"1125",0.156,0.156
"1126",0.031,0.031
"1127",0.271,0.271
"1128",0.025,0.025
"1129",0.179,0.179
"1130",0.04,0.04
"1131",0.162,0.162
"1132",0.081,0.081
"1133",0.116,0.116
"1134",0.064,0.064
"1135",0.114,0.114
"1136",0.06,0.06
"1137",0.018,0.018
"1138",0.021,0.021
"1139",0.017,0.017
"1140",0.014,0.014
"1141",0.044,0.044
"1142",0.007,0.007
"1143",0.034,0.034
"1144",0.071,0.071
"1145",0.074,0.074
"1146",0.009,0.009
"1147",0.058,0.058
"1148",0.029,0.029
"1149",0.06,0.06
"1150",0.013,0.013
"1151",0.18,0.18
"1152",0.01,0.01
"1153",0.17,0.17
"1154",0.005,0.005
"1155",0.212,0.212
"1156",0.012,0.012
"1157",0.371,0.371
"1158",0.055,0.055
"1159",0.034,0.034
"1160",0.014,0.014
"1161",0.18,0.18
"1162",0.007,0.007
"1163",0.256,0.256
"1164",0.079,0.079
"1165",0.241,0.241
"1166",0.008,0.008
"1167",0.349,0.349
"1168",0.009,0.009
"1169",0.125,0.125
"1170",0.056,0.056
"1171",0.137,0.137
"1172",0.042,0.042
"1173",0.101,0.101
"1174",0.084,0.084
"1175",0.095,0.095
"1176",0.028,0.028
"1177",0.031,0.031
"1178",0.028,0.028
"1179",0.044,0.044
"1180",0.012,0.012
"1181",0.043,0.043
"1182",0.031,0.031
"1183",0.093,0.093
"1184",0.032,0.032
"1185",0.044,0.044
"1186",0.01,0.01
"1187",0.014,0.014
"1188",0.013,0.013
"1189",0.064,0.064
"1190",0,0.005
"1191",0.039,0.039
"1192",0,0.005
"1193",0.181,0.181
"1194",0,0.005
"1195",0.282,0.282
"1196",0,0.005
"1197",0.094,0.094
"1198",0.015,0.015
"1199",0.181,0.181
"1200",0.091,0.091
"1201",0.23,0.23
"1202",0.009,0.009
"1203",0.224,0.224
"1204",0,0.003
"1205",0.183,0.183
"1206",0,0.003
"1207",0.067,0.067
"1208",0,0.003
"1209",0.071,0.071
"1210",0.003,0.003
"1211",0.153,0.153
"1212",0.011,0.011
