"station","date","layer","secchi","salinity","do","wtemp","tss","chla_lo","chla_hi","tn_lo","tn_hi","tp_lo","tp_hi","din_lo","din_hi","po4_lo","po4_hi","tdn_lo","tdn_hi","tdp_lo","tdp_hi","nh4_lo","nh4_hi","no23_lo","no23_hi"
"CB3.3C","1986-10-28","S",1.5,13.5,9.6,16.6,5.4,11.88,11.88,0.58,0.58,0.046,0.046,0.171,0.171,0.0052,0.0052,0.12,0.199,0.018,0.018,0.011,0.011,0.16,0.16
"CB3.3C","1986-11-18","AP",NA,15.3,9.9,11.2,4.6,7.28,7.28,0.867,0.867,0.045,0.045,0.426,0.426,0.0191,0.0191,0.243,0.243,0.03,0.03,0.179,0.179,0.247,0.247
"CB3.3C","1986-11-18","B",NA,21.115,4.1,15.5,15.9,0.75,1.25,0.662,0.662,0.053,0.053,0.317,0.317,0.02675,0.02675,0.463,0.463,0.0335,0.0335,0.23,0.23,0.087,0.087
"CB3.3C","1986-11-18","BP",NA,18.3,6.9,13.3,4.2,1.89,1.89,0.664,0.664,0.04,0.04,0.359,0.359,0.0236,0.0236,0.326,0.326,0.032,0.032,0.205,0.205,0.154,0.154
"CB3.3C","1986-11-18","S",2.4,14.9,10.5,11.1,4,7.18,7.18,0.869,0.869,0.048,0.048,0.419,0.419,0.02,0.02,0.231,0.231,0.029,0.029,0.17,0.17,0.249,0.249
"CB3.3C","1986-12-09","AP",NA,11.5,10.4,7.7,4,1.42,1.42,0.853,0.853,0.021,0.021,0.601,0.601,0.0055,0.0055,0.007,0.199,0.013,0.013,0.108,0.108,0.493,0.493
"CB3.3C","1986-12-09","B",NA,18.815,7.6,10.3,26.1,2.015,2.015,0.636,0.636,0.05,0.05,0.259,0.259,0.01165,0.01165,0.444,0.444,0.0205,0.0205,0.133,0.133,0.126,0.126
"CB3.3C","1986-12-09","BP",NA,17.6,8.1,9.7,4.5,0,1,0.59,0.59,0.028,0.028,0.316,0.316,0.0107,0.0107,0.34,0.34,0.019,0.019,0.126,0.126,0.19,0.19
"CB3.3C","1986-12-09","S",1.6,9.3,11.7,7.1,4.4,6.43,6.43,1.08,1.08,0.044,0.044,0.689,0.689,0.0028,0.0028,-0.11,0.199,0.015,0.015,0.109,0.109,0.58,0.58
"CB3.3C","1987-01-06","AP",NA,14.1,9.6,5.3,4,3.29,3.29,0.815,0.815,0.026,0.026,0.534,0.534,0.004,0.004,-0.145,0.199,0.013,0.013,0.099,0.099,0.435,0.435
"CB3.3C","1987-01-06","B",NA,18.61,8.3,6.6,12.7,5.83,5.83,0.554,0.554,0.0345,0.0345,0.261,0.261,0.0031,0.0031,0.116,0.199,0.006,0.012,0.072,0.072,0.189,0.189
"CB3.3C","1987-01-06","BP",NA,17.6,8.6,6.2,6.2,5.53,5.53,0.692,0.692,0.031,0.031,0.347,0.347,0.0027,0.0027,-0.012,0.199,0.013,0.013,0.075,0.075,0.272,0.272
"CB3.3C","1987-01-06","S",2.2,11.9,10,5,4.8,9.21,9.21,1.08,1.08,0.04,0.04,0.768,0.768,0.0073,0.0073,-0.28,0.199,0.015,0.015,0.128,0.128,0.64,0.64
"CB3.3C","1987-02-25","AP",NA,12.3,13.2,2.4,7.4,19.44,19.44,1.067,1.067,0.035,0.035,0.607,0.607,0.003,0.003,-0.177,0.199,0,0.012,0.06,0.06,0.547,0.547
"CB3.3C","1987-02-25","B",NA,17.39,10.5,2.1,105.25,24.97,24.97,1.0665,1.0665,0.121,0.121,0.2545,0.2545,0.00305,0.00305,0.0935,0.199,0,0.012,0.038,0.038,0.2165,0.2165
"CB3.3C","1987-02-25","BP",NA,16.1,11.5,2,16.4,16,16,0.882,0.882,0.043,0.043,0.316,0.316,0.0031,0.0031,0.018,0.199,0,0.012,0.024,0.024,0.292,0.292
"CB3.3C","1987-02-25","S",1.7,12.3,13.2,2.4,6.7,14.25,14.25,1.074,1.074,0.033,0.033,0.665,0.665,0.0024,0.0024,-0.374,0.199,0,0.012,0.041,0.041,0.624,0.624
"CB3.3C","1987-03-11","AP",NA,13.5,11.4,3.5,7.2,16.75,16.75,1.168,1.168,0.035,0.035,0.54,0.54,0.0022,0.0022,-0.278,0.199,0,0.012,0.012,0.012,0.528,0.528
"CB3.3C","1987-03-11","B",NA,18.085,8.8,2.9,16.75,21.905,21.905,1.0315,1.0315,0.0495,0.0495,0.2955,0.2955,0.0032,0.0032,0.0635,0.199,0,0.012,0.059,0.059,0.2365,0.2365
"CB3.3C","1987-03-11","BP",NA,15,11.1,3.5,7.7,24.42,24.42,1.18,1.18,0.038,0.038,0.453,0.453,0.0025,0.0025,-0.09,0.199,0,0.012,0.033,0.033,0.42,0.42
"CB3.3C","1987-03-11","S",0.8,8.6,11.7,4.2,10.5,6.58,6.58,1.53,1.53,0.033,0.033,1.069,1.069,0,0.0016,-0.77,0.199,0,0.012,0.049,0.049,1.02,1.02
"CB3.3C","1987-03-25","AP",NA,10.3,13.6,8.6,7.6,17.61,17.61,1.37,1.37,0.029,0.029,0.766,0.766,0,0.0016,-0.25,0.199,0,0.012,0.016,0.016,0.75,0.75
"CB3.3C","1987-03-25","B",NA,18.78,8.9,4.6,22.05,27.38,27.38,1.0095,1.0095,0.059,0.059,0.2305,0.2305,0.0025,0.0025,0.2705,0.2705,0,0.012,0.066,0.066,0.1645,0.1645
"CB3.3C","1987-03-25","BP",NA,16.8,10.4,5.1,7.6,25.3,25.3,0.924,0.924,0.033,0.033,0.315,0.315,0.004,0.004,0.136,0.199,0,0.012,0.041,0.041,0.274,0.274
"CB3.3C","1987-03-25","S",1.4,10.3,13.6,8.6,7,14.95,14.95,1.4,1.4,0.031,0.031,0.803,0.803,0.0018,0.0018,-0.41,0.199,0,0.012,0.023,0.023,0.78,0.78
"CB3.3C","1987-04-07","AP",NA,3.6,10.2,9.9,9.3,6.21,6.21,1.463,1.463,0.031,0.031,1.035,1.035,0.0021,0.0021,-0.693,0.199,0,0.012,0.072,0.072,0.963,0.963
"CB3.3C","1987-04-07","B",NA,16.985,5.9,6.2,17.95,20.335,20.335,1.275,1.275,0.0615,0.0615,0.3785,0.3785,0.0037,0.0037,0.21,0.217,0.0125,0.0125,0.1335,0.1335,0.245,0.245
"CB3.3C","1987-04-07","BP",NA,12.9,8.3,8.5,8.2,17.82,17.82,1.137,1.137,0.031,0.031,0.522,0.522,0.0024,0.0024,-0.217,0.199,0,0.012,0.065,0.065,0.457,0.457
"CB3.3C","1987-04-07","S",0.8,3.4,10.3,9.9,10.2,9.43,9.43,1.571,1.571,0.047,0.047,1.088,1.088,0.0034,0.0034,-0.731,0.199,0,0.012,0.077,0.077,1.011,1.011
"CB3.3C","1987-04-21","AP",NA,3.7,10,13.8,5.1,10.09,10.09,1.032,1.032,0.061,0.061,0.509,0.509,0.0026,0.0026,0.018,0.199,0,0.012,0.087,0.087,0.422,0.422
"CB3.3C","1987-04-21","B",NA,17.105,4.5,7.9,8.4,23.985,23.985,0.967,0.967,0.0355,0.0355,0.4135,0.4135,0.0034,0.0034,0.204,0.204,0,0.012,0.1815,0.1815,0.232,0.232
"CB3.3C","1987-04-21","BP",NA,13.2,7.6,10.2,10.1,15.08,15.08,1.51,1.51,0.027,0.027,1.066,1.066,0.0082,0.0082,-0.45,0.199,0.013,0.013,0.156,0.156,0.91,0.91
"CB3.3C","1987-04-21","S",0.8,3.7,10,13.8,9,4.37,4.37,1.39,1.39,0.041,0.041,1.079,1.079,0.0103,0.0103,-0.46,0.199,0.014,0.014,0.159,0.159,0.92,0.92
"CB3.3C","1987-05-05","AP",NA,10.2,8.7,12.9,5.8,7.8,7.8,1.082,1.082,0.026,0.026,0.595,0.595,0.0033,0.0033,-0.102,0.199,0.012,0.012,0.073,0.073,0.522,0.522
"CB3.3C","1987-05-05","B",NA,17.88,2.4,11.9,10.8,37.455,37.455,0.788,0.788,0.0415,0.0415,0.2045,0.2045,0.00125,0.00205,0.382,0.382,0.013,0.013,0.0965,0.0965,0.108,0.108
"CB3.3C","1987-05-05","BP",NA,16.3,3.7,11.9,7.8,20.31,20.31,1,1,0.033,0.033,0.343,0.343,0,0.0016,0.26,0.26,0.013,0.013,0.123,0.123,0.22,0.22
"CB3.3C","1987-05-05","S",1.8,10.2,8.7,12.9,5.7,10.89,10.89,1.01,1.01,0.028,0.028,0.61,0.61,0,0.0016,-0.09,0.199,0.012,0.012,0.07,0.07,0.54,0.54
"CB3.3C","1987-05-19","AP",NA,12.9,5.4,15.6,5.5,14.95,14.95,0.804,0.804,0.03,0.03,0.255,0.255,0,0.0016,0.076,0.199,0,0.012,0.011,0.011,0.244,0.244
"CB3.3C","1987-05-19","B",NA,17.02,0.3,13,11.1,16,16,0.65285,0.65285,0.0355,0.0355,0.12035,0.12035,0.00355,0.00355,0.4175,0.4175,0.012,0.012,0.1125,0.1125,0.00785,0.00785
"CB3.3C","1987-05-19","BP",NA,16.7,0.4,13.3,8.8,NA,NA,0.903,0.903,0.038,0.038,0.173,0.173,0,0.0016,0.357,0.357,0,0.012,0.08,0.08,0.093,0.093
"CB3.3C","1987-05-19","S",1.4,11.3,7.8,16.9,5.8,27.89,27.89,0.89,0.89,0.032,0.032,0.303,0.303,0,0.0016,0.05,0.199,0,0.012,0.013,0.013,0.29,0.29
"CB3.3C","1987-06-02","AP",NA,8.4,8.3,24.9,4,8.77,8.77,0.76,0.76,0.047,0.047,0.221,0.221,0.0074,0.0074,0.16,0.199,0.016,0.016,0.031,0.031,0.19,0.19
"CB3.3C","1987-06-02","B",NA,16.495,0.2,14.3,5.85,1.715,1.715,0.8095,0.8095,0.037,0.037,0.4095,0.4095,0.0202,0.0202,0.6405,0.6405,0.025,0.025,0.345,0.345,0.0645,0.0645
"CB3.3C","1987-06-02","BP",NA,12.4,3.3,18.3,4,4.01,4.01,0.707,0.707,0.026,0.026,0.336,0.336,0.003,0.003,0.323,0.323,0.012,0.012,0.169,0.169,0.167,0.167
"CB3.3C","1987-06-02","S",1.2,8.4,8.3,24.9,4,7.18,7.18,0.714,0.714,0.044,0.044,0.257,0.257,0.0068,0.0068,0.186,0.199,0.016,0.016,0.073,0.073,0.184,0.184
"CB3.3C","1987-06-16","AP",NA,11.4,6.5,22.6,4,11.54,11.54,0.766,0.766,0.044,0.044,0.155,0.155,0.004,0.004,0.094,0.199,0.015,0.015,0.019,0.019,0.136,0.136
"CB3.3C","1987-06-16","B",NA,16.9,0.3,16.5,4.95,2.12,2.12,0.9272,0.9272,0.065,0.065,0.3742,0.3742,0.0386,0.0386,0.5475,0.5475,0.046,0.046,0.367,0.367,0.0072,0.0072
"CB3.3C","1987-06-16","BP",NA,16.4,0.4,16.9,4,2.33,2.33,0.873,0.873,0.035,0.035,0.34,0.34,0.0067,0.0067,0.227,0.227,0.015,0.015,0.267,0.267,0.073,0.073
"CB3.3C","1987-06-16","S",1,11.2,8.2,23.6,4.6,14.95,14.95,0.882,0.882,0.055,0.055,0.156,0.156,0.0061,0.0061,0.018,0.199,0.02,0.02,0.024,0.024,0.132,0.132
"CB3.3C","1987-07-07","AP",NA,12.5,4.2,24.9,4,3.49,3.49,0.343,0.343,0.035,0.035,0.169,0.169,0.0085,0.0085,0.317,0.317,0.015,0.015,0.126,0.126,0.043,0.043
"CB3.3C","1987-07-07","B",NA,17.475,0.2,20.6,7,2.34,2.34,0.6338,0.6338,0.095,0.095,0.50065,0.50065,0.0705,0.0705,0.6935,0.6935,0.081,0.081,0.494,0.494,0.00665,0.00665
"CB3.3C","1987-07-07","BP",NA,15.8,0.3,22.1,4,1.4,1.4,0.5035,0.5035,0.067,0.067,0.2795,0.2795,0.0371,0.0371,0.517,0.517,0.045,0.045,0.276,0.276,0.0035,0.0035
"CB3.3C","1987-07-07","S",1,11.1,8.9,26,7.3,24.92,24.92,0.5081,0.5081,0.067,0.067,0.1101,0.1101,0.0115,0.0115,0.362,0.362,0.018,0.018,0.092,0.092,0.0181,0.0181
"CB3.3C","1987-07-21","AP",NA,8.4,11.2,28.3,5.4,24.05,24.05,0.5727,0.5727,0.08,0.08,0.0277,0.0277,0.012,0.012,0.357,0.357,0.028,0.028,0.025,0.025,0.0027,0.0027
"CB3.3C","1987-07-21","B",NA,17.475,0.1,23.6,9.05,1.93,1.93,0.65895,0.65895,0.1015,0.1015,0.39795,0.39795,0.081,0.081,0.471,0.471,0.0845,0.0845,0.394,0.394,0.00395,0.00395
"CB3.3C","1987-07-21","BP",NA,16.2,0.2,23.8,4,1.12,1.12,0.623,0.623,0.093,0.093,0.364,0.364,0.0736,0.0736,0.587,0.587,0.081,0.081,0.361,0.361,0.003,0.003
"CB3.3C","1987-07-21","S",1.4,8,11,29.1,4.4,16.25,16.25,0.4817,0.4817,0.061,0.061,0.0227,0.0227,0.0071,0.0071,NA,NA,0.017,0.017,0.021,0.021,0.0017,0.0017
"CB3.3C","1987-08-04","AP",NA,13.6,2.1,26.8,4.6,2.69,2.69,0.9053,0.9053,0.083,0.083,0.2293,0.2293,0.0374,0.0374,0.525,0.525,0.047,0.047,0.224,0.224,0.0053,0.0053
"CB3.3C","1987-08-04","B",NA,19.22,0.1,25.3,14,3.14,3.14,0.9318,0.9318,0.1245,0.1245,0.3653,0.3653,0.0868,0.0868,0.5535,0.5535,0.1,0.1,0.3535,0.3535,0.0118,0.0118
"CB3.3C","1987-08-04","BP",NA,18.4,0.1,25.5,4.2,1.72,1.72,0.8104,0.8104,0.11,0.11,0.3554,0.3554,0.0834,0.0834,0.55,0.55,0.095,0.095,0.345,0.345,0.0104,0.0104
"CB3.3C","1987-08-04","S",0.8,10.9,10.1,29,8.1,33.64,33.64,0.8533,0.8533,0.103,0.103,0.0153,0.0153,0.009,0.009,0.377,0.377,0.035,0.035,0.012,0.012,0.0033,0.0033
"CB3.3C","1987-08-18","AP",NA,13.4,4,26.9,2.7,2.79,2.79,0.6051,0.6051,0.041,0.041,0.1361,0.1361,0.0085,0.0085,0.515,0.515,0.021,0.021,0.131,0.131,0.0051,0.0051
"CB3.3C","1987-08-18","B",NA,17.715,0.1,26.2,4.1,2.17,2.17,0.7683,0.7683,0.1215,0.1215,0.3348,0.3348,0.0944,0.0944,0.752,0.752,0.1065,0.1065,0.3315,0.3315,0.0033,0.0033
"CB3.3C","1987-08-18","BP",NA,16.1,0.3,26.3,3.5,1.3,1.3,0.6831,0.6831,0.079,0.079,0.2631,0.2631,0.0436,0.0436,0.677,0.677,0.057,0.057,0.26,0.26,0.0031,0.0031
"CB3.3C","1987-08-18","S",1,11.5,9.3,27.8,6.3,19.89,19.89,0.6118,0.6118,0.073,0.073,0.0108,0.0108,0.003,0.003,0.448,0.448,0.021,0.021,0.009,0.009,0.0018,0.0018
"CB3.3C","1987-09-02","AP",NA,14.4,8.3,24.3,6,13.06,13.06,0.686,0.686,0.065,0.065,0.136,0.136,0.0145,0.0145,0.324,0.324,0.035,0.035,0.07,0.07,0.066,0.066
"CB3.3C","1987-09-02","B",NA,21.405,1,26.1,5.25,1.085,1.085,0.57235,0.57235,0.0765,0.0765,0.28485,0.28485,0.0541,0.0541,0.4375,0.4375,0.0595,0.0595,0.2825,0.2825,0.00235,0.00235
"CB3.3C","1987-09-02","BP",NA,19.8,1.3,25.8,4.5,0,1,0.552,0.552,0.066,0.066,0.259,0.259,0.0415,0.0415,0.438,0.438,0.049,0.049,0.247,0.247,0.012,0.012
"CB3.3C","1987-09-02","S",1.4,14.1,9.3,24.4,6.4,12.86,12.86,0.538,0.538,0.067,0.067,0.117,0.117,0.0126,0.0126,0.282,0.282,0.035,0.035,0.049,0.049,0.068,0.068
"CB3.3C","1987-09-15","AP",NA,16.4,3.2,24.6,1.5,2.99,2.99,0.652,0.652,0.052,0.052,0.308,0.308,0.0297,0.0297,0.458,0.458,0.04,0.04,0.146,0.146,0.162,0.162
"CB3.3C","1987-09-15","B",NA,19.475,0.1,25.1,3.6,0,1,0.7132,0.7132,0.092,0.092,0.3777,0.3777,0.0608,0.0608,0.627,0.627,0.069,0.069,0.3395,0.3395,0.0382,0.0382
"CB3.3C","1987-09-15","BP",NA,17.6,1.8,24.7,2.5,1.5,1.5,0.65,0.65,0.064,0.064,0.321,0.321,0.042,0.042,0.37,0.37,0.049,0.049,0.181,0.181,0.14,0.14
"CB3.3C","1987-09-15","S",1,12.5,10.8,25.3,4.8,19.06,19.06,0.855,0.855,0.06,0.06,0.259,0.259,0.0089,0.0089,0.195,0.199,0.025,0.025,0.024,0.024,0.235,0.235
"CB3.3C","1987-10-06","AP",NA,14.3,6.4,19.2,3.4,7.28,7.28,0.796,0.796,0.0406,0.0406,0.344,0.344,0.028,0.028,0.7,0.7,0.029,0.029,0.152,0.152,0.192,0.192
"CB3.3C","1987-10-06","B",NA,16.495,3.5,21.2,8.25,3.14,3.14,0.7585,0.7585,0.05385,0.05385,0.3335,0.3335,0.0329,0.0329,0.65,0.65,0.0345,0.0345,0.214,0.214,0.1195,0.1195
"CB3.3C","1987-10-06","BP",NA,15.9,3.8,21,6.1,2.79,2.79,0.7425,0.7425,0.0489,0.0489,0.34,0.34,0.0326,0.0326,0.66,0.66,0.034,0.034,0.213,0.213,0.127,0.127
"CB3.3C","1987-10-06","S",1.8,13.6,7.9,18.9,3.9,12.06,12.06,0.881,0.881,0.0408,0.0408,0.341,0.341,0.0231,0.0231,0.74,0.74,0.026,0.026,0.134,0.134,0.207,0.207
"CB3.3C","1987-10-20","AP",NA,9.4,12.9,15.5,5.5,24.02,24.02,1.104,1.104,0.027,0.027,0.43,0.43,0.0054,0.0054,0.77,0.77,0.012,0.012,0.017,0.017,0.413,0.413
"CB3.3C","1987-10-20","B",NA,17.795,7.3,16.8,8.75,2.74,2.74,0.5654,0.5654,0.0229,0.0229,0.181,0.181,0.0078,0.0078,0.465,0.465,0.009,0.009,0.1305,0.1305,0.0505,0.0505
"CB3.3C","1987-10-20","BP",NA,15.7,8.5,16.5,2.6,5.01,5.01,0.6258,0.6258,0.0174,0.0174,0.223,0.223,0.0044,0.0044,0.54,0.54,0.008,0.008,0.09,0.09,0.133,0.133
"CB3.3C","1987-10-20","S",1.2,9.4,12.9,15.5,5.6,21.73,21.73,1.089,1.089,0.0236,0.0236,0.48,0.48,0.0041,0.0041,0.78,0.78,0.008,0.008,0.011,0.011,0.469,0.469
"CB3.3C","1987-11-17","AP",NA,12.2,13.3,10.8,3.8,7.68,7.68,0.922,0.922,0.0188,0.0188,0.409,0.409,0.0033,0.0033,0.77,0.77,0.008,0.008,0.066,0.066,0.343,0.343
"CB3.3C","1987-11-17","B",NA,18,9.1,12.2,33.15,1.64,1.64,0.67,0.67,0.0357,0.0357,0.215,0.215,0.01205,0.01205,0.54,0.54,0.014,0.014,0.136,0.136,0.079,0.079
"CB3.3C","1987-11-17","BP",NA,16.4,10.2,11.7,3,1.2,1.2,0.626,0.626,0.02,0.02,0.292,0.292,0.0127,0.0127,0.58,0.58,0.015,0.015,0.139,0.139,0.153,0.153
"CB3.3C","1987-11-17","S",2.2,12.2,13.3,10.8,4,6.98,6.98,0.839,0.839,0.0193,0.0193,0.415,0.415,0.0028,0.0028,0.69,0.69,0.006,0.006,0.062,0.062,0.353,0.353
"CB3.3C","1987-12-15","AP",NA,10,12.5,6.5,3.1,8.57,8.57,1.09,1.09,0.0222,0.0222,0.701,0.701,0.0036,0.0036,0.95,0.95,0.007,0.007,0.081,0.081,0.62,0.62
"CB3.3C","1987-12-15","B",NA,19.185,8.5,8.7,8.35,1.45,1.45,0.6419,0.6419,0.0212,0.0212,0.237,0.237,0.01205,0.01205,0.575,0.575,0.0115,0.0115,0.121,0.121,0.116,0.116
"CB3.3C","1987-12-15","BP",NA,16.6,9.5,8,1.6,2.49,2.49,0.7168,0.7168,0.0086,0.0086,0.332,0.332,0.0029,0.0029,0.63,0.63,0.001,0.001,0.096,0.096,0.236,0.236
"CB3.3C","1987-12-15","S",2,9.9,12.8,6.6,2.4,2.69,2.69,0.9956,0.9956,0.0106,0.0106,0.703,0.703,0.0021,0.0021,0.92,0.92,0.002,0.002,0.063,0.063,0.64,0.64
"CB3.3C","1988-01-12","AP",NA,11.7,14.3,-0.1,2.5,4.56,4.56,1.0216,1.0216,0.0141,0.0141,0.634,0.634,0.0023,0.0023,0.93,0.93,0.002,0.002,0.081,0.081,0.553,0.553
"CB3.3C","1988-01-12","B",NA,17.225,9.7,3.9,24.2,13.835,13.835,0.793,0.793,0.03365,0.03365,0.22,0.22,0.00275,0.00275,0.555,0.555,0.005,0.005,0.0505,0.0505,0.1695,0.1695
"CB3.3C","1988-01-12","BP",NA,16.6,10.1,3.5,3.2,5.23,5.23,1.094,1.094,0.0182,0.0182,0.541,0.541,0.0023,0.0023,0.99,0.99,0.006,0.006,0.08,0.08,0.461,0.461
"CB3.3C","1988-01-12","S",2.5,11.7,14.3,-0.1,2.8,3.81,3.81,0.9826,0.9826,0.0141,0.0141,0.638,0.638,0.0022,0.0022,0.9,0.9,0.003,0.003,0.086,0.086,0.552,0.552
"CB3.3C","1988-02-23","AP",NA,11.5,12.9,2.3,6.6,13.16,13.16,1.257,1.257,0.0236,0.0236,0.679,0.679,0.0027,0.0027,0.99,0.99,0.002,0.002,0.072,0.072,0.607,0.607
"CB3.3C","1988-02-23","B",NA,14.715,9.7,2,37.85,20.28,20.28,1.2525,1.2525,0.0624,0.0624,0.456,0.456,0.0045,0.0045,0.765,0.765,0.004,0.004,0.097,0.097,0.359,0.359
"CB3.3C","1988-02-23","BP",NA,12.1,11.7,2.1,9.6,17.94,17.94,1.341,1.341,0.0318,0.0318,0.636,0.636,0.0046,0.0046,0.97,0.97,0.004,0.004,0.085,0.085,0.551,0.551
"CB3.3C","1988-02-23","S",1.2,11,13.2,2.4,6.7,10.32,10.32,1.18,1.18,0.0237,0.0237,0.711,0.711,0.0024,0.0024,0.95,0.95,0.002,0.002,0.083,0.083,0.628,0.628
"CB3.3C","1988-03-17","AP",NA,6.9,11.1,5.3,7.6,11.51,11.51,1.655,1.655,0.0362,0.0362,1.113,1.113,0.0047,0.0047,1.38,1.38,0.011,0.011,0.053,0.053,1.06,1.06
"CB3.3C","1988-03-17","B",NA,18.815,8.2,4.4,95.5,28.785,28.785,1.232,1.232,0.08815,0.08815,0.2165,0.2165,0.00495,0.00495,0.46,0.46,0.0045,0.0045,0.078,0.078,0.1385,0.1385
"CB3.3C","1988-03-17","BP",NA,17.5,7.5,4.3,12.5,29.9,29.9,0.972,0.972,0.0275,0.0275,0.262,0.262,0.0038,0.0038,0.52,0.52,0.003,0.003,0.062,0.062,0.2,0.2
"CB3.3C","1988-03-17","S",1.2,6.9,11.1,5.3,6.8,11.21,11.21,1.631,1.631,0.0349,0.0349,1.265,1.265,0.0051,0.0051,1.38,1.38,0.011,0.011,0.065,0.065,1.2,1.2
"CB3.3C","1988-03-30","AP",NA,10.8,10,8.4,17.6,3.79,3.79,1.235,1.235,0.0212,0.0222,0.846,0.846,0.0017,0.0017,1.1,1.1,0,0.001,0.12,0.12,0.726,0.726
"CB3.3C","1988-03-30","B",NA,16.415,4.7,5.5,20.25,5.755,5.755,1.169,1.169,0.03645,0.03645,0.5325,0.5325,0.00545,0.00545,0.915,0.915,0.0025,0.0025,0.239,0.239,0.2935,0.2935
"CB3.3C","1988-03-30","BP",NA,16.1,4.9,5.5,12,6.28,6.28,1.266,1.266,0.0361,0.0361,0.561,0.561,0.0041,0.0041,1.03,1.03,0.004,0.004,0.262,0.262,0.299,0.299
"CB3.3C","1988-03-30","S",1.9,9.5,10.6,9,11.1,3.39,3.39,1.383,1.383,0.0137,0.0137,0.945,0.945,0.0017,0.0017,1.25,1.25,0.002,0.002,0.089,0.089,0.856,0.856
"CB3.3C","1988-04-12","AP",NA,10.3,8.6,10,3.8,3.99,3.99,1.1933,1.1933,0.0149,0.0149,0.795,0.795,0.0039,0.0039,1.11,1.11,0.003,0.003,0.164,0.164,0.631,0.631
"CB3.3C","1988-04-12","B",NA,17.305,6.7,8.2,36.2,17.79,17.79,0.9075,0.9075,0.04265,0.04365,0.2775,0.2775,0.0055,0.0055,0.61,0.61,0,0.001,0.0945,0.0945,0.183,0.183
"CB3.3C","1988-04-12","BP",NA,16.1,6.8,8.5,11.6,15.55,15.55,0.842,0.842,0.0203,0.0213,0.303,0.303,0.0033,0.0033,0.65,0.65,0,0.001,0.097,0.097,0.206,0.206
"CB3.3C","1988-04-12","S",1.6,10.3,8.6,10,3.7,4.39,4.39,1.2473,1.2473,0.0138,0.0138,0.856,0.856,0.0046,0.0046,1.15,1.15,0.002,0.002,0.163,0.163,0.693,0.693
"CB3.3C","1988-04-26","AP",NA,9.3,10.2,11.5,7.1,16.3,16.3,1.302,1.302,0.0365,0.0365,0.779,0.779,0.004,0.004,0.99,0.99,0.012,0.012,0.058,0.058,0.721,0.721
"CB3.3C","1988-04-26","B",NA,16.415,4.2,10.7,14.4,15.1,15.1,1.002,1.002,0.03455,0.03455,0.36,0.36,0.0042,0.0042,0.725,0.725,0.0085,0.0085,0.1275,0.1275,0.2325,0.2325
"CB3.3C","1988-04-26","BP",NA,15.5,4.7,10.7,11.8,12.26,12.26,0.986,0.986,0.022,0.022,0.417,0.417,0.0025,0.0025,0.75,0.75,0.006,0.006,0.107,0.107,0.31,0.31
"CB3.3C","1988-04-26","S",1.6,8.5,12.2,12.3,5.9,10.67,10.67,1.284,1.284,0.0324,0.0324,0.798,0.798,0.009,0.009,1.03,1.03,0.011,0.011,0.026,0.026,0.772,0.772
"CB3.3C","1988-05-10","AP",NA,12.6,5.2,12.6,8.8,23.92,23.92,1.065,1.065,0.0228,0.0238,0.503,0.503,0.0022,0.0022,0.79,0.79,0,0.001,0.079,0.079,0.424,0.424
"CB3.3C","1988-05-10","B",NA,15.725,2.7,11.6,11.95,5.905,5.905,1.0655,1.0655,0.03305,0.03405,0.371,0.371,0.00325,0.00325,0.75,0.75,0,0.001,0.152,0.152,0.219,0.219
"CB3.3C","1988-05-10","BP",NA,13.9,4.9,12.5,8.3,19.74,19.74,0.916,0.916,0.023,0.024,0.478,0.478,0.0031,0.0031,0.75,0.75,0,0.001,0.096,0.096,0.382,0.382
"CB3.3C","1988-05-10","S",1.1,10.1,11.2,15.1,9,28.11,28.11,1.278,1.278,0.0318,0.0328,0.58,0.58,0.0026,0.0026,0.9,0.9,0,0.001,0.01,0.01,0.57,0.57
"CB3.3C","1988-05-24","AP",NA,3.4,7.6,19.5,7.3,20.93,20.93,1.178,1.178,0.0309,0.0309,0.753,0.753,0.0019,0.0019,0.97,0.97,0.007,0.007,0.072,0.072,0.681,0.681
"CB3.3C","1988-05-24","B",NA,14.715,0.2,13.6,4.25,5.455,5.455,0.7579,0.7579,0.01725,0.01725,0.3595,0.3595,0.00365,0.00365,0.66,0.66,0.005,0.005,0.176,0.176,0.1835,0.1835
"CB3.3C","1988-05-24","BP",NA,12.4,1.6,15.2,6.7,29.6,29.6,1.002,1.002,0.0261,0.0261,0.403,0.403,0.0025,0.0025,0.72,0.72,0.003,0.003,0.072,0.072,0.331,0.331
"CB3.3C","1988-05-24","S",0.8,2.1,9.4,21.1,6.4,13.46,13.46,1.208,1.208,0.0314,0.0314,0.791,0.791,0.0025,0.0025,1.04,1.04,0.007,0.007,0.045,0.045,0.746,0.746
"CB3.3C","1988-06-07","AP",NA,7.5,12,20.1,13.2,57.71,57.71,1.251,1.251,0.0674,0.0674,0.224,0.224,0.0118,0.0118,0.5,0.5,0.02,0.02,0.005,0.005,0.219,0.219
"CB3.3C","1988-06-07","B",NA,16.7,0,16.2,8.5,5.38,5.38,0.721,0.721,0.0483,0.0483,0.26725,0.26725,0.03355,0.03355,0.585,0.585,0.0335,0.0335,0.263,0.263,0.00425,0.00425
