"","values","value2"
"740",0.287,0.287
"741",0.00455,0.00455
"742",0.144,0.144
"743",0.0065,0.0065
"744",0.0859,0.0859
"745",0.00595,0.00595
"746",0.056,0.056
"747",0.0101,0.0101
"748",0.0346,0.0346
"749",0.00745,0.00745
"750",0.0604,0.0604
"751",0.0056,0.0056
"752",0.0118,0.0118
"753",0.1885,0.1885
"754",0.563,0.563
"755",0.128,0.128
"756",0.43,0.43
"757",0.0721,0.0721
"758",0.563,0.563
"759",0.07965,0.07965
"760",0.691,0.691
"761",0.196,0.196
"762",1.1,1.1
"763",0.113,0.113
"764",0.59,0.59
"765",0.0982,0.0982
"766",0.604,0.604
"767",0.1155,0.1155
"768",0.791,0.791
"769",0.05275,0.05275
"770",0.511,0.511
"771",0.03785,0.03785
"772",0.33,0.33
"773",0.0565,0.0565
"774",0.209,0.209
"775",0.0215,0.0215
"776",0.103,0.103
"777",0.1215,0.1215
"778",0.407,0.407
"779",0.01,0.01
"780",0.2,0.2
"781",0.00595,0.00595
"782",0.0314,0.0314
"783",0.00275,0.00275
"784",0.0046,0.0046
"785",0.2935,0.2935
"786",0.182,0.182
"787",0.1875,0.1875
"788",0.11,0.11
"789",0.104,0.104
"790",0.527,0.527
"791",0.132,0.132
"792",0.435,0.435
"793",0.083,0.083
"794",0.607,0.607
"795",0.171,0.171
"796",0.472,0.472
"797",0.106,0.106
"798",0.836,0.836
"799",0.107,0.107
"800",0.769,0.769
"801",0.3855,0.3855
"802",1.12,1.12
"803",0.08785,0.08785
"804",0.575,0.575
"805",0.00955,0.00955
"806",0.338,0.338
"807",0.0194,0.0194
"808",0.169,0.169
"809",0.00975,0.00975
"810",0.0124,0.0124
"811",0.0058,0.0058
"812",0.0016,0.0016
"813",0.00275,0.00275
"814",0.0324,0.0324
"815",0.0072,0.0072
"816",0.0052,0.0052
"817",0.0051,0.0051
"818",0.05,0.05
"819",0.01685,0.01685
"820",0.0967,0.0967
"821",0.2324,0.2324
"822",0.043,0.043
"823",0.1178,0.1178
"824",0.1441,0.1441
"825",0.025,0.025
"826",0.499,0.499
"827",0.0615,0.0615
"828",0.812,0.812
"829",0.1715,0.1715
"830",0.678,0.678
"831",0.184,0.184
"832",0.859,0.859
"833",0.1985,0.1985
"834",0.767,0.767
"835",0.0475,0.0475
"836",0.38,0.38
"837",0.1115,0.1115
"838",0.427,0.427
"839",0.1017,0.1017
