,station,date,layer,secchi,chla,do,tn,tp,po4f,pp,tdp,no23f,nh4f,tdn,pn,tss
17966,CB5.1,2015-05-05,B,,,,,,,,,,,,,
17967,CB5.1,2015-05-05,S,,,,,,,,,,,,,
17968,CB5.1,2015-06-01,B,,,,,,,,,,,,,
17969,CB5.1,2015-06-01,S,,,,,,,,,,,,,
17970,CB5.1,2015-06-22,B,,,,,,,,,,,,,
17971,CB5.1,2015-06-22,S,,,,,,,,,,,,,
17972,CB5.1,2015-07-06,B,,,,,,,,,,,,,
17973,CB5.1,2015-07-06,S,,,,,,,,,,,,,
17974,CB5.1,2015-08-03,B,,,,,,,,,,,,,
17975,CB5.1,2015-08-03,S,,,,,,,,,,,,,
17976,CB5.1,2015-08-24,B,,,,,,,,,,,,,
17977,CB5.1,2015-08-24,S,,,,,,,,,,,,,
17978,CB5.1,2015-09-14,B,,,,,,,,,,,,,
17979,CB5.1,2015-09-14,S,,,,,,,,,,,,,
17980,CB5.1,2015-10-08,B,,,,,,,,,,,,,
17981,CB5.1,2015-10-08,S,,,,,,,,,,,,,
17982,CB5.1,2015-10-19,B,,,,,,,,,,,,,
17983,CB5.1,2015-10-19,S,,,,,,,,,,,,,
17984,CB5.1,2015-11-16,B,,,,,,,,,,,,,
17985,CB5.1,2015-11-16,S,,,,,,,,,,,,,
21138,CB5.4,1985-01-14,B,,,,,,,,,,,,,
21139,CB5.4,1985-01-14,S,,,,,,,,,,,,,
21140,CB5.4,1985-02-11,B,,,,,,,,,,,,,
21141,CB5.4,1985-02-11,S,,,,,,,,,,,,,
21142,CB5.4,1985-03-04,B,,,,,,,,,,,,,
21143,CB5.4,1985-03-04,S,,,,,,,,,,,,,
21144,CB5.4,1985-03-19,B,,,,,,,,,,,,,
21145,CB5.4,1985-03-19,S,,,,,,,,,,,,,
21146,CB5.4,1985-04-11,B,,,,,,,,,,,,,
21147,CB5.4,1985-04-11,S,,,,,,,,,,,,,
21148,CB5.4,1985-04-22,B,,,,,,,,,,,,,
21149,CB5.4,1985-04-22,S,,,,,,,,,,,,,
21150,CB5.4,1985-05-06,B,,,,,,,,,,,,,
21151,CB5.4,1985-05-06,S,,,,,,,,,,,,,
21152,CB5.4,1985-05-20,B,,,,,,,,,,,,,
21153,CB5.4,1985-05-20,S,,,,,,,,,,,,,
21154,CB5.4,1985-06-03,B,,,,,,,,,,,,,
21155,CB5.4,1985-06-03,S,,,,,,,,,,,,,
21156,CB5.4,1985-06-17,B,,,,,,,,,,,,,
21157,CB5.4,1985-06-17,S,,,,,,,,,,,,,
21158,CB5.4,1985-07-08,B,,,,,,,,,,,,,
21159,CB5.4,1985-07-08,S,,,,,,,,,,,,,
21160,CB5.4,1985-07-22,B,,,,,,,,,,,,,
21161,CB5.4,1985-07-22,S,,,,,,,,,,,,,
21162,CB5.4,1985-08-06,B,,,,,,,,,,,,,
21163,CB5.4,1985-08-06,S,,,,,,,,,,,,,
21164,CB5.4,1985-08-19,B,,,,,,,,,,,,,
21165,CB5.4,1985-08-19,S,,,,,,,,,,,,,
21166,CB5.4,1985-09-09,B,,,,,,,,,,,,,
21167,CB5.4,1985-09-09,S,,,,,,,,,,,,,
21168,CB5.4,1985-09-30,B,,,,,,,,,,,,,
21169,CB5.4,1985-09-30,S,,,,,,,,,,,,,
21170,CB5.4,1985-10-07,B,,,,,,,,,,,,,
21171,CB5.4,1985-10-07,S,,,,,,,,,,,,,
21172,CB5.4,1985-10-23,B,,,,,,,,,,,,,
21173,CB5.4,1985-10-23,S,,,,,,,,,,,,,
21174,CB5.4,1985-11-13,B,,,,,,,,,,,,,
21175,CB5.4,1985-11-13,S,,,,,,,,,,,,,
21176,CB5.4,1985-12-09,B,,,,,,,,,,,,,
21177,CB5.4,1985-12-09,S,,,,,,,,,,,,,
21178,CB5.4,1986-01-16,B,,,,,,,,,,,,,
21179,CB5.4,1986-01-16,S,,,,,,,,,,,,,
21180,CB5.4,1986-02-17,B,,,,,,,,,,,,,
21181,CB5.4,1986-02-17,S,,,,,,,,,,,,,
21182,CB5.4,1986-03-12,B,,,,,,,,,,,,,
21183,CB5.4,1986-03-12,S,,,,,,,,,,,,,
21184,CB5.4,1986-03-24,B,,,,,,,,,,,,,
21185,CB5.4,1986-03-24,S,,,,,,,,,,,,,
21186,CB5.4,1986-04-07,B,,,,,,,,,,,,,
21187,CB5.4,1986-04-07,S,,,,,,,,,,,,,
21188,CB5.4,1986-04-21,B,,,,,,,,,,,,,
21189,CB5.4,1986-04-21,S,,,,,,,,,,,,,
21190,CB5.4,1986-05-13,B,,,,,,,,,,,,,
21191,CB5.4,1986-05-13,S,,,,,,,,,,,,,
21192,CB5.4,1986-05-27,B,,,,,,,,,,,,,
21193,CB5.4,1986-05-27,S,,,,,,,,,,,,,
21194,CB5.4,1986-06-10,B,,,,,,,,,,,,,
21195,CB5.4,1986-06-10,S,,,,,,,,,,,,,
21196,CB5.4,1986-06-23,B,,,,,,,,,,,,,
21197,CB5.4,1986-06-23,S,,,,,,,,,,,,,
21198,CB5.4,1986-07-16,B,,,,,,,,,,,,,
21199,CB5.4,1986-07-16,S,,,,,,,,,,,,,
21200,CB5.4,1986-07-28,B,,,,,,,,,,,,,
21201,CB5.4,1986-07-28,S,,,,,,,,,,,,,
21202,CB5.4,1986-08-12,B,,,,,,,,,,,,,
21203,CB5.4,1986-08-12,S,,,,,,,,,,,,,
21204,CB5.4,1986-08-25,B,,,,,,,,,,,,,
21205,CB5.4,1986-08-25,S,,,,,,,,,,,,,
21206,CB5.4,1986-09-09,B,,,,,,,,,,,,,
21207,CB5.4,1986-09-09,S,,,,,,,,,,,,,
21208,CB5.4,1986-09-22,B,,,,,,,,,,,,,
21209,CB5.4,1986-09-22,S,,,,,,,,,,,,,
21210,CB5.4,1986-10-07,B,,,,,,,,,,,,,
21211,CB5.4,1986-10-07,S,,,,,,,,,,,,,
21212,CB5.4,1986-10-27,B,,,,,,,,,,,,,
21213,CB5.4,1986-10-27,S,,,,,,,,,,,,,
21214,CB5.4,1986-11-17,B,,,,,,,,,,,,,
21215,CB5.4,1986-11-17,S,,,,,,,,,,,,,
21216,CB5.4,1986-12-08,B,,,,,,,,,,,,,
21217,CB5.4,1986-12-08,S,,,,,,,,,,,,,
21218,CB5.4,1987-01-06,B,,,,,,,,,,,,,
21219,CB5.4,1987-01-06,S,,,,,,,,,,,,,
21220,CB5.4,1987-02-26,B,,,,,,,,,,,,,
21221,CB5.4,1987-02-26,S,,,,,,,,,,,,,
21222,CB5.4,1987-03-05,B,,,,,,,,,,,,,
21223,CB5.4,1987-03-05,S,,,,,,,,,,,,,
21224,CB5.4,1987-03-23,B,,,,,,,,,,,,,
21225,CB5.4,1987-03-23,S,,,,,,,,,,,,,
21226,CB5.4,1987-04-06,B,,,,,,,,,,,,,
21227,CB5.4,1987-04-06,S,,,,,,,,,,,,,
21228,CB5.4,1987-04-22,B,,,,,,,,,,,,,
21229,CB5.4,1987-04-22,S,,,,,,,,,,,,,
21230,CB5.4,1987-05-06,B,,,,,,,,,,,,,
21231,CB5.4,1987-05-06,S,,,,,,,,,,,,,
21232,CB5.4,1987-05-18,B,,,,,,,,,,,,,
21233,CB5.4,1987-05-18,S,,,,,,,,,,,,,
21234,CB5.4,1987-06-02,B,,,,,,,,,,,,,
21235,CB5.4,1987-06-02,S,,,,,,,,,,,,,
21236,CB5.4,1987-06-18,B,,,,,,,,,,,,,
21237,CB5.4,1987-06-18,S,,,,,,,,,,,,,
21238,CB5.4,1987-07-07,B,,,,,,,,,,,,,
21239,CB5.4,1987-07-07,S,,,,,,,,,,,,,
21240,CB5.4,1987-07-20,B,,,,,,,,,,,,,
21241,CB5.4,1987-07-20,S,,,,,,,,,,,,,
21242,CB5.4,1987-08-03,B,,,,,,,,,,,,,
21243,CB5.4,1987-08-03,S,,,,,,,,,,,,,
21244,CB5.4,1987-08-18,B,,,,,,,,,,,,,
21245,CB5.4,1987-08-18,S,,,,,,,,,,,,,
21246,CB5.4,1987-09-02,B,,,,,,,,,,,,,
21247,CB5.4,1987-09-02,S,,,,,,,,,,,,,
21248,CB5.4,1987-09-14,B,,,,,,,,,,,,,
21249,CB5.4,1987-09-14,S,,,,,,,,,,,,,
21250,CB5.4,1987-10-05,B,,,,,,,,,,,,,
21251,CB5.4,1987-10-05,S,,,,,,,,,,,,,
21252,CB5.4,1987-10-19,B,,,,,,,,,,,,,
21253,CB5.4,1987-10-19,S,,,,,,,,,,,,,
21254,CB5.4,1987-11-16,B,,,,,,,,,,,,,
21255,CB5.4,1987-11-16,S,,,,,,,,,,,,,
21256,CB5.4,1987-12-14,B,,,,,,,,,,,,,
21257,CB5.4,1987-12-14,S,,,,,,,,,,,,,
21258,CB5.4,1988-01-13,B,,,,,,,,,,,,,
21259,CB5.4,1988-01-13,S,,,,,,,,,,,,,
21260,CB5.4,1988-02-22,B,,,,,,,,,,,,,
21261,CB5.4,1988-02-22,S,,,,,,,,,,,,,
21262,CB5.4,1988-03-22,B,,,,,,,,,,,,,
21263,CB5.4,1988-03-22,S,,,,,,,,,,,,,
21264,CB5.4,1988-04-11,B,,,,,,,,,,,,,
21265,CB5.4,1988-04-11,S,,,,,,,,,,,,,
21266,CB5.4,1988-04-25,B,,,,,,,,,,,,,
21267,CB5.4,1988-04-25,S,,,,,,,,,,,,,
21268,CB5.4,1988-05-11,B,,,,,,,,,,,,,
21269,CB5.4,1988-05-11,S,,,,,,,,,,,,,
21270,CB5.4,1988-05-23,B,,,,,,,,,,,,,
21271,CB5.4,1988-05-23,S,,,,,,,,,,,,,
21272,CB5.4,1988-06-07,B,,,,,,,,,,,,,
21273,CB5.4,1988-06-07,S,,,,,,,,,,,,,
21274,CB5.4,1988-06-20,B,,,,,,,,,,,,,
21275,CB5.4,1988-06-20,S,,,,,,,,,,,,,
21276,CB5.4,1988-07-05,B,,,,,,,,,,,,,
21277,CB5.4,1988-07-05,S,,,,,,,,,,,,,
21278,CB5.4,1988-07-18,B,,,,,,,,,,,,,
21279,CB5.4,1988-07-18,S,,,,,,,,,,,,,
21280,CB5.4,1988-08-08,B,,,,,,,,,,,,,
21281,CB5.4,1988-08-08,S,,,,,,,,,,,,,
21282,CB5.4,1988-08-23,B,,,,,,,,,,,,,
21283,CB5.4,1988-08-23,S,,,,,,,,,,,,,
21284,CB5.4,1988-09-09,B,,,,,,,,,,,,,
21285,CB5.4,1988-09-09,S,,,,,,,,,,,,,
21286,CB5.4,1988-09-19,B,,,,,,,,,,,,,
21287,CB5.4,1988-09-19,S,,,,,,,,,,,,,
21288,CB5.4,1988-10-03,B,,,,,,,,,,,,,
21289,CB5.4,1988-10-03,S,,,,,,,,,,,,,
21290,CB5.4,1988-10-26,B,,,,,,,,,,,,,
21291,CB5.4,1988-10-26,S,,,,,,,,,,,,,
21292,CB5.4,1988-11-08,B,,,,,,,,,,,,,
21293,CB5.4,1988-11-08,S,,,,,,,,,,,,,
21294,CB5.4,1988-12-05,B,,,,,,,,,,,,,
21295,CB5.4,1988-12-05,S,,,,,,,,,,,,,
21296,CB5.4,1989-01-17,B,,,,,,,,,,,,,
21297,CB5.4,1989-01-17,S,,,,,,,,,,,,,
21298,CB5.4,1989-02-15,B,,,,,,,,,,,,,
21299,CB5.4,1989-02-15,S,,,,,,,,,,,,,
21300,CB5.4,1989-03-06,B,,,,,,,,,,,,,
21301,CB5.4,1989-03-06,S,,,,,,,,,,,,,
21302,CB5.4,1989-04-04,B,,,,,,,,,,,,,
21303,CB5.4,1989-04-04,S,,,,,,,,,,,,,
21304,CB5.4,1989-04-18,B,,,,,,,,,,,,,
21305,CB5.4,1989-04-18,S,,,,,,,,,,,,,
21306,CB5.4,1989-05-02,B,,,,,,,,,,,,,
21307,CB5.4,1989-05-02,S,,,,,,,,,,,,,
21308,CB5.4,1989-05-16,B,,,,,,,,,,,,,
21309,CB5.4,1989-05-16,S,,,,,,,,,,,,,
21310,CB5.4,1989-06-12,B,,,,,,,,,,,,,
21311,CB5.4,1989-06-12,S,,,,,,,,,,,,,
21312,CB5.4,1989-06-26,B,,,,,,,,,,,,,
21313,CB5.4,1989-06-26,S,,,,,,,,,,,,,
21314,CB5.4,1989-07-10,B,,,,,,,,,,,,,
21315,CB5.4,1989-07-10,S,,,,,,,,,,,,,
21316,CB5.4,1989-07-24,B,,,,,,,,,,,,,
21317,CB5.4,1989-07-24,S,,,,,,,,,,,,,
21318,CB5.4,1989-08-16,B,,,,,,,,,,,,,
21319,CB5.4,1989-08-16,S,,,,,,,,,,,,,
21320,CB5.4,1989-08-29,B,,,,,,,,,,,,,
21321,CB5.4,1989-08-29,S,,,,,,,,,,,,,
21322,CB5.4,1989-09-11,B,,,,,,,,,,,,,
21323,CB5.4,1989-09-11,S,,,,,,,,,,,,,
21324,CB5.4,1989-09-26,B,,,,,,,,,,,,,
21325,CB5.4,1989-09-26,S,,,,,,,,,,,,,
21326,CB5.4,1989-10-10,B,,,,,,,,,,,,,
21327,CB5.4,1989-10-10,S,,,,,,,,,,,,,
21328,CB5.4,1989-11-13,B,,,,,,,,,,,,,
21329,CB5.4,1989-11-13,S,,,,,,,,,,,,,
21330,CB5.4,1989-12-11,B,,,,,,,,,,,,,
21331,CB5.4,1989-12-11,S,,,,,,,,,,,,,
21332,CB5.4,1990-01-09,B,,,,,,,,,,,,,
21333,CB5.4,1990-01-09,S,,,,,,,,,,,,,
21334,CB5.4,1990-02-05,B,,,,,,,,,,,,,
21335,CB5.4,1990-02-05,S,,,,,,,,,,,,,
21336,CB5.4,1990-03-05,B,,,,,,,,,,,,,
21337,CB5.4,1990-03-05,S,,,,,,,,,,,,,
21338,CB5.4,1990-04-09,B,,,,,,,,,,,,,
21339,CB5.4,1990-04-09,S,,,,,,,,,,,,,
21340,CB5.4,1990-04-16,B,,,,,,,,,,,,,
21341,CB5.4,1990-04-16,S,,,,,,,,,,,,,
21342,CB5.4,1990-05-14,B,,,,,,,,,,,,,
21343,CB5.4,1990-05-14,S,,,,,,,,,,,,,
21344,CB5.4,1990-05-29,B,,,,,,,,,,,,,
21345,CB5.4,1990-05-29,S,,,,,,,,,,,,,
21346,CB5.4,1990-06-12,B,,,,,,,,,,,,,
21347,CB5.4,1990-06-12,S,,,,,,,,,,,,,
21348,CB5.4,1990-06-25,B,,,,,,,,,,,,,
21349,CB5.4,1990-06-25,S,,,,,,,,,,,,,
21350,CB5.4,1990-07-16,B,,,,,,,,,,,,,
21351,CB5.4,1990-07-16,S,,,,,,,,,,,,,
21352,CB5.4,1990-07-31,B,,,,,,,,,,,,,
21353,CB5.4,1990-07-31,S,,,,,,,,,,,,,
21354,CB5.4,1990-08-13,B,,,,,,,,,,,,,
21355,CB5.4,1990-08-13,S,,,,,,,,,,,,,
21356,CB5.4,1990-08-27,B,,,,,,,,,,,,,
21357,CB5.4,1990-08-27,S,,,,,,,,,,,,,
21358,CB5.4,1990-09-10,B,,,,,,,,,,,,,
21359,CB5.4,1990-09-10,S,,,,,,,,,,,,,
21360,CB5.4,1990-09-24,B,,,,,,,,,,,,,
21361,CB5.4,1990-09-24,S,,,,,,,,,,,,,
21362,CB5.4,1990-10-15,B,,,,,,,,,,,,,
21363,CB5.4,1990-10-15,S,,,,,,,,,,,,,
21364,CB5.4,1990-11-15,B,,,,,,,,,,,,,
21365,CB5.4,1990-11-15,S,,,,,,,,,,,,,
21366,CB5.4,1990-12-10,B,,,,,,,,,,,,,
21367,CB5.4,1990-12-10,S,,,,,,,,,,,,,
21368,CB5.4,1991-01-15,B,,,,,,,,,,,,,
21369,CB5.4,1991-01-15,S,,,,,,,,,,,,,
21370,CB5.4,1991-02-11,B,,,,,,,,,,,,,
21371,CB5.4,1991-02-11,S,,,,,,,,,,,,,
21372,CB5.4,1991-03-12,B,,,,,,,,,,,,,
21373,CB5.4,1991-03-12,S,,,,,,,,,,,,,
21374,CB5.4,1991-04-09,B,,,,,,,,,,,,,
21375,CB5.4,1991-04-09,S,,,,,,,,,,,,,
21376,CB5.4,1991-04-22,B,,,,,,,,,,,,,
21377,CB5.4,1991-04-22,S,,,,,,,,,,,,,
21378,CB5.4,1991-05-06,B,,,,,,,,,,,,,
21379,CB5.4,1991-05-06,S,,,,,,,,,,,,,
21380,CB5.4,1991-05-21,B,,,,,,,,,,,,,
21381,CB5.4,1991-05-21,S,,,,,,,,,,,,,
21382,CB5.4,1991-06-05,B,,,,,,,,,,,,,
21383,CB5.4,1991-06-05,S,,,,,,,,,,,,,
21384,CB5.4,1991-06-17,B,,,,,,,,,,,,,
21385,CB5.4,1991-06-17,S,,,,,,,,,,,,,
21386,CB5.4,1991-07-09,B,,,,,,,,,,,,,
21387,CB5.4,1991-07-09,S,,,,,,,,,,,,,
21388,CB5.4,1991-07-22,B,,,,,,,,,,,,,
21389,CB5.4,1991-07-22,S,,,,,,,,,,,,,
21390,CB5.4,1991-08-05,B,,,,,,,,,,,,,
21391,CB5.4,1991-08-05,S,,,,,,,,,,,,,
21392,CB5.4,1991-08-21,B,,,,,,,,,,,,,
21393,CB5.4,1991-08-21,S,,,,,,,,,,,,,
21394,CB5.4,1991-09-04,B,,,,,,,,,,,,,
21395,CB5.4,1991-09-04,S,,,,,,,,,,,,,
21396,CB5.4,1991-09-17,B,,,,,,,,,,,,,
21397,CB5.4,1991-09-17,S,,,,,,,,,,,,,
21398,CB5.4,1991-10-15,B,,,,,,,,,,,,,
21399,CB5.4,1991-10-15,S,,,,,,,,,,,,,
21400,CB5.4,1991-11-06,B,,,,,,,,,,,,,
21401,CB5.4,1991-11-06,S,,,,,,,,,,,,,
21402,CB5.4,1991-12-02,B,,,,,,,,,,,,,
21403,CB5.4,1991-12-02,S,,,,,,,,,,,,,
21404,CB5.4,1992-01-07,B,,,,,,,,,,,,,
21405,CB5.4,1992-01-07,S,,,,,,,,,,,,,
21406,CB5.4,1992-02-11,B,,,,,,,,,,,,,
21407,CB5.4,1992-02-11,S,,,,,,,,,,,,,
21408,CB5.4,1992-03-17,B,,,,,,,,,,,,,
21409,CB5.4,1992-03-17,S,,,,,,,,,,,,,
21410,CB5.4,1992-04-14,B,,,,,,,,,,,,,
21411,CB5.4,1992-04-14,S,,,,,,,,,,,,,
21412,CB5.4,1992-04-28,B,,,,,,,,,,,,,
21413,CB5.4,1992-04-28,S,,,,,,,,,,,,,
21414,CB5.4,1992-05-11,B,,,,,,,,,,,,,
21415,CB5.4,1992-05-11,S,,,,,,,,,,,,,
21416,CB5.4,1992-05-27,B,,,,,,,,,,,,,
21417,CB5.4,1992-05-27,S,,,,,,,,,,,,,
21418,CB5.4,1992-06-08,B,,,,,,,,,,,,,
21419,CB5.4,1992-06-08,S,,,,,,,,,,,,,
21420,CB5.4,1992-06-23,B,,,,,,,,,,,,,
21421,CB5.4,1992-06-23,S,,,,,,,,,,,,,
21422,CB5.4,1992-07-13,B,,,,,,,,,,,,,
21423,CB5.4,1992-07-13,S,,,,,,,,,,,,,
21424,CB5.4,1992-07-20,B,,,,,,,,,,,,,
21425,CB5.4,1992-07-20,S,,,,,,,,,,,,,
21426,CB5.4,1992-08-11,B,,,,,,,,,,,,,
21427,CB5.4,1992-08-11,S,,,,,,,,,,,,,
21428,CB5.4,1992-08-24,B,,,,,,,,,,,,,
21429,CB5.4,1992-08-24,S,,,,,,,,,,,,,
21430,CB5.4,1992-09-08,B,,,,,,,,,,,,,
21431,CB5.4,1992-09-08,S,,,,,,,,,,,,,
21432,CB5.4,1992-09-21,B,,,,,,,,,,,,,
21433,CB5.4,1992-09-21,S,,,,,,,,,,,,,
21434,CB5.4,1992-10-07,B,,,,,,,,,,,,,
21435,CB5.4,1992-10-07,S,,,,,,,,,,,,,
21436,CB5.4,1992-11-18,B,,,,,,,,,,,,,
21437,CB5.4,1992-11-18,S,,,,,,,,,,,,,
21438,CB5.4,1992-12-08,B,,,,,,,,,,,,,
21439,CB5.4,1992-12-08,S,,,,,,,,,,,,,
21440,CB5.4,1993-01-05,B,,,,,,,,,,,,,
21441,CB5.4,1993-01-05,S,,,,,,,,,,,,,
21442,CB5.4,1993-02-09,B,,,,,,,,,,,,,
21443,CB5.4,1993-02-09,S,,,,,,,,,,,,,
21444,CB5.4,1993-03-10,B,,,,,,,,,,,,,
21445,CB5.4,1993-03-10,S,,,,,,,,,,,,,
21446,CB5.4,1993-04-13,B,,,,,,,,,,,,,
21447,CB5.4,1993-04-13,S,,,,,,,,,,,,,
21448,CB5.4,1993-04-26,B,,,,,,,,,,,,,
21449,CB5.4,1993-04-26,S,,,,,,,,,,,,,
21450,CB5.4,1993-05-10,B,,,,,,,,,,,,,
21451,CB5.4,1993-05-10,S,,,,,,,,,,,,,
21452,CB5.4,1993-05-24,B,,,,,,,,,,,,,
21453,CB5.4,1993-05-24,S,,,,,,,,,,,,,
21454,CB5.4,1993-06-14,B,,,,,,,,,,,,,
21455,CB5.4,1993-06-14,S,,,,,,,,,,,,,
21456,CB5.4,1993-06-29,B,,,,,,,,,,,,,
21457,CB5.4,1993-06-29,S,,,,,,,,,,,,,
21458,CB5.4,1993-07-12,B,,,,,,,,,,,,,
21459,CB5.4,1993-07-12,S,,,,,,,,,,,,,
21460,CB5.4,1993-07-27,B,,,,,,,,,,,,,
21461,CB5.4,1993-07-27,S,,,,,,,,,,,,,
21462,CB5.4,1993-08-09,B,,,,,,,,,,,,,
21463,CB5.4,1993-08-09,S,,,,,,,,,,,,,
21464,CB5.4,1993-08-23,B,,,,,,,,,,,,,
21465,CB5.4,1993-08-23,S,,,,,,,,,,,,,
21466,CB5.4,1993-09-14,B,,,,,,,,,,,,,
21467,CB5.4,1993-09-14,S,,,,,,,,,,,,,
21468,CB5.4,1993-09-28,B,,,,,,,,,,,,,
21469,CB5.4,1993-09-28,S,,,,,,,,,,,,,
21470,CB5.4,1993-10-13,B,,,,,,,,,,,,,
21471,CB5.4,1993-10-13,S,,,,,,,,,,,,,
21472,CB5.4,1993-11-15,B,,,,,,,,,,,,,
21473,CB5.4,1993-11-15,S,,,,,,,,,,,,,
21474,CB5.4,1993-12-06,B,,,,,,,,,,,,,
21475,CB5.4,1993-12-06,S,,,,,,,,,,,,,
21476,CB5.4,1994-01-05,B,,,,,,,,,,,,,
21477,CB5.4,1994-01-05,S,,,,,,,,,,,,,
21478,CB5.4,1994-02-08,B,,,,,,,,,,,,,
21479,CB5.4,1994-02-08,S,,,,,,,,,,,,,
21480,CB5.4,1994-03-07,B,,,,,,,,,,,,,
21481,CB5.4,1994-03-07,S,,,,,,,,,,,,,
21482,CB5.4,1994-04-05,B,,,,,,,,,,,,,
21483,CB5.4,1994-04-05,S,,,,,,,,,,,,,
21484,CB5.4,1994-04-19,B,,,,,,,,,,,,,
21485,CB5.4,1994-04-19,S,,,,,,,,,,,,,
21486,CB5.4,1994-05-02,B,,,,,,,,,,,,,
21487,CB5.4,1994-05-02,S,,,,,,,,,,,,,
21488,CB5.4,1994-05-24,B,,,,,,,,,,,,,
21489,CB5.4,1994-05-24,S,,,,,,,,,,,,,
21490,CB5.4,1994-06-13,B,,,,,,,,,,,,,
21491,CB5.4,1994-06-13,S,,,,,,,,,,,,,
21492,CB5.4,1994-06-29,B,,,,,,,,,,,,,
21493,CB5.4,1994-06-29,S,,,,,,,,,,,,,
21494,CB5.4,1994-07-12,B,,,,,,,,,,,,,
21495,CB5.4,1994-07-12,S,,,,,,,,,,,,,
21496,CB5.4,1994-07-25,B,,,,,,,,,,,,,
21497,CB5.4,1994-07-25,S,,,,,,,,,,,,,
21498,CB5.4,1994-08-15,B,,,,,,,,,,,,,
21499,CB5.4,1994-08-15,S,,,,,,,,,,,,,
21500,CB5.4,1994-08-30,B,,,,,,,,,,,,,
21501,CB5.4,1994-08-30,S,,,,,,,,,,,,,
21502,CB5.4,1994-09-13,B,,,,,,,,,,,,,
21503,CB5.4,1994-09-13,S,,,,,,,,,,,,,
21504,CB5.4,1994-09-27,B,,,,,,,,,,,,,
21505,CB5.4,1994-09-27,S,,,,,,,,,,,,,
21506,CB5.4,1994-10-17,B,,,,,,,,,,,,,
21507,CB5.4,1994-10-17,S,,,,,,,,,,,,,
21508,CB5.4,1994-11-14,B,,,,,,,,,,,,,
21509,CB5.4,1994-11-14,S,,,,,,,,,,,,,
21510,CB5.4,1994-12-12,B,,,,,,,,,,,,,
21511,CB5.4,1994-12-12,S,,,,,,,,,,,,,
21512,CB5.4,1995-01-09,B,,,,,,,,,,,,,
21513,CB5.4,1995-01-09,S,,,,,,,,,,,,,
21514,CB5.4,1995-02-14,B,,,,,,,,,,,,,
21515,CB5.4,1995-02-14,S,,,,,,,,,,,,,
21516,CB5.4,1995-03-06,B,,,,,,,,,,,,,
21517,CB5.4,1995-03-06,S,,,,,,,,,,,,,
21518,CB5.4,1995-04-11,B,,,,,,,,,,,,,
21519,CB5.4,1995-04-11,S,,,,,,,,,,,,,
21520,CB5.4,1995-04-25,B,,,,,,,,,,,,,
21521,CB5.4,1995-04-25,S,,,,,,,,,,,,,
21522,CB5.4,1995-05-09,B,,,,,,,,,,,,,
21523,CB5.4,1995-05-09,S,,,,,,,,,,,,,
21524,CB5.4,1995-05-22,B,,,,,,,,,,,,,
21525,CB5.4,1995-05-22,S,,,,,,,,,,,,,
21526,CB5.4,1995-06-08,B,,,,,,,,,,,,,
21527,CB5.4,1995-06-08,S,,,,,,,,,,,,,
21528,CB5.4,1995-06-20,B,,,,,,,,,,,,,
21529,CB5.4,1995-06-20,S,,,,,,,,,,,,,
21530,CB5.4,1995-07-11,B,,,,,,,,,,,,,
21531,CB5.4,1995-07-11,S,,,,,,,,,,,,,
21532,CB5.4,1995-07-24,B,,,,,,,,,,,,,
21533,CB5.4,1995-07-24,S,,,,,,,,,,,,,
21534,CB5.4,1995-08-10,B,,,,,,,,,,,,,
21535,CB5.4,1995-08-10,S,,,,,,,,,,,,,
21536,CB5.4,1995-08-22,B,,,,,,,,,,,,,
21537,CB5.4,1995-08-22,S,,,,,,,,,,,,,
21538,CB5.4,1995-09-05,B,,,,,,,,,,,,,
21539,CB5.4,1995-09-05,S,,,,,,,,,,,,,
21540,CB5.4,1995-09-19,B,,,,,,,,,,,,,
21541,CB5.4,1995-09-19,S,,,,,,,,,,,,,
21542,CB5.4,1995-10-17,B,,,,,,,,,,,,,
21543,CB5.4,1995-10-17,S,,,,,,,,,,,,,
21544,CB5.4,1995-11-13,B,,,,,,,,,,,,,
21545,CB5.4,1995-11-13,S,,,,,,,,,,,,,
21546,CB5.4,1995-12-12,B,,,,,,,,,,,,,
21547,CB5.4,1995-12-12,S,,,,,,,,,,,,,
21548,CB5.4,1996-01-26,B,,,,,,,,,,,,,
21549,CB5.4,1996-01-26,S,,,,,,,,,,,,,
21550,CB5.4,1996-02-14,B,,,,,,,,,,,,,
21551,CB5.4,1996-02-14,S,,,,,,,,,,,,,
21552,CB5.4,1996-03-24,B,,,,,,,,,,,,,
21553,CB5.4,1996-03-24,S,,,,,,,,,,,,,
21554,CB5.4,1996-04-12,B,,,,,,,,,,,,,
21555,CB5.4,1996-04-12,S,,,,,,,,,,,,,
21556,CB5.4,1996-05-15,B,,,,,,,,,,,,,
21557,CB5.4,1996-05-15,S,,,,,,,,,,,,,
21558,CB5.4,1996-06-11,B,,,,,,,,,,,,,
21559,CB5.4,1996-06-11,S,,,,,,,,,,,,,
21560,CB5.4,1996-07-10,B,,,,,,,,,,,,,
21561,CB5.4,1996-07-10,S,,,,,,,,,,,,,
21562,CB5.4,1996-07-25,B,,,,,,,,,,,,,
21563,CB5.4,1996-07-25,S,,,,,,,,,,,,,
21564,CB5.4,1996-08-06,B,,,,,,,,,,,,,
21565,CB5.4,1996-08-06,S,,,,,,,,,,,,,
21566,CB5.4,1996-08-27,B,,,,,,,,,,,,,
