"station"	"date"	"layer"	"no23f..Data.values"	"no23f..Data.value2"	"no23f.remark.codes"	"no23f.value.codes"	"no23f.reporting.level"	"no23f.reporting.method"	"no23f.reporting.units"	"no23f.analyte.method"	"no23f.analyte.name"	"no23f.unique.code"
"LE1.2"	2015-08-17	"B"	 0.04950	 0.04950	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-08-17	"S"	 0.00190	 0.00190	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-09-10	"B"	 0.08250	 0.08250	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-09-10	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-10-14	"B"	 0.02520	 0.02520	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-10-14	"S"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-02-07	"B"	 0.12000	 0.13000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-02-07	"S"	 0.18000	 0.19000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-03-07	"B"	 0.10000	 0.11000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-03-07	"S"	 0.17000	 0.18000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-03-20	"B"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-03-20	"S"	 0.09000	 0.10000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-04-08	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-04-08	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-04-18	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-04-18	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-05-06	"B"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-05-06	"S"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-05-16	"B"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-05-16	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-06-03	"B"	 0.08000	 0.09000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-06-03	"S"	 0.08000	 0.09000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-06-18	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-06-18	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-07-01	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-07-01	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-07-23	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-07-23	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-08-01	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-08-01	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-08-14	"B"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-08-14	"S"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-09-03	"B"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-09-03	"S"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-09-16	"B"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-09-16	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-10-01	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-10-01	"S"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1985-10-15	"B"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-10-15	"S"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1985-11-14	"B"	 0.13000	 0.13000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-11-14	"S"	 0.20000	 0.20000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-12-16	"B"	 0.27000	 0.27000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-12-16	"S"	 0.33000	 0.34000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1986-01-22	"B"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-01-22	"S"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-02-18	"B"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1986-02-18	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-03-11	"B"	 0.12000	 0.13000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1986-03-11	"S"	 0.13000	 0.14000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1986-03-25	"B"	 0.18000	 0.19000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1986-03-25	"S"	 0.26000	 0.27000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1986-04-09	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-04-09	"S"	 0.10000	 0.11000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1986-04-24	"B"	 0.08000	 0.09000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1986-04-24	"S"	 0.09000	 0.10000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1986-05-07	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-05-07	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-05-22	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-05-22	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-06-05	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-06-05	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-06-23	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-06-23	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-07-07	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-07-07	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-07-21	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-07-21	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-08-05	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-08-05	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-08-19	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-08-19	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-09-10	"B"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-09-10	"S"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-09-22	"B"	 0.00000	 0.04500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-09-22	"S"	 0.00000	 0.04500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-10-06	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-10-06	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1986-10-27	"B"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-10-27	"S"	 0.08000	 0.08000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-11-24	"B"	 0.08000	 0.08000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-11-24	"S"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-12-15	"B"	 0.07000	 0.08000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1986-12-15	"S"	 0.07000	 0.08000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-01-05	"B"	 0.12000	 0.13000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-01-05	"S"	 0.12000	 0.13000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-03-03	"B"	 0.11000	 0.12000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-03-03	"S"	 0.19000	 0.20000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-03-17	"B"	 0.12000	 0.13000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-03-17	"S"	 0.12000	 0.13000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-03-31	"B"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-03-31	"S"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-04-15	"B"	 0.09000	 0.10000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-04-15	"S"	 0.09000	 0.10000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-04-30	"B"	 0.13000	 0.14000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-04-30	"S"	 0.13000	 0.14000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-05-14	"B"	 0.10000	 0.11000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-05-14	"S"	 0.13000	 0.14000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-06-02	"B"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-06-02	"S"	 0.10000	 0.11000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-06-16	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-06-16	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-06-30	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-06-30	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-07-14	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-07-14	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-08-10	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-08-10	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-08-24	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-08-24	"S"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-09-08	"B"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-09-08	"S"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-09-23	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-09-23	"S"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-10-07	"B"	 0.00000	 0.03500	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-10-07	"S"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-10-26	"S"	 0.08000	 0.08000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-11-05	"B"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-11-05	"S"	 0.07000	 0.07000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-12-08	"B"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1987-12-08	"S"	 0.00000	 0.06000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-01-25	"B"	 0.14000	 0.15000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-01-25	"S"	 0.21000	 0.22000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-02-09	"B"	 0.18000	 0.18000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-02-09	"S"	 0.28000	 0.28000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-08	"B"	 0.23000	 0.24000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-03-08	"S"	 0.11000	 0.12000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-03-22	"B"	 0.12000	 0.12000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-22	"S"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-04-11	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-04-11	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-04-25	"B"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-04-25	"S"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-05-03	"B"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-05-03	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-05-17	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-05-17	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-06-01	"B"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-06-01	"S"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-06-30	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-06-30	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-07-19	"B"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-07-19	"S"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-08-02	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-08-02	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-08-16	"B"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-08-16	"S"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-09-13	"B"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-13	"S"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-28	"B"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-28	"S"	 0.07000	 0.07000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-12	"B"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-12	"S"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-27	"B"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-27	"S"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-11-15	"B"	 0.00000	 0.03000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1988-11-15	"S"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-12-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-12-14	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-01-18	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-01-18	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-02-07	"B"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-02-07	"S"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-03-29	"B"	 0.16000	 0.17000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-03-29	"S"	 0.18000	 0.19000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-04-12	"B"	 0.13000	 0.14000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-04-12	"S"	 0.12000	 0.13000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-04-20	"B"	 0.12000	 0.13000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-04-20	"S"	 0.12000	 0.13000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-05-04	"B"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-04	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-05-18	"B"	 0.21000	 0.21000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-18	"S"	 0.20000	 0.20000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-05	"B"	 0.13000	 0.13000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-05	"S"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-19	"B"	 0.04000	 0.05000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-06-19	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-07-05	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-07-05	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-07-18	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-07-18	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-08-02	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-08-02	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-08-17	"B"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-08-17	"S"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-09-05	"B"	 0.00000	 0.07000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-09-05	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-09-18	"B"	 0.00000	 0.08000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-09-18	"S"	 0.00000	 0.08000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-10-02	"B"	 0.13000	 0.13000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-02	"S"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-16	"B"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-10-16	"S"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1989-11-01	"B"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-11-01	"S"	 0.08000	 0.08000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-12-07	"B"	 0.08000	 0.08000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-12-07	"S"	 0.14000	 0.15000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-01-16	"B"	 0.13000	 0.13000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-01-16	"S"	 0.20000	 0.20000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-02-12	"B"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-02-12	"S"	 0.18000	 0.18000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-12	"B"	 0.13000	 0.14000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-03-12	"S"	 0.17000	 0.18000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-03-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-27	"S"	 0.04000	 0.05000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-04-09	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-04-09	"S"	 0.16000	 0.17000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-04-24	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-04-24	"S"	 0.08000	 0.09000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-05-08	"B"	 0.04000	 0.05000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-05-08	"S"	 0.07000	 0.08000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-05-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-05-24	"S"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-06-25	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-06-25	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-07-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-07-09	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-07-23	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-07-23	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-08-06	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-08-06	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-08-21	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-08-21	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-09-05	"B"	 0.00000	 0.14000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-09-05	"S"	 0.00000	 0.11000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-09-20	"B"	 0.00000	 0.19000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-09-20	"S"	 0.00000	 0.18000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-10-04	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-10-04	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1990-10-22	"B"	 0.07000	 0.07000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-10-22	"S"	 0.05000	 0.05000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-11-06	"B"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-11-06	"S"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-12-11	"B"	 0.07000	 0.07000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-12-11	"S"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-01-02	"B"	 0.19000	 0.20000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-01-02	"S"	 0.25000	 0.26000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-02-21	"B"	 0.19000	 0.19000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-02-21	"S"	 0.21000	 0.21000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-03-12	"B"	 0.15000	 0.16000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-03-12	"S"	 0.17000	 0.18000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-03-21	"B"	 0.09000	 0.10000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-03-21	"S"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-01	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-04-01	"S"	 0.04000	 0.05000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-04-22	"B"	 0.10000	 0.11000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-04-22	"S"	 0.06000	 0.07000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-04-30	"B"	 0.05000	 0.06000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-04-30	"S"	 0.04000	 0.05000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-05-14	"B"	 0.07000	 0.08000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-05-14	"S"	 0.04000	 0.05000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-06-11	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-06-11	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-06-25	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-06-25	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-07-11	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-07-11	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-07-25	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-07-25	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-08-08	"B"	 0.13000	 0.13000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-08-08	"S"	 0.13000	 0.13000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-08-22	"B"	 0.00000	 0.20000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-08-22	"S"	 0.00000	 0.12000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-09-10	"B"	 0.16000	 0.16000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-09-10	"S"	 0.16000	 0.16000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-09-24	"B"	 0.08000	 0.08000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-09-24	"S"	 0.08000	 0.08000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-10-08	"B"	 0.00000	 0.03000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-10-08	"S"	 0.00000	 0.03000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-10-23	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-10-23	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-11-07	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-11-07	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-12-09	"B"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1991-12-09	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1992-01-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-01-07	"S"	 0.00000	 0.03000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1992-02-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-02-04	"S"	 0.00000	 0.05000	"<"	""	NA	""	""	""	""	""
