"station"	"date"	"layer"	"tp..Data.values"	"tp..Data.value2"	"tp.remark.codes"	"tp.value.codes"	"tp.reporting.level"	"tp.reporting.method"	"tp.reporting.units"	"tp.analyte.method"	"tp.analyte.name"	"tp.unique.code"
"CB5.4"	1985-11-13	"S"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-12-09	"B"	0.06900	0.06900	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-12-09	"S"	0.02300	0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-01-16	"B"	0.07800	0.07800	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-01-16	"S"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-02-17	"B"	0.02200	0.02200	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-02-17	"S"	0.01200	0.01200	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-03-12	"B"	0.04200	0.04200	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-03-12	"S"	0.01300	0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-03-24	"B"	0.10200	0.10200	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-03-24	"S"	0.01400	0.01400	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-04-07	"B"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-04-07	"S"	0.00000	0.00900	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-04-21	"B"	0.03600	0.03600	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-04-21	"S"	0.01700	0.01700	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-05-13	"B"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-05-13	"S"	0.01200	0.01200	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-05-27	"B"	0.02900	0.02900	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-05-27	"S"	0.01900	0.01900	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-06-10	"B"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-06-10	"S"	0.01700	0.01700	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-06-23	"B"	0.02300	0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-06-23	"S"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-07-16	"B"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-07-16	"S"	0.03800	0.03800	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-07-28	"B"	0.06300	0.06300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-07-28	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-08-12	"B"	0.08300	0.08300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-08-12	"S"	0.03300	0.03300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-08-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-08-25	"S"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-09-09	"B"	0.05300	0.05300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-09-09	"S"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-09-22	"B"	0.05600	0.05600	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-09-22	"S"	0.01400	0.01400	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-10-07	"B"	0.04900	0.04900	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-10-07	"S"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-10-27	"B"	0.04700	0.04700	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-10-27	"S"	0.02300	0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-11-17	"B"	0.07300	0.07300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-11-17	"S"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-12-08	"B"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-12-08	"S"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-01-06	"B"	0.04900	0.04900	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-01-06	"S"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-02-26	"B"	0.04800	0.04800	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-02-26	"S"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-03-05	"B"	0.02600	0.02600	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-03-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-03-23	"B"	0.02900	0.02900	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-03-23	"S"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-04-06	"B"	0.05600	0.05600	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-04-06	"S"	0.01400	0.01400	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-04-22	"B"	0.03700	0.03700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-04-22	"S"	0.01900	0.01900	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-05-06	"B"	0.04700	0.04700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-05-06	"S"	0.01800	0.01800	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-05-18	"B"	0.03600	0.03600	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-05-18	"S"	0.02600	0.02600	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-06-02	"B"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-06-02	"S"	0.02300	0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-06-18	"B"	0.06200	0.06200	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-06-18	"S"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-07-07	"B"	0.04800	0.04800	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-07-07	"S"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-07-20	"B"	0.03400	0.03400	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-07-20	"S"	0.03600	0.03600	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-08-03	"B"	0.08600	0.08600	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-08-03	"S"	0.02900	0.02900	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-08-18	"B"	0.05800	0.05800	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-08-18	"S"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-09-02	"B"	0.05200	0.05200	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-09-02	"S"	0.02600	0.02600	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-09-14	"B"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-09-14	"S"	0.01900	0.01900	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-05	"B"	0.04500	0.04500	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-05	"S"	0.03700	0.03700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-19	"B"	0.04800	0.04800	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-19	"S"	0.02300	0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-11-16	"B"	0.02800	0.02800	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-11-16	"S"	0.01600	0.01600	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-12-14	"B"	0.02600	0.02600	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-12-14	"S"	0.01700	0.01700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-01-13	"B"	0.03100	0.03100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-01-13	"S"	0.01800	0.01800	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-02-22	"B"	0.02600	0.03500	"i"	""	NA	""	""	""	""	""
"CB5.4"	1988-02-22	"S"	0.01200	0.02100	"i"	""	NA	""	""	""	""	""
"CB5.4"	1988-03-22	"B"	0.00800	0.01900	"i"	""	NA	""	""	""	""	""
"CB5.4"	1988-03-22	"S"	0.00800	0.01900	"i"	""	NA	""	""	""	""	""
"CB5.4"	1988-04-11	"B"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-04-11	"S"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-04-25	"B"	0.02100	0.02100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-04-25	"S"	0.01600	0.01600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-05-11	"B"	0.03300	0.03300	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-05-11	"S"	0.01500	0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-05-23	"B"	0.06200	0.06200	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-05-23	"S"	0.01700	0.02300	"i"	""	NA	""	""	""	""	""
"CB5.4"	1988-06-07	"B"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-06-07	"S"	0.02600	0.02600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-06-20	"B"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-06-20	"S"	0.02200	0.02200	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-05	"B"	0.04700	0.04700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-05	"S"	0.04200	0.04200	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-18	"B"	0.03600	0.03600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-18	"S"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-08	"B"	0.03700	0.03700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-08	"S"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-23	"B"	0.03300	0.03300	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-23	"S"	0.02900	0.02900	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-09	"B"	0.02800	0.02800	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-09	"S"	0.05700	0.05700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-19	"B"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-19	"S"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-03	"B"	0.03600	0.03600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-03	"S"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-26	"B"	0.03100	0.03100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-26	"S"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-11-08	"B"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-11-08	"S"	0.01900	0.01900	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-12-05	"B"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-12-05	"S"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-01-17	"B"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-01-17	"S"	0.01900	0.01900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-02-15	"B"	0.01100	0.01700	"i"	""	NA	""	""	""	""	""
"CB5.4"	1989-02-15	"S"	0.01800	0.01800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-03-06	"B"	0.08200	0.08200	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-03-06	"S"	0.00700	0.01300	"i"	""	NA	""	""	""	""	""
"CB5.4"	1989-04-04	"B"	0.02600	0.02600	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-04-04	"S"	0.01800	0.01800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-04-18	"B"	0.00800	0.01400	"i"	""	NA	""	""	""	""	""
"CB5.4"	1989-04-18	"S"	0.00500	0.01100	"i"	""	NA	""	""	""	""	""
"CB5.4"	1989-05-02	"B"	0.01800	0.01800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-05-02	"S"	0.01600	0.01600	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-05-16	"B"	0.01500	0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-05-16	"S"	0.00900	0.01500	"i"	""	NA	""	""	""	""	""
"CB5.4"	1989-06-12	"B"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-06-12	"S"	0.02200	0.02200	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-06-26	"B"	0.01700	0.01700	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-06-26	"S"	0.02000	0.02500	"i"	""	NA	""	""	""	""	""
"CB5.4"	1989-07-10	"B"	0.03500	0.03500	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-07-10	"S"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-07-24	"B"	0.04700	0.04700	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-07-24	"S"	0.04900	0.04900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-08-16	"B"	0.06100	0.06100	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-08-16	"S"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-08-29	"B"	0.04700	0.04700	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-08-29	"S"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-11	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-11	"S"	0.03700	0.03700	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-26	"B"	0.04900	0.04900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-26	"S"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-10-10	"B"	0.02800	0.02800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-10-10	"S"	0.02300	0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-11-13	"B"	0.04300	0.04300	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-11-13	"S"	0.02300	0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-12-11	"B"	0.05700	0.06200	"i"	""	NA	""	""	""	""	""
"CB5.4"	1989-12-11	"S"	0.01800	0.02300	"i"	""	NA	""	""	""	""	""
"CB5.4"	1990-01-09	"B"	0.08900	0.08900	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-01-09	"S"	0.01400	0.01400	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-02-05	"B"	0.02300	0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-02-05	"S"	0.01300	0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-03-05	"B"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-03-05	"S"	0.01500	0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-04-09	"B"	0.02100	0.02100	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-04-09	"S"	0.00600	0.01100	"i"	""	NA	""	""	""	""	""
"CB5.4"	1990-04-16	"B"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-04-16	"S"	0.01200	0.01700	"i"	""	NA	""	""	""	""	""
"CB5.4"	1990-05-14	"B"	0.04200	0.04200	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-05-14	"S"	0.03400	0.03400	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-05-29	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-05-29	"S"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-06-12	"B"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-06-12	"S"	0.03100	0.03100	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-06-25	"B"	0.02200	0.02200	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-06-25	"S"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-07-16	"B"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-07-16	"S"	0.03500	0.03500	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-07-31	"B"	0.07600	0.07600	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-07-31	"S"	0.03800	0.03800	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-08-13	"B"	0.06300	0.06300	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-08-13	"S"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-08-27	"B"	0.26200	0.26200	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-08-27	"S"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-09-10	"B"	0.04000	0.04500	"i"	""	NA	""	""	""	""	""
"CB5.4"	1990-09-10	"S"	0.02800	0.02800	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-09-24	"B"	0.04300	0.04300	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-09-24	"S"	0.03100	0.03100	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-10-15	"B"	0.04300	0.04300	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-10-15	"S"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-11-15	"B"	0.01900	0.01900	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-11-15	"S"	0.01100	0.01100	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-12-10	"B"	0.02800	0.02800	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-12-10	"S"	0.01400	0.01400	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-01-15	"B"	0.01800	0.01800	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-01-15	"S"	0.02300	0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-02-11	"B"	0.01800	0.01800	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-02-11	"S"	0.01000	0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-03-12	"B"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-03-12	"S"	0.01400	0.01400	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-04-09	"B"	0.02900	0.02900	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-04-09	"S"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-04-22	"B"	0.05400	0.05400	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-04-22	"S"	0.00700	0.00900	"i"	""	NA	""	""	""	""	""
"CB5.4"	1991-05-06	"B"	0.04100	0.04100	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-05-06	"S"	0.01300	0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-05-21	"B"	0.02600	0.02600	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-05-21	"S"	0.02100	0.02100	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-06-05	"B"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-06-05	"S"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-06-17	"B"	0.04700	0.04700	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-06-17	"S"	0.04200	0.04200	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-07-09	"B"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-07-09	"S"	0.04200	0.04200	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-07-22	"B"	0.10600	0.10600	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-07-22	"S"	0.04400	0.04400	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-08-05	"B"	0.11900	0.11900	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-08-05	"S"	0.03700	0.03700	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-08-21	"B"	0.06800	0.06800	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-08-21	"S"	0.03700	0.03700	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-09-04	"B"	0.06200	0.06200	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-09-04	"S"	0.02200	0.02200	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-09-17	"B"	0.03500	0.03500	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-09-17	"S"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-10-15	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-10-15	"S"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-11-06	"B"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-11-06	"S"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-12-02	"B"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"CB5.4"	1991-12-02	"S"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-01-07	"B"	0.12100	0.12100	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-01-07	"S"	0.01700	0.01700	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-02-11	"B"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-02-11	"S"	0.01300	0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-03-17	"B"	0.02900	0.02900	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-03-17	"S"	0.01500	0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-04-14	"B"	0.02200	0.02200	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-04-14	"S"	0.01600	0.01600	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-04-28	"B"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-04-28	"S"	0.04600	0.04600	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-05-11	"B"	0.04400	0.04400	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-05-11	"S"	0.01900	0.01900	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-05-27	"B"	0.04200	0.04200	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-05-27	"S"	0.02600	0.02600	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-06-08	"B"	0.02180	0.02180	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-06-08	"S"	0.02630	0.02630	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-06-23	"B"	0.03330	0.03330	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-06-23	"S"	0.01570	0.01570	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-07-13	"B"	0.03980	0.03980	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-07-13	"S"	0.03320	0.03320	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-07-20	"B"	0.04470	0.04470	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-07-20	"S"	0.04140	0.04140	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-08-11	"B"	0.03380	0.03380	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-08-11	"S"	0.03450	0.03450	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-08-24	"B"	0.06220	0.06220	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-08-24	"S"	0.02740	0.02740	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-09-08	"B"	0.05720	0.05720	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-09-08	"S"	0.02670	0.02670	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-09-21	"B"	0.04580	0.04580	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-09-21	"S"	0.02450	0.02450	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-10-07	"B"	0.04790	0.04790	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-10-07	"S"	0.03230	0.03230	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-11-18	"B"	0.03520	0.03520	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-11-18	"S"	0.02630	0.02630	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-12-08	"B"	0.04850	0.04850	" "	""	NA	""	""	""	""	""
"CB5.4"	1992-12-08	"S"	0.02470	0.02470	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-01-05	"B"	0.02900	0.02900	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-01-05	"S"	0.02320	0.02320	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-02-09	"B"	0.04300	0.04300	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-02-09	"S"	0.03720	0.03720	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-03-10	"B"	0.03300	0.03300	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-03-10	"S"	0.01910	0.01910	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-04-13	"B"	0.02750	0.02750	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-04-13	"S"	0.02290	0.02290	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-04-26	"B"	0.03560	0.03560	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-04-26	"S"	0.01830	0.01830	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-05-10	"B"	0.02970	0.02970	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-05-10	"S"	0.01520	0.01520	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-05-24	"B"	0.02380	0.02380	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-05-24	"S"	0.01090	0.01290	"i"	""	NA	""	""	""	""	""
"CB5.4"	1993-06-14	"B"	0.02660	0.02660	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-06-14	"S"	0.02330	0.02330	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-06-29	"B"	0.04030	0.04030	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-06-29	"S"	0.03390	0.03390	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-07-12	"B"	0.07580	0.07580	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-07-12	"S"	0.01730	0.01730	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-07-27	"B"	0.02120	0.02120	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-07-27	"S"	0.03110	0.03110	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-08-09	"B"	0.07100	0.07100	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-08-09	"S"	0.03310	0.03310	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-08-23	"B"	0.05940	0.05940	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-08-23	"S"	0.03230	0.03230	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-09-14	"B"	0.07410	0.07410	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-09-14	"S"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-09-28	"B"	0.04020	0.04020	" "	""	NA	""	""	""	""	""
"CB5.4"	1993-09-28	"S"	0.01940	0.01940	" "	""	NA	""	""	""	""	""
