"station"	"date"	"layer"	"tp..Data.values"	"tp..Data.value2"	"tp.remark.codes"	"tp.value.codes"	"tp.reporting.level"	"tp.reporting.method"	"tp.reporting.units"	"tp.analyte.method"	"tp.analyte.name"	"tp.unique.code"
"LE1.2"	1986-07-21	"S"	0.05800	0.05800	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-08-04	"B"	0.10100	0.10100	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-08-04	"S"	0.09100	0.09100	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-08-18	"B"	0.07300	0.07300	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-08-18	"S"	0.09500	0.09500	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-02	"B"	0.06400	0.06400	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-02	"S"	0.10100	0.10100	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-15	"B"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-15	"S"	0.08700	0.08700	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-22	"S"	0.06400	0.06400	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-10-01	"B"	0.05100	0.05100	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-10-01	"S"	0.07800	0.07800	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-10-06	"B"	0.07800	0.07800	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-10-06	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-10-22	"B"	0.05600	0.05600	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-10-22	"S"	0.07900	0.07900	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-11-05	"B"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-11-05	"S"	0.08900	0.08900	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-12-03	"B"	0.05500	0.05500	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-12-03	"S"	0.14400	0.14400	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-01-19	"B"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-01-19	"S"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-02-02	"B"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-02-02	"S"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-03-16	"B"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-03-16	"S"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-03-30	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-03-30	"S"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-04-13	"B"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-04-13	"S"	0.05500	0.05500	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-04-27	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-04-27	"S"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-05-11	"B"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-05-11	"S"	0.05500	0.05500	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-05-26	"B"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-05-26	"S"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-06-08	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-06-08	"S"	0.12000	0.12000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-06-22	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-06-22	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-07-13	"B"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-07-13	"S"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-07-27	"B"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-07-27	"S"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-08-10	"B"	0.18000	0.18000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-08-10	"S"	0.21000	0.21000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-08-24	"B"	0.11000	0.11000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-08-24	"S"	0.11000	0.11000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-09-08	"B"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-09-08	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-09-21	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-09-21	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-10-13	"B"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-10-13	"S"	0.07500	0.07500	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-10-26	"B"	0.01000	0.01000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-10-26	"S"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-11-09	"B"	0.13000	0.13000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-11-09	"S"	0.13000	0.13000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-12-09	"B"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-12-09	"S"	0.05500	0.05500	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-01-06	"B"	0.03500	0.03500	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-01-06	"S"	0.04250	0.04250	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-02-08	"B"	0.05400	0.05400	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-02-08	"S"	0.04900	0.04900	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-03-07	"B"	0.05300	0.05300	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-03-07	"S"	0.05350	0.05350	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-03-21	"B"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-03-21	"S"	0.03250	0.03250	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-04-04	"B"	0.07300	0.07300	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-04-04	"S"	0.04700	0.04700	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-04-18	"B"	0.04800	0.04800	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-04-18	"S"	0.14500	0.14500	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-05-02	"B"	0.03100	0.03100	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-05-02	"S"	0.03300	0.03300	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-05-16	"B"	0.04500	0.04500	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-05-16	"S"	0.04800	0.04800	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-06-13	"B"	0.04900	0.04900	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-06-13	"S"	0.04050	0.04050	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-06-27	"B"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-06-27	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-07-11	"B"	0.03400	0.03400	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-07-11	"S"	0.01100	0.01100	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-07-25	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-07-25	"S"	0.08400	0.08400	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-08-16	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-08-16	"S"	0.12000	0.12000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-08-29	"B"	0.06600	0.06600	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-08-29	"S"	0.09200	0.09200	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-09-13	"B"	0.07400	0.07400	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-09-13	"S"	0.03800	0.03800	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-09-26	"B"	0.05200	0.05200	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-09-26	"S"	0.04600	0.04600	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-10-10	"B"	0.07600	0.07600	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-10-10	"S"	0.07600	0.07600	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-10-24	"B"	0.04800	0.04800	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-10-24	"S"	0.05550	0.05550	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-11-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-11-28	"S"	0.04800	0.04800	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-12-12	"B"	0.03200	0.03200	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-12-12	"S"	0.04400	0.04400	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-01-09	"B"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-01-09	"S"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-02-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-02-07	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-03-13	"B"	0.00000	0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1989-03-13	"S"	0.00500	0.01000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1989-03-27	"B"	0.00000	0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1989-03-27	"S"	0.00500	0.01000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1989-04-10	"B"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-04-10	"S"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-04-24	"B"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-04-24	"S"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-08	"B"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-08	"S"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-22	"B"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-22	"S"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-05	"B"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-05	"S"	0.04500	0.04500	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-19	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-19	"S"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-05	"B"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-05	"S"	0.13000	0.13000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-19	"B"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-19	"S"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-08-07	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-08-07	"S"	0.20000	0.20000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-08-21	"B"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-08-21	"S"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-09-05	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-09-05	"S"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-16	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-16	"S"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-31	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-31	"S"	0.04500	0.04500	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-11-27	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-11-27	"S"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-12-18	"B"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-12-18	"S"	0.02500	0.02500	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-01-16	"B"	0.05200	0.05200	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-01-16	"S"	0.03700	0.03700	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-02-13	"B"	0.00000	0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1990-02-13	"S"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-12	"B"	0.04400	0.04400	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-12	"S"	0.04300	0.04300	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-27	"B"	0.04700	0.04700	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-27	"S"	0.05250	0.05250	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-09	"B"	0.04800	0.04800	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-09	"S"	0.05300	0.05300	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-23	"B"	0.05600	0.05600	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-05-09	"B"	0.01100	0.01100	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-05-09	"S"	0.01300	0.01300	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-05-23	"B"	0.03400	0.03400	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-05-23	"S"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-06-06	"B"	0.00000	0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1990-06-06	"S"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-06-20	"B"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-06-20	"S"	0.04250	0.04250	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-07-12	"B"	0.04010	0.04010	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-07-12	"S"	0.04490	0.04490	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-07-24	"B"	0.05600	0.05600	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-07-24	"S"	0.07230	0.07230	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-08-08	"B"	0.05120	0.05120	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-08-08	"S"	0.08450	0.08450	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-08-21	"B"	0.04810	0.04810	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-08-21	"S"	0.05670	0.05670	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-09-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-09-04	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-09-19	"B"	0.06220	0.06220	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-09-19	"S"	0.07690	0.07690	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-10-09	"B"	0.05170	0.05170	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-10-09	"S"	0.05510	0.05510	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-10-22	"B"	0.04190	0.04190	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-10-22	"S"	0.04740	0.04740	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-11-19	"B"	0.03490	0.03490	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-11-19	"S"	0.03310	0.03310	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-12-18	"B"	0.02590	0.02590	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-12-18	"S"	0.02100	0.02100	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-01-17	"B"	0.02000	0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-01-17	"S"	0.02920	0.02920	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-02-18	"B"	0.02750	0.02750	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-02-18	"S"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-04	"B"	0.03160	0.03160	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-04	"S"	0.02600	0.02600	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-18	"B"	0.03580	0.03580	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-18	"S"	0.03100	0.03100	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-15	"B"	0.03190	0.03190	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-15	"S"	0.02850	0.02850	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-29	"B"	0.02970	0.02970	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-29	"S"	0.02340	0.02340	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-13	"B"	0.02020	0.02020	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-13	"S"	0.02710	0.02710	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-28	"B"	0.01760	0.01760	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-28	"S"	0.02380	0.02380	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-10	"B"	0.01880	0.01880	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-10	"S"	0.02780	0.02780	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-24	"B"	0.03540	0.03540	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-24	"S"	0.03120	0.03120	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-15	"B"	0.03960	0.03960	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-15	"S"	0.04640	0.04640	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-29	"B"	0.05450	0.05450	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-29	"S"	0.04310	0.04310	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-12	"B"	0.05770	0.05770	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-12	"S"	0.08160	0.08160	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-26	"B"	0.07400	0.07400	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-26	"S"	0.07170	0.07170	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-09	"B"	0.07090	0.07090	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-09	"S"	0.07700	0.07700	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-23	"B"	0.06560	0.06560	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-23	"S"	0.07200	0.07200	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-09	"B"	0.05080	0.05080	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-09	"S"	0.06090	0.06090	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-23	"B"	0.03660	0.03660	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-23	"S"	0.04070	0.04070	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-11-12	"B"	0.03590	0.03590	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-11-12	"S"	0.03170	0.03170	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-12-09	"B"	0.04860	0.04860	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-12-09	"S"	0.02680	0.02680	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-01-22	"B"	0.02110	0.02110	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-01-22	"S"	0.02770	0.02770	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-02-20	"B"	0.02710	0.02710	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-02-20	"S"	0.02570	0.02570	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-09	"B"	0.02020	0.02020	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-09	"S"	0.01730	0.01730	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-23	"B"	0.02460	0.02460	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-23	"S"	0.02630	0.02630	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-06	"B"	0.02570	0.02570	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-06	"S"	0.02660	0.02660	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-20	"B"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-20	"S"	0.02620	0.02620	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-04	"B"	0.01930	0.01930	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-04	"S"	0.02750	0.02750	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-18	"B"	0.02070	0.02070	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-18	"S"	0.02360	0.02360	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-15	"B"	0.03110	0.03110	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-15	"S"	0.04020	0.04020	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-30	"B"	0.03300	0.03300	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-30	"S"	0.03410	0.03410	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-15	"B"	0.04470	0.04470	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-15	"S"	0.04750	0.04750	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-30	"B"	0.05250	0.05250	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-30	"S"	0.05270	0.05270	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-17	"B"	0.06030	0.06030	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-17	"S"	0.06430	0.06430	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-31	"B"	0.04720	0.04720	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-31	"S"	0.05590	0.05590	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-15	"B"	0.04490	0.04490	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-15	"S"	0.05710	0.05710	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-30	"B"	0.04880	0.04880	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-30	"S"	0.05400	0.05400	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-14	"B"	0.03490	0.03490	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-14	"S"	0.04080	0.04080	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-29	"B"	0.03380	0.03380	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-29	"S"	0.03840	0.03840	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-11-16	"B"	0.02670	0.02670	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-11-16	"S"	0.02720	0.02720	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-12-14	"B"	0.02590	0.02590	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-12-14	"S"	0.02480	0.02480	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-01-11	"B"	0.02230	0.02230	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-01-11	"S"	0.02200	0.02200	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-02-22	"B"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-02-22	"S"	0.03120	0.03120	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-08	"B"	0.03380	0.03380	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-08	"S"	0.03350	0.03350	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-22	"B"	0.03160	0.03160	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-22	"S"	0.03390	0.03390	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-05	"B"	0.03310	0.03310	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-05	"S"	0.05890	0.05890	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-19	"B"	0.03930	0.03930	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-19	"S"	0.02740	0.02740	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-05	"B"	0.02750	0.02750	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-05	"S"	0.02910	0.02910	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-19	"B"	0.01950	0.01950	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-19	"S"	0.03210	0.03210	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-02	"B"	0.03340	0.03340	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-02	"S"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-17	"B"	0.04480	0.04480	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-17	"S"	0.04170	0.04170	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-06	"B"	0.03160	0.03160	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-06	"S"	0.05190	0.05190	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-19	"B"	0.13630	0.13630	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-19	"S"	0.07110	0.07110	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-02	"B"	0.06640	0.06640	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-02	"S"	0.19040	0.19040	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-19	"B"	0.05770	0.05770	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-19	"S"	0.11070	0.11070	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-02	"B"	0.05890	0.05890	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-02	"S"	0.14990	0.14990	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-20	"B"	0.06750	0.06750	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-20	"S"	0.07730	0.07730	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-05	"B"	0.04750	0.04750	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-05	"S"	0.05860	0.05860	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-19	"B"	0.04400	0.04400	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-19	"S"	0.05570	0.05570	" "	""	NA	""	""	""	""	""
