"station"	"date"	"layer"	"pn..Data.values"	"pn..Data.value2"	"pn.remark.codes"	"pn.value.codes"	"pn.reporting.level"	"pn.reporting.method"	"pn.reporting.units"	"pn.analyte.method"	"pn.analyte.name"	"pn.unique.code"
"CB5.1"	1991-09-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-16	"S"	 0.11300	 0.11300	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-23	"B"	 0.13500	 0.13500	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-09-23	"S"	 0.13800	 0.13800	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-01	"B"	 0.09860	 0.09860	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-01	"S"	 0.14200	 0.14200	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-09	"B"	 0.08770	 0.08770	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-09	"S"	 0.10800	 0.10800	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-15	"B"	 0.10600	 0.10600	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-15	"S"	 0.09950	 0.09950	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-23	"B"	 0.11100	 0.11100	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-10-23	"S"	 0.11200	 0.11200	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-06	"B"	 0.16600	 0.16600	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-06	"S"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-12	"B"	 0.12600	 0.12600	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-12	"S"	 0.10700	 0.10700	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-02	"B"	 0.13400	 0.13400	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-02	"S"	 0.08750	 0.08750	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-09	"B"	 0.05800	 0.05800	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-09	"S"	 0.05260	 0.05260	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-06	"B"	 0.21300	 0.21300	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-06	"S"	 0.07990	 0.07990	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-22	"B"	 0.13200	 0.13200	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-22	"S"	 0.15000	 0.15000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-10	"B"	 0.16400	 0.16400	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-10	"S"	 0.14300	 0.14300	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-20	"B"	 0.20500	 0.20500	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-20	"S"	 0.10100	 0.10100	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-10	"B"	 0.09990	 0.09990	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-10	"S"	 0.07830	 0.07830	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-30	"B"	 0.17800	 0.17800	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-30	"S"	 0.11100	 0.11100	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-14	"B"	 0.15000	 0.15000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-14	"S"	 0.12000	 0.12000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-27	"B"	 0.12000	 0.12000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-27	"S"	 0.11800	 0.11800	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-11	"B"	 0.21600	 0.21600	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-11	"S"	 0.12300	 0.12300	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-26	"B"	 0.10800	 0.10800	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-26	"S"	 0.12200	 0.12200	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-08	"B"	 0.07090	 0.07090	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-08	"S"	 0.15200	 0.15200	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-22	"B"	 0.09340	 0.09340	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-22	"S"	 0.15200	 0.15200	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-06	"B"	 0.06260	 0.06260	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-06	"S"	 0.25900	 0.25900	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-20	"B"	 0.03880	 0.03880	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-20	"S"	 0.27200	 0.27200	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-11	"B"	 0.05710	 0.05710	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-11	"S"	 0.19500	 0.19500	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-24	"B"	 0.05260	 0.05260	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-24	"S"	 0.20300	 0.20300	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-08	"B"	 0.05430	 0.05430	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-08	"S"	 0.21000	 0.21000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-22	"B"	 0.06930	 0.06930	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-22	"S"	 0.16100	 0.16100	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-06	"B"	 0.09860	 0.09860	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-06	"S"	 0.12300	 0.12300	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-20	"B"	 0.33000	 0.33000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-20	"S"	 0.09510	 0.09510	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-11-17	"B"	 0.06210	 0.06210	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-11-17	"S"	 0.09830	 0.09830	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-12-07	"B"	 0.06750	 0.06750	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-12-07	"S"	 0.09580	 0.09580	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-01-04	"B"	 0.19600	 0.19600	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-01-04	"S"	 0.17200	 0.17200	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-02-08	"B"	 0.55200	 0.55200	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-02-08	"S"	 0.19200	 0.19200	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-09	"B"	 0.24100	 0.24100	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-09	"S"	 0.16500	 0.16500	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-29	"B"	 0.28500	 0.28500	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-29	"S"	 0.10700	 0.10700	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-12	"S"	 0.23000	 0.23000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-26	"B"	 0.53800	 0.53800	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-26	"S"	 0.24200	 0.24200	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-10	"B"	 0.48200	 0.48200	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-10	"S"	 0.22900	 0.22900	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-24	"B"	 0.17900	 0.17900	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-24	"S"	 0.22300	 0.22300	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-14	"B"	 0.07330	 0.07330	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-14	"S"	 0.22600	 0.22600	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-28	"B"	 0.08290	 0.08290	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-28	"S"	 0.38500	 0.38500	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-12	"B"	 0.06360	 0.06360	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-12	"S"	 0.25800	 0.25800	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-26	"B"	 0.05260	 0.05260	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-26	"S"	 0.30900	 0.30900	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-09	"B"	 0.06380	 0.06380	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-09	"S"	 0.23800	 0.23800	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-23	"B"	 0.05640	 0.05640	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-23	"S"	 0.25200	 0.25200	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-13	"B"	 0.06580	 0.06580	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-13	"S"	 0.22800	 0.22800	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-28	"B"	 0.07080	 0.07080	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-28	"S"	 0.20800	 0.20800	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-12	"B"	 0.20800	 0.20800	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-12	"S"	 0.13600	 0.13600	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-25	"B"	 0.08940	 0.08940	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-25	"S"	 0.12700	 0.12700	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-11-15	"B"	 0.16100	 0.16100	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-11-15	"S"	 0.10100	 0.10100	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-12-06	"B"	 0.21600	 0.21600	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-12-06	"S"	 0.12300	 0.12300	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-01-03	"B"	 0.13000	 0.13000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-01-03	"S"	 0.14100	 0.14100	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-02-07	"B"	 0.26900	 0.26900	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-02-07	"S"	 0.08700	 0.08700	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-07	"B"	 0.31400	 0.31400	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-07	"S"	 0.11500	 0.11500	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-21	"B"	 0.36000	 0.36000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-21	"S"	 0.16200	 0.16200	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-04	"B"	 0.68200	 0.68200	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-04	"S"	 0.17400	 0.17400	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-18	"B"	 0.53800	 0.53800	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-18	"S"	 0.16400	 0.16400	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-02	"B"	 0.26700	 0.26700	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-02	"S"	 0.22600	 0.22600	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-25	"B"	 0.26300	 0.26300	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-25	"S"	 0.26300	 0.26300	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-13	"B"	 0.18900	 0.18900	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-13	"S"	 0.19900	 0.19900	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-27	"B"	 0.09190	 0.09190	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-27	"S"	 0.36000	 0.36000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-11	"B"	 0.10800	 0.10800	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-11	"S"	 0.30100	 0.30100	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-25	"B"	 0.13600	 0.13600	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-25	"S"	 0.25400	 0.25400	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-15	"B"	 0.09080	 0.09080	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-15	"S"	 0.23800	 0.23800	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-29	"B"	 0.06780	 0.06780	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-29	"S"	 0.26500	 0.26500	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-12	"B"	 0.06050	 0.06050	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-12	"S"	 0.20900	 0.20900	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-26	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-26	"S"	 0.29600	 0.29600	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-11	"B"	 0.06640	 0.06640	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-11	"S"	 0.18900	 0.18900	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-24	"B"	 0.09210	 0.09210	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-24	"S"	 0.15000	 0.15000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-11-14	"B"	 0.09610	 0.09610	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-11-14	"S"	 0.15800	 0.15800	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-12-12	"B"	 0.13300	 0.13300	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-12-12	"S"	 0.11800	 0.11800	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-01-09	"B"	 0.08400	 0.08400	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-01-09	"S"	 0.12800	 0.12800	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-02-13	"B"	 0.67400	 0.67400	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-02-13	"S"	 0.16500	 0.16500	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-06	"B"	 0.52800	 0.52800	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-06	"S"	 0.12600	 0.12600	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-20	"B"	 0.43100	 0.43100	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-20	"S"	 0.11400	 0.11400	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-10	"B"	 0.18700	 0.18700	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-10	"S"	 0.21500	 0.21500	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-24	"B"	 0.13700	 0.13700	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-24	"S"	 0.13200	 0.13200	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-08	"B"	 0.08680	 0.08680	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-08	"S"	 0.10200	 0.10200	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-22	"B"	 0.07660	 0.07660	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-22	"S"	 0.15800	 0.15800	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-05	"B"	 0.04170	 0.04170	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-05	"S"	 0.19400	 0.19400	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-19	"B"	 0.07140	 0.07140	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-19	"S"	 0.29100	 0.29100	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-10	"B"	 0.07590	 0.07590	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-10	"S"	 0.28500	 0.28500	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-24	"B"	 0.07880	 0.07880	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-24	"S"	 0.46900	 0.46900	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-07	"B"	 0.08020	 0.08020	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-07	"S"	 0.17000	 0.17000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-21	"B"	 0.05220	 0.05220	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-21	"S"	 0.19800	 0.19800	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-05	"B"	 0.04040	 0.04040	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-05	"S"	 0.20100	 0.20100	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-18	"B"	 0.08190	 0.08190	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-18	"S"	 0.19300	 0.19300	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-02	"B"	 0.05380	 0.05380	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-02	"S"	 0.18100	 0.18100	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-16	"B"	 0.09140	 0.09140	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-16	"S"	 0.21100	 0.21100	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-11-13	"B"	 0.10100	 0.10100	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-11-13	"S"	 0.09860	 0.09860	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-12-13	"B"	 0.13300	 0.13300	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-12-13	"S"	 0.17300	 0.17300	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-01-30	"B"	 0.49800	 0.49800	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-01-30	"S"	 0.18400	 0.18400	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-02-14	"B"	 0.40500	 0.40500	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-02-14	"S"	 0.20800	 0.20800	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-03-11	"B"	 1.68000	 1.68000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-03-11	"S"	 0.17700	 0.17700	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-08	"B"	 0.26000	 0.26000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-08	"S"	 0.12100	 0.12100	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-22	"B"	 0.18000	 0.18000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-22	"S"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-13	"B"	 0.69000	 0.69000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-13	"S"	 0.23600	 0.23600	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-28	"B"	 0.19400	 0.19400	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-28	"S"	 0.17900	 0.17900	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-06-10	"B"	 0.08550	 0.08550	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-06-10	"S"	 0.26500	 0.26500	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-08	"B"	 0.10500	 0.10500	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-08	"S"	 0.37200	 0.37200	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-22	"B"	 0.08740	 0.08740	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-22	"S"	 0.40300	 0.40300	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-05	"B"	 0.07010	 0.07010	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-05	"S"	 0.27300	 0.27300	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-26	"B"	 0.08580	 0.08580	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-26	"S"	 0.26000	 0.26000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-09-09	"B"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-09-09	"S"	 0.32800	 0.32800	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-10-07	"B"	 0.15600	 0.15600	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-10-07	"S"	 0.16500	 0.16500	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-11-18	"B"	 0.13800	 0.13800	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-11-18	"S"	 0.25000	 0.25000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-12-09	"B"	 0.24000	 0.24000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-12-09	"S"	 0.20600	 0.20600	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-01-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-01-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-02-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-02-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-03-04	"B"	 0.27600	 0.27600	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-03-04	"S"	 0.13300	 0.13300	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-02	"B"	 0.36000	 0.36000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-02	"S"	 0.20600	 0.20600	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-14	"B"	 0.25600	 0.25600	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-14	"S"	 0.22700	 0.22700	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-12	"B"	 0.94700	 0.94700	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-12	"S"	 0.14800	 0.14800	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-28	"B"	 0.16200	 0.16200	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-28	"S"	 0.19200	 0.19200	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-06-09	"B"	 0.12800	 0.12800	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-06-09	"S"	 0.15600	 0.15600	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-14	"B"	 0.07990	 0.07990	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-14	"S"	 0.21800	 0.21800	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-28	"B"	 0.08190	 0.08190	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-28	"S"	 0.27800	 0.27800	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-11	"B"	 0.06660	 0.06660	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-11	"S"	 0.21400	 0.21400	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-25	"B"	 0.06190	 0.06190	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-25	"S"	 0.22000	 0.22000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-09-08	"B"	 0.07280	 0.07280	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-09-08	"S"	 0.17100	 0.17100	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-10-14	"B"	 0.08420	 0.08420	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-10-14	"S"	 0.17600	 0.17600	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-11-17	"B"	 0.13500	 0.13500	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-11-17	"S"	 0.17000	 0.17000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-12-08	"B"	 0.14900	 0.14900	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-12-08	"S"	 0.10700	 0.10700	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-01-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-01-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-02-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-02-11	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-03-23	"B"	 0.44400	 0.44400	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-03-23	"S"	 0.16600	 0.16600	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-06	"B"	 0.34400	 0.34400	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-06	"S"	 0.28200	 0.28200	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-21	"B"	 0.30900	 0.30900	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-21	"S"	 0.16100	 0.16100	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-04	"B"	 0.17400	 0.17400	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-04	"S"	 0.23400	 0.23400	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-18	"B"	 0.12900	 0.12900	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-18	"S"	 0.21800	 0.21800	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-06-01	"B"	 0.06530	 0.06530	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-06-01	"S"	 0.27300	 0.27300	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-06	"B"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-06	"S"	 0.37400	 0.37400	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-20	"B"	 0.07100	 0.07100	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-20	"S"	 0.16700	 0.16700	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-03	"B"	 0.05060	 0.05060	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-03	"S"	 0.26300	 0.26300	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-17	"B"	 0.06240	 0.06240	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-17	"S"	 0.26600	 0.26600	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-09-01	"B"	 0.06210	 0.06210	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-09-01	"S"	 0.25900	 0.25900	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-10-13	"B"	 0.12100	 0.12100	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-10-13	"S"	 0.13800	 0.13800	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-11-16	"B"	 0.09190	 0.09190	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-11-16	"S"	 0.16600	 0.16600	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-12-15	"B"	 0.15500	 0.15500	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-12-15	"S"	 0.12200	 0.12200	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-01-11	"B"	 0.19200	 0.19200	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-01-11	"S"	 0.10600	 0.10600	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-02-08	"B"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-02-08	"S"	 0.12800	 0.12800	" "	""	NA	""	""	""	""	""
