"station"	"date"	"layer"	"po4f..Data.values"	"po4f..Data.value2"	"po4f.remark.codes"	"po4f.value.codes"	"po4f.reporting.level"	"po4f.reporting.method"	"po4f.reporting.units"	"po4f.analyte.method"	"po4f.analyte.name"	"po4f.unique.code"
"CB5.1"	2013-01-15	"S"	 0.003300	 0.003300	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-02-11	"B"	 0.002400	 0.002400	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-02-11	"S"	 0.002300	 0.002300	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-03-19	"B"	 0.002000	 0.002000	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-03-19	"S"	 0.002100	 0.002100	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-04-15	"B"	 0.002900	 0.002900	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-04-15	"S"	 0.002400	 0.002400	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-05-13	"B"	 0.003800	 0.003800	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-05-13	"S"	 0.002400	 0.002400	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-06-03	"B"	 0.018000	 0.018000	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-06-03	"S"	 0.004800	 0.004800	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-06-24	"B"	 0.022300	 0.022300	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-06-24	"S"	 0.003000	 0.003000	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-07-15	"B"	 0.087200	 0.087200	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-07-15	"S"	 0.002800	 0.002800	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-08-12	"B"	 0.071500	 0.071500	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-08-12	"S"	 0.005100	 0.005100	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-09-16	"B"	 0.042900	 0.042900	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-09-16	"S"	 0.011200	 0.011200	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-10-14	"B"	 0.015500	 0.015500	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-10-14	"S"	 0.009000	 0.009000	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-11-20	"B"	 0.007600	 0.007600	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-11-20	"S"	 0.002300	 0.002300	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-12-09	"B"	 0.003400	 0.003400	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-12-09	"S"	 0.002300	 0.002300	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-02-18	"B"	 0.002500	 0.002500	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-02-18	"S"	 0.001700	 0.001700	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-03-19	"B"	 0.002100	 0.002100	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-03-19	"S"	 0.002200	 0.002200	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-04-28	"B"	 0.003600	 0.003600	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-04-28	"S"	 0.002600	 0.002600	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-05-12	"B"	 0.005500	 0.005500	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-05-12	"S"	 0.003400	 0.003400	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-06-02	"B"	 0.011300	 0.011300	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-06-02	"S"	 0.002800	 0.002800	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-07-07	"B"	 0.068100	 0.068100	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-07-07	"S"	 0.003600	 0.003600	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-07-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-08-04	"B"	 0.028600	 0.028600	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-08-04	"S"	 0.002500	 0.002500	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-08-25	"B"	 0.052800	 0.052800	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-08-25	"S"	 0.003300	 0.003300	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-09-15	"B"	 0.029000	 0.029000	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-09-15	"S"	 0.006100	 0.006100	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-10-20	"B"	 0.019800	 0.019800	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-10-20	"S"	 0.002500	 0.002500	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-11-17	"B"	 0.006200	 0.006200	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-11-17	"S"	 0.002600	 0.002600	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-12-15	"B"	 0.003600	 0.003600	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-12-15	"S"	 0.002900	 0.002900	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-01-12	"B"	 0.001800	 0.001800	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-01-12	"S"	 0.002500	 0.002500	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-02-11	"B"	 0.002300	 0.002300	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-02-11	"S"	 0.002000	 0.002000	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-03-16	"B"	 0.004000	 0.004000	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-03-16	"S"	 0.001800	 0.001800	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-04-06	"B"	 0.002600	 0.002600	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-04-06	"S"	 0.001600	 0.001600	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-05-05	"B"	 0.004400	 0.004400	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-05-05	"S"	 0.002100	 0.002100	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-06-01	"B"	 0.008600	 0.008600	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-06-01	"S"	 0.002500	 0.002500	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-06-22	"B"	 0.016000	 0.016000	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-06-22	"S"	 0.002200	 0.002200	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-07-06	"B"	 0.051100	 0.051100	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-07-06	"S"	 0.003200	 0.003200	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-08-03	"B"	 0.048400	 0.048400	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-08-03	"S"	 0.002400	 0.002400	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-08-24	"B"	 0.035600	 0.035600	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-08-24	"S"	 0.015700	 0.015700	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-09-14	"B"	 0.031200	 0.031200	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-09-14	"S"	 0.017900	 0.017900	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-10-08	"B"	 0.019700	 0.019700	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-10-08	"S"	 0.009600	 0.009600	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-10-19	"B"	 0.023200	 0.023200	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-10-19	"S"	 0.007300	 0.007300	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-11-16	"B"	 0.026300	 0.026300	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-11-16	"S"	 0.003700	 0.003700	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-01-14	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-01-14	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-02-11	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-02-11	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-03-04	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-03-04	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-03-19	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-03-19	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-04-11	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-04-11	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-04-22	"B"	 0.000000	 0.009000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-04-22	"S"	 0.000000	 0.009000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-05-06	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-05-06	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-05-20	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-05-20	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-06-03	"B"	 0.010000	 0.010000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-06-03	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-06-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-06-17	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-07-08	"B"	 0.024000	 0.024000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-07-08	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-07-22	"B"	 0.030000	 0.030000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-07-22	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-08-06	"B"	 0.018000	 0.018000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-08-06	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-08-19	"B"	 0.033000	 0.033000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-08-19	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-09-09	"B"	 0.036000	 0.036000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-09-09	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-09-30	"B"	 0.020000	 0.020000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-09-30	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-10-07	"B"	 0.021000	 0.021000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-10-07	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-10-23	"B"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-10-23	"S"	 0.011000	 0.011000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-11-13	"B"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-11-13	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-12-09	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-12-09	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-01-16	"B"	 0.000000	 0.009000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-01-16	"S"	 0.000000	 0.009000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-02-17	"B"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-02-17	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-03-12	"B"	 0.000000	 0.013000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-03-12	"S"	 0.000000	 0.013000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-03-24	"B"	 0.031000	 0.031000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-03-24	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-04-07	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-04-07	"S"	 0.000000	 0.009000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-04-21	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-04-21	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-05-13	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-05-13	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-05-27	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-05-27	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-06-10	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-06-10	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-06-23	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-06-23	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-07-16	"B"	 0.017000	 0.017000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-07-16	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-07-28	"B"	 0.047000	 0.047000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-07-28	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-08-12	"B"	 0.070000	 0.070000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-08-12	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-08-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-08-25	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-09-09	"B"	 0.019000	 0.019000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-09-09	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-09-22	"B"	 0.014000	 0.014000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-09-22	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-10-07	"B"	 0.020000	 0.020000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-10-07	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-10-27	"B"	 0.021000	 0.021000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-10-27	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-11-17	"B"	 0.014000	 0.014000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-11-17	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-12-08	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-12-08	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-01-06	"B"	 0.000000	 0.012000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-01-06	"S"	 0.000000	 0.012000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-02-26	"B"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-02-26	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-03-05	"B"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-03-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-03-23	"B"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-03-23	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-04-06	"B"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-04-06	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-04-22	"B"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-04-22	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-05-06	"B"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-05-06	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-05-18	"B"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-05-18	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-06-02	"B"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-06-02	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-06-18	"B"	 0.032000	 0.032000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-06-18	"S"	 0.000000	 0.010000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-07-07	"B"	 0.035000	 0.035000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-07-07	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-07-20	"B"	 0.019000	 0.019000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-07-20	"S"	 0.000000	 0.011000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-08-03	"B"	 0.068000	 0.068000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-08-03	"S"	 0.000000	 0.002000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-08-18	"B"	 0.013000	 0.013000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-08-18	"S"	 0.000000	 0.002000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-09-02	"B"	 0.014000	 0.014000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-09-02	"S"	 0.000000	 0.004000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-09-14	"B"	 0.019000	 0.019000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-09-14	"S"	 0.005000	 0.005000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-05	"B"	 0.011000	 0.011000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-05	"S"	 0.010000	 0.010000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-19	"B"	 0.013000	 0.013000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-19	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-11-16	"B"	 0.011000	 0.011000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-11-16	"S"	 0.004000	 0.004000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-12-14	"B"	 0.007000	 0.007000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-12-14	"S"	 0.002000	 0.002000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-01-13	"B"	 0.000000	 0.001000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-01-13	"S"	 0.000000	 0.001000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-02-22	"B"	 0.000000	 0.001000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-02-22	"S"	 0.000000	 0.001000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-03-22	"B"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-03-22	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-04-11	"B"	 0.000000	 0.002000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-04-11	"S"	 0.000000	 0.002000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-04-25	"B"	 0.000000	 0.002000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-04-25	"S"	 0.000000	 0.002000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-05-11	"B"	 0.000000	 0.000500	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-05-11	"S"	 0.000000	 0.000500	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-05-23	"B"	 0.006600	 0.006600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-05-23	"S"	 0.000000	 0.000500	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-06-07	"B"	 0.002500	 0.002500	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-06-07	"S"	 0.001400	 0.001400	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-06-20	"B"	 0.005500	 0.005500	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-06-20	"S"	 0.000000	 0.000500	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-07-05	"B"	 0.014000	 0.014000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-05	"S"	 0.013400	 0.013400	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-18	"B"	 0.010100	 0.010100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-18	"S"	 0.004800	 0.004800	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-08	"B"	 0.024800	 0.024800	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-08	"S"	 0.001100	 0.001100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-23	"B"	 0.012400	 0.012400	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-23	"S"	 0.001400	 0.001400	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-09	"B"	 0.009700	 0.009700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-09	"S"	 0.020500	 0.020500	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-19	"B"	 0.017300	 0.017300	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-19	"S"	 0.000500	 0.000500	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-03	"B"	 0.012900	 0.012900	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-03	"S"	 0.002400	 0.002400	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-26	"B"	 0.003500	 0.003500	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-26	"S"	 0.001100	 0.001100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-11-08	"B"	 0.006600	 0.006600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-11-08	"S"	 0.001900	 0.001900	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-12-05	"B"	 0.004900	 0.004900	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-12-05	"S"	 0.000000	 0.000500	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-01-17	"B"	 0.005800	 0.005800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-01-17	"S"	 0.002900	 0.002900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-02-15	"B"	 0.000800	 0.000800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-02-15	"S"	 0.001400	 0.001400	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-03-06	"B"	 0.003700	 0.003700	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-03-06	"S"	 0.001900	 0.001900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-04-04	"B"	 0.001100	 0.001100	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-04-04	"S"	 0.001100	 0.001100	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-04-18	"B"	 0.001700	 0.001700	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-04-18	"S"	 0.002900	 0.002900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-05-02	"B"	 0.000600	 0.000600	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-05-02	"S"	 0.000000	 0.000500	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-05-16	"B"	 0.000600	 0.000600	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-05-16	"S"	 0.000000	 0.000500	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-06-12	"B"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-06-12	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-06-26	"B"	 0.005500	 0.005500	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-06-26	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-07-10	"B"	 0.023000	 0.023000	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-07-10	"S"	 0.006600	 0.006600	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-07-24	"B"	 0.028800	 0.028800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-07-24	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-08-16	"B"	 0.040000	 0.040000	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-08-16	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-08-29	"B"	 0.035300	 0.035300	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-08-29	"S"	 0.004200	 0.004200	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-11	"B"	 0.027200	 0.027200	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-11	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-09-26	"B"	 0.011100	 0.011100	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-26	"S"	 0.006100	 0.006100	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-10-10	"B"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-10-10	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-11-13	"B"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-11-13	"S"	 0.009100	 0.009100	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-12-11	"B"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-12-11	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1990-01-09	"B"	 0.004200	 0.004200	" "	""	NA	""	""	""	""	""
"CB5.4"	1990-01-09	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1990-02-05	"B"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1990-02-05	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1990-03-05	"B"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1990-03-05	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1990-04-09	"B"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1990-04-09	"S"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1990-04-16	"B"	 0.000000	 0.003000	"<"	""	NA	""	""	""	""	""
