"station"	"date"	"layer"	"pp..Data.values"	"pp..Data.value2"	"pp.remark.codes"	"pp.value.codes"	"pp.reporting.level"	"pp.reporting.method"	"pp.reporting.units"	"pp.analyte.method"	"pp.analyte.name"	"pp.unique.code"
"CB3.3C"	2007-03-13	"S"	 0.01040	 0.01040	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-04-10	"B"	 0.02710	 0.02710	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-04-10	"S"	 0.03990	 0.03990	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-04-24	"B"	 0.04360	 0.04360	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-04-24	"S"	 0.04640	 0.04640	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-05-09	"B"	 0.04655	 0.04655	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-05-09	"S"	 0.02050	 0.02050	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-05-22	"B"	 0.01465	 0.01465	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-05-22	"S"	 0.02440	 0.02440	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-06-05	"B"	 0.04510	 0.04510	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-06-05	"S"	 0.03710	 0.03710	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-06-19	"B"	 0.01740	 0.01740	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-06-19	"S"	 0.06200	 0.06200	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-07-10	"B"	 0.02780	 0.02780	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-07-10	"S"	 0.03880	 0.03880	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-07-24	"B"	 0.01255	 0.01255	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-07-24	"S"	 0.04230	 0.04230	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-08-07	"B"	 0.01270	 0.01270	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-08-07	"S"	 0.04150	 0.04150	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-08-21	"B"	 0.00770	 0.00770	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-08-21	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-09-18	"B"	 0.01020	 0.01020	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-09-18	"S"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-10-16	"B"	 0.01060	 0.01060	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-10-16	"S"	 0.01950	 0.01950	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-11-08	"B"	 0.01480	 0.01480	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-11-08	"S"	 0.01390	 0.01390	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-12-11	"B"	 0.01690	 0.01690	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-12-11	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-01-16	"B"	 0.03420	 0.03420	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-01-16	"S"	 0.01420	 0.01420	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-02-18	"B"	 0.02780	 0.02780	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-02-18	"S"	 0.02060	 0.02060	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-03-21	"B"	 0.02615	 0.02615	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-03-21	"S"	 0.03530	 0.03530	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-04-15	"B"	 0.05570	 0.05570	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-04-15	"S"	 0.01630	 0.01630	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-04-29	"B"	 0.02240	 0.02240	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-04-29	"S"	 0.02040	 0.02040	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-05-15	"B"	 0.02795	 0.02795	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-05-15	"S"	 0.09360	 0.09360	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-05-29	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-05-29	"S"	 0.04070	 0.04070	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-06-10	"B"	 0.01205	 0.01205	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-06-10	"S"	 0.03270	 0.03270	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-06-24	"B"	 0.01190	 0.01190	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-06-24	"S"	 0.03590	 0.03590	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-07-08	"B"	 0.03330	 0.03330	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-07-08	"S"	 0.04380	 0.04380	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-07-22	"B"	 0.00905	 0.00905	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-07-22	"S"	 0.03310	 0.03310	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-08-12	"B"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-08-12	"S"	 0.02910	 0.02910	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-08-26	"B"	 0.03580	 0.03580	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-08-26	"S"	 0.02480	 0.02480	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-09-17	"B"	 0.01865	 0.01865	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-09-17	"S"	 0.02090	 0.02090	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-10-21	"B"	 0.01680	 0.01680	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-10-21	"S"	 0.01920	 0.01920	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-11-19	"B"	 0.01805	 0.01805	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-11-19	"S"	 0.01270	 0.01270	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-12-17	"B"	 0.02585	 0.02585	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-12-17	"S"	 0.02330	 0.02330	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-01-26	"B"	 0.02915	 0.02915	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-01-26	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-02-11	"B"	 0.12385	 0.12385	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-02-11	"S"	 0.01150	 0.01150	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-03-17	"B"	 0.01850	 0.01850	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-03-17	"S"	 0.01180	 0.01180	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-04-14	"B"	 0.01495	 0.01495	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-04-14	"S"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-04-28	"B"	 0.04060	 0.04060	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-04-28	"S"	 0.02090	 0.02090	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-05-12	"B"	 0.01705	 0.01705	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-05-12	"S"	 0.03510	 0.03510	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-05-28	"B"	 0.02025	 0.02025	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-05-28	"S"	 0.02640	 0.02640	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-06-16	"B"	 0.00925	 0.00925	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-06-16	"S"	 0.04710	 0.04710	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-07-14	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-07-14	"S"	 0.03880	 0.03880	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-07-28	"B"	 0.01560	 0.01560	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-07-28	"S"	 0.03710	 0.03710	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-08-11	"B"	 0.01765	 0.01765	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-08-11	"S"	 0.05730	 0.05730	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-08-25	"B"	 0.00885	 0.00885	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-08-25	"S"	 0.03040	 0.03040	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-09-15	"B"	 0.05430	 0.05430	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-09-15	"S"	 0.01750	 0.01750	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-10-20	"B"	 0.01065	 0.01065	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-10-20	"S"	 0.00940	 0.00940	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-11-17	"B"	 0.01480	 0.01480	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-11-17	"S"	 0.01220	 0.01220	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-12-08	"B"	 0.01830	 0.01830	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-12-08	"S"	 0.01280	 0.01280	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-01-13	"B"	 0.03605	 0.03605	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-01-13	"S"	 0.01920	 0.01920	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-02-15	"B"	 0.04690	 0.04690	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-02-15	"S"	 0.03120	 0.03120	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-03-16	"B"	 0.03040	 0.03040	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-03-16	"S"	 0.02020	 0.02020	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-04-13	"B"	 0.01960	 0.01960	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-04-13	"S"	 0.02540	 0.02540	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-05-11	"B"	 0.03170	 0.03170	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-05-11	"S"	 0.01930	 0.01930	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-06-02	"B"	 0.00925	 0.00925	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-06-02	"S"	 0.01450	 0.01450	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-06-22	"B"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-06-22	"S"	 0.03170	 0.03170	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-07-13	"B"	 0.03170	 0.03170	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-07-13	"S"	 0.03520	 0.03520	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-08-03	"B"	 0.01230	 0.01230	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-08-03	"S"	 0.02220	 0.02220	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-08-24	"B"	 0.00870	 0.00870	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-08-24	"S"	 0.05210	 0.05210	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-09-21	"B"	 0.02885	 0.02885	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-09-21	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-10-19	"B"	 0.02960	 0.02960	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-10-19	"S"	 0.02390	 0.02390	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-11-23	"B"	 0.02390	 0.02390	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-11-23	"S"	 0.01360	 0.01360	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-12-16	"B"	 0.02245	 0.02245	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-12-16	"S"	 0.03190	 0.03190	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-01-11	"B"	 0.03690	 0.03690	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-01-11	"S"	 0.02490	 0.02490	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-02-10	"B"	 0.06800	 0.06800	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-02-10	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-03-15	"B"	 0.17465	 0.17465	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-03-15	"S"	 0.07860	 0.07860	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-04-12	"B"	 0.03365	 0.03365	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-04-12	"S"	 0.02760	 0.02760	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-05-10	"B"	 0.03165	 0.03165	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-05-10	"S"	 0.03140	 0.03140	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-06-07	"B"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-06-07	"S"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-06-28	"B"	 0.01635	 0.01635	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-06-28	"S"	 0.02770	 0.02770	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-07-12	"B"	 0.02345	 0.02345	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-07-12	"S"	 0.04570	 0.04570	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-08-09	"B"	 0.02610	 0.02610	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-08-09	"S"	 0.04270	 0.04270	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-08-29	"B"	 0.01475	 0.01475	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-08-29	"S"	 0.01350	 0.01350	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-09-20	"B"	 0.00890	 0.00890	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-09-20	"S"	 0.01910	 0.01910	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-10-03	"B"	 0.00895	 0.00895	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-10-03	"S"	 0.01830	 0.01830	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-10-18	"B"	 0.01010	 0.01010	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-10-18	"S"	 0.02250	 0.02250	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-11-15	"B"	 0.03280	 0.03280	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-11-15	"S"	 0.02580	 0.02580	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-12-13	"B"	 0.02705	 0.02705	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-12-13	"S"	 0.02130	 0.02130	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-01-11	"B"	 0.03855	 0.03855	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-01-11	"S"	 0.04660	 0.04660	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-02-15	"B"	 0.01870	 0.01870	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-02-15	"S"	 0.01670	 0.01670	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-03-13	"B"	 0.02165	 0.02165	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-03-13	"S"	 0.01890	 0.01890	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-04-17	"B"	 0.03740	 0.03740	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-04-17	"S"	 0.01520	 0.01520	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-05-15	"B"	 0.04535	 0.04535	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-05-15	"S"	 0.02040	 0.02040	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-06-05	"B"	 0.01980	 0.01980	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-06-05	"S"	 0.01690	 0.01690	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-06-26	"B"	 0.00860	 0.00860	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-06-26	"S"	 0.02590	 0.02590	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-07-24	"B"	 0.01970	 0.01970	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-07-24	"S"	 0.06600	 0.06600	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-07	"B"	 0.01345	 0.01345	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-07	"S"	 0.03580	 0.03580	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-21	"B"	 0.03710	 0.03710	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-21	"S"	 0.02930	 0.02930	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-09-20	"B"	 0.01235	 0.01235	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-09-20	"S"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-10-16	"B"	 0.02925	 0.02925	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-10-16	"S"	 0.01550	 0.01550	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-11-15	"B"	 0.03135	 0.03135	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-11-15	"S"	 0.01850	 0.01850	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-12-11	"B"	 0.12215	 0.12215	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-12-11	"S"	 0.01780	 0.01780	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-01-17	"B"	 0.03860	 0.03860	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-01-17	"S"	 0.02130	 0.02130	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-02-12	"B"	 0.04445	 0.04445	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-02-12	"S"	 0.02490	 0.02490	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-03-20	"B"	 0.03920	 0.03920	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-03-20	"S"	 0.01730	 0.01730	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-04-16	"B"	 0.02390	 0.02390	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-04-16	"S"	 0.01820	 0.01820	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-05-14	"B"	 0.03620	 0.03620	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-05-14	"S"	 0.04610	 0.04610	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-04	"B"	 0.01690	 0.01690	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-04	"S"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-25	"B"	 0.06380	 0.06380	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-25	"S"	 0.03550	 0.03550	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-07-16	"B"	 0.00885	 0.00885	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-07-16	"S"	 0.03750	 0.03750	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-08-13	"B"	 0.01060	 0.01060	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-08-13	"S"	 0.03090	 0.03090	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-09-17	"B"	 0.01795	 0.01795	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-09-17	"S"	 0.02350	 0.02350	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-10-14	"B"	 0.01240	 0.01240	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-10-14	"S"	 0.01070	 0.01070	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-11-20	"B"	 0.01780	 0.01780	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-11-20	"S"	 0.02190	 0.02190	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-12-10	"B"	 0.03075	 0.03075	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-12-10	"S"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-02-19	"B"	 0.04465	 0.04465	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-02-19	"S"	 0.00810	 0.00810	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-03-19	"B"	 0.04575	 0.04575	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-03-19	"S"	 0.01630	 0.01630	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-01	"B"	 0.03915	 0.03915	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-01	"S"	 0.03170	 0.03170	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-13	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-13	"S"	 0.02110	 0.02110	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-06-03	"B"	 0.01290	 0.01290	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-06-03	"S"	 0.02680	 0.02680	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-08	"B"	 0.01590	 0.01590	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-08	"S"	 0.03880	 0.03880	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-05	"B"	 0.01860	 0.01860	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-05	"S"	 0.03890	 0.03890	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-26	"B"	 0.00985	 0.00985	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-26	"S"	 0.02410	 0.02410	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-09-16	"B"	 0.01285	 0.01285	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-09-16	"S"	 0.03120	 0.03120	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-10-21	"B"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-10-21	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-11-19	"B"	 0.03645	 0.03645	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-11-19	"S"	 0.01870	 0.01870	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-12-16	"B"	 0.02255	 0.02255	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-12-16	"S"	 0.01930	 0.01930	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-01-14	"B"	 0.01735	 0.01735	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-01-14	"S"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-02-11	"B"	 0.02960	 0.02960	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-02-11	"S"	 0.01230	 0.01230	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-03-17	"B"	 0.05365	 0.05365	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-03-17	"S"	 0.01190	 0.01190	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-04-07	"B"	 0.05435	 0.05435	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-04-07	"S"	 0.01820	 0.01820	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-05-06	"B"	 0.03455	 0.03455	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-05-06	"S"	 0.01290	 0.01290	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-02	"B"	 0.01645	 0.01645	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-02	"S"	 0.01550	 0.01550	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-23	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-23	"S"	 0.02150	 0.02150	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-07-07	"B"	 0.05380	 0.05380	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-07-07	"S"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-04	"B"	 0.01415	 0.01415	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-04	"S"	 0.04780	 0.04780	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-25	"B"	 0.01495	 0.01495	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-25	"S"	 0.03870	 0.03870	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-09-15	"B"	 0.00865	 0.00865	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-09-15	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-07	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-07	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-20	"B"	 0.00635	 0.00635	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-20	"S"	 0.02010	 0.02010	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-11-17	"B"	 0.00680	 0.00680	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-11-17	"S"	 0.01230	 0.01230	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-01-14	"B"	 0.03000	 0.04200	"i"	""	NA	""	""	""	""	""
"CB5.1"	1985-01-14	"S"	 0.00500	 0.01700	"i"	""	NA	""	""	""	""	""
"CB5.1"	1985-02-11	"B"	 0.08000	 0.09000	"i"	""	NA	""	""	""	""	""
"CB5.1"	1985-02-11	"S"	 0.00000	 0.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-03-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-03-04	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-03-19	"B"	-0.01400	-0.01400	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-03-19	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-04-08	"B"	 0.00900	 0.01400	"i"	""	NA	""	""	""	""	""
"CB5.1"	1985-04-08	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-04-22	"B"	 0.01400	 0.01900	"i"	""	NA	""	""	""	""	""
"CB5.1"	1985-04-22	"S"	 0.00800	 0.01300	"i"	""	NA	""	""	""	""	""
"CB5.1"	1985-05-06	"B"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-05-06	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-05-20	"B"	 0.01570	 0.01570	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-05-20	"S"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-06-03	"B"	 0.01910	 0.01910	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-06-03	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
