"station"	"date"	"layer"	"pp..Data.values"	"pp..Data.value2"	"pp.remark.codes"	"pp.value.codes"	"pp.reporting.level"	"pp.reporting.method"	"pp.reporting.units"	"pp.analyte.method"	"pp.analyte.name"	"pp.unique.code"
"LE1.2"	1990-11-19	"B"	 0.01910	 0.01910	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-11-19	"S"	 0.01840	 0.01840	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-12-18	"B"	 0.01640	 0.01640	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-12-18	"S"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-01-17	"B"	 0.01230	 0.01230	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-01-17	"S"	 0.01450	 0.01450	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-02-18	"B"	 0.01770	 0.01770	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-02-18	"S"	 0.01880	 0.01880	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-04	"B"	 0.02040	 0.02040	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-04	"S"	 0.01560	 0.01560	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-18	"B"	 0.02680	 0.02680	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-18	"S"	 0.01890	 0.01890	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-15	"B"	 0.02460	 0.02460	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-15	"S"	 0.02060	 0.02060	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-29	"B"	 0.02140	 0.02140	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-29	"S"	 0.01670	 0.01670	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-13	"B"	 0.01220	 0.01220	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-13	"S"	 0.01370	 0.01370	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-28	"B"	 0.00870	 0.00870	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-28	"S"	 0.01210	 0.01210	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-10	"B"	 0.00950	 0.00950	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-10	"S"	 0.01710	 0.01710	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-24	"B"	 0.02010	 0.02010	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-24	"S"	 0.02050	 0.02050	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-15	"B"	 0.02350	 0.02350	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-15	"S"	 0.03090	 0.03090	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-29	"B"	 0.01850	 0.01850	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-29	"S"	 0.02630	 0.02630	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-12	"B"	 0.01950	 0.01950	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-12	"S"	 0.03540	 0.03540	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-26	"B"	 0.02010	 0.02010	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-26	"S"	 0.02420	 0.02420	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-09	"B"	 0.01890	 0.01890	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-09	"S"	 0.03090	 0.03090	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-23	"B"	 0.01370	 0.01370	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-23	"S"	 0.01740	 0.01740	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-09	"B"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-09	"S"	 0.01330	 0.01330	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-23	"B"	 0.01040	 0.01040	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-23	"S"	 0.01220	 0.01220	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-11-12	"B"	 0.00760	 0.00760	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-11-12	"S"	 0.00990	 0.00990	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-12-09	"B"	 0.02110	 0.02110	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-12-09	"S"	 0.00990	 0.00990	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-01-22	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-01-22	"S"	 0.01820	 0.01820	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-02-20	"B"	 0.01790	 0.01790	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-02-20	"S"	 0.01790	 0.01790	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-09	"B"	 0.01010	 0.01010	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-09	"S"	 0.00970	 0.00970	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-23	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-23	"S"	 0.01370	 0.01370	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-06	"B"	 0.01680	 0.01680	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-06	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-20	"B"	 0.01540	 0.01540	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-20	"S"	 0.01590	 0.01590	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-04	"B"	 0.01040	 0.01040	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-04	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-18	"B"	 0.00570	 0.00570	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-18	"S"	 0.01030	 0.01030	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-15	"B"	 0.01580	 0.01580	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-15	"S"	 0.02480	 0.02480	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-30	"B"	 0.01690	 0.01690	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-30	"S"	 0.01890	 0.01890	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-15	"B"	 0.01610	 0.01610	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-15	"S"	 0.02560	 0.02560	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-30	"B"	 0.01940	 0.01940	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-30	"S"	 0.03110	 0.03110	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-17	"B"	 0.01460	 0.01460	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-17	"S"	 0.01560	 0.01560	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-31	"B"	 0.01440	 0.01440	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-31	"S"	 0.02870	 0.02870	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-15	"B"	 0.01980	 0.01980	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-15	"S"	 0.02890	 0.02890	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-30	"B"	 0.01420	 0.01420	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-30	"S"	 0.01680	 0.01680	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-14	"B"	 0.00790	 0.00790	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-14	"S"	 0.01610	 0.01610	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-29	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-29	"S"	 0.00790	 0.00790	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-11-16	"B"	 0.00670	 0.00670	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-11-16	"S"	 0.00960	 0.00960	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-12-14	"B"	 0.00970	 0.00970	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-12-14	"S"	 0.00820	 0.00820	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-01-11	"B"	 0.01190	 0.01190	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-01-11	"S"	 0.01470	 0.01470	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-02-22	"B"	 0.01720	 0.01720	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-02-22	"S"	 0.02250	 0.02250	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-08	"B"	 0.02510	 0.02510	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-08	"S"	 0.02460	 0.02460	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-22	"B"	 0.02220	 0.02220	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-22	"S"	 0.01960	 0.01960	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-05	"B"	 0.02230	 0.02230	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-05	"S"	 0.01470	 0.01470	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-19	"B"	 0.02890	 0.02890	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-19	"S"	 0.01860	 0.01860	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-05	"B"	 0.01790	 0.01790	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-05	"S"	 0.01890	 0.01890	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-19	"B"	 0.01020	 0.01020	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-19	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-02	"B"	 0.01710	 0.01710	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-02	"S"	 0.01860	 0.01860	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-17	"B"	 0.01920	 0.01920	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-17	"S"	 0.02620	 0.02620	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-06	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-06	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-19	"B"	 0.02130	 0.02130	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-19	"S"	 0.03760	 0.03760	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-02	"B"	 0.01940	 0.01940	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-02	"S"	 0.09820	 0.09820	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-19	"B"	 0.01730	 0.01730	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-19	"S"	 0.05620	 0.05620	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-02	"B"	 0.02060	 0.02060	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-02	"S"	 0.05890	 0.05890	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-20	"B"	 0.01960	 0.01960	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-20	"S"	 0.02180	 0.02180	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-05	"B"	 0.01470	 0.01470	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-05	"S"	 0.01830	 0.01830	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-19	"B"	 0.01490	 0.01490	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-19	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-11-30	"B"	 0.00440	 0.00440	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-11-30	"S"	 0.00850	 0.00850	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-12-15	"B"	 0.01650	 0.01650	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-12-15	"S"	 0.01970	 0.01970	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-01-13	"B"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-01-13	"S"	 0.01260	 0.01260	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-02-25	"B"	 0.01920	 0.01920	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-02-25	"S"	 0.01530	 0.01530	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-03-14	"B"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-03-14	"S"	 0.03460	 0.03460	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-03-28	"B"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-03-28	"S"	 0.02800	 0.02800	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-04-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-04-11	"S"	 0.03770	 0.03770	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-04-25	"B"	 0.03790	 0.03790	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-04-25	"S"	 0.02650	 0.02650	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-05-09	"B"	 0.02770	 0.02770	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-05-09	"S"	 0.03140	 0.03140	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-05-23	"B"	 0.02560	 0.02560	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-05-23	"S"	 0.02530	 0.02530	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-06-07	"B"	 0.01590	 0.01590	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-06-07	"S"	 0.02420	 0.02420	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-06-21	"B"	 0.01580	 0.01580	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-06-21	"S"	 0.03030	 0.03030	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-07-05	"B"	 0.01840	 0.01840	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-07-05	"S"	 0.03260	 0.03260	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-07-20	"B"	 0.02160	 0.02160	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-07-20	"S"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-08-04	"B"	 0.02340	 0.02340	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-08-04	"S"	 0.03270	 0.03270	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-08-22	"B"	 0.04120	 0.04120	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-08-22	"S"	 0.03670	 0.03670	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-09-06	"B"	 0.02350	 0.02350	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-09-06	"S"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-09-19	"B"	 0.00950	 0.00950	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-09-19	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-10-05	"B"	 0.01920	 0.01920	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-10-05	"S"	 0.02150	 0.02150	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-10-19	"B"	 0.01680	 0.01680	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-10-19	"S"	 0.01380	 0.01380	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-11-21	"B"	 0.01960	 0.01960	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-11-21	"S"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-12-19	"B"	 0.00930	 0.00930	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-12-19	"S"	 0.01190	 0.01190	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-01-19	"B"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-01-19	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-02-17	"B"	 0.01660	 0.01660	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-02-17	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-03-02	"B"	 0.01480	 0.01480	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-03-02	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-03-16	"B"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-03-16	"S"	 0.01210	 0.01210	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-04-03	"B"	 0.01620	 0.01620	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-04-03	"S"	 0.01530	 0.01530	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-04-17	"B"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-04-17	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-05-01	"B"	 0.01850	 0.01850	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-05-01	"S"	 0.01220	 0.01220	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-05-18	"B"	 0.01640	 0.01640	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-05-18	"S"	 0.01570	 0.01570	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-06-12	"B"	 0.02240	 0.02240	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-06-12	"S"	 0.01890	 0.01890	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-06-28	"B"	 0.01130	 0.01130	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-06-28	"S"	 0.01780	 0.01780	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-07-17	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-07-17	"S"	 0.02340	 0.02340	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-07-31	"B"	 0.01030	 0.01030	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-07-31	"S"	 0.03030	 0.03030	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-08-14	"B"	 0.01670	 0.01670	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-08-14	"S"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-08-30	"B"	 0.01620	 0.01620	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-08-30	"S"	 0.02190	 0.02190	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-09-14	"B"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-09-14	"S"	 0.01640	 0.01640	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-09-26	"B"	 0.01090	 0.01090	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-09-26	"S"	 0.01360	 0.01360	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-10-10	"B"	 0.01060	 0.01060	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-10-10	"S"	 0.01470	 0.01470	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-10-26	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-10-26	"S"	 0.01050	 0.01050	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-11-27	"B"	 0.03170	 0.03170	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-11-27	"S"	 0.01980	 0.01980	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-12-12	"B"	 0.01360	 0.01360	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-12-12	"S"	 0.01520	 0.01520	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-01-23	"B"	 0.01880	 0.01880	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-01-23	"S"	 0.01630	 0.01630	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-02-20	"B"	 0.03070	 0.03070	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-02-20	"S"	 0.02260	 0.02260	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-03-07	"B"	 0.02420	 0.02420	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-03-07	"S"	 0.01780	 0.01780	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-03-21	"B"	 0.02090	 0.02090	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-03-21	"S"	 0.01830	 0.01830	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-04-04	"B"	 0.01820	 0.01820	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-04-04	"S"	 0.03110	 0.03110	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-04-18	"B"	 0.02350	 0.02350	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-04-18	"S"	 0.02540	 0.02540	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-05-06	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-05-06	"S"	 0.02590	 0.02590	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-05-20	"B"	 0.02720	 0.02720	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-05-20	"S"	 0.01680	 0.01680	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-06-03	"B"	 0.03040	 0.03040	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-06-03	"S"	 0.04170	 0.04170	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-06-17	"B"	 0.01530	 0.01530	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-06-17	"S"	 0.02270	 0.02270	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-07-02	"B"	 0.01490	 0.01490	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-07-02	"S"	 0.04630	 0.04630	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-07-16	"B"	 0.00990	 0.00990	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-07-16	"S"	 0.10260	 0.10260	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-08-01	"B"	 0.01660	 0.01660	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-08-01	"S"	 0.03420	 0.03420	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-08-19	"B"	 0.01040	 0.01040	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-08-19	"S"	 0.04060	 0.04060	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-09-03	"B"	 0.01780	 0.01780	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-09-03	"S"	 0.05870	 0.05870	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-09-16	"B"	 0.01590	 0.01590	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-09-16	"S"	 0.02280	 0.02280	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-10-01	"B"	 0.01470	 0.01470	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-10-01	"S"	 0.02230	 0.02230	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-10-17	"B"	 0.01580	 0.01580	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-10-17	"S"	 0.01710	 0.01710	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-11-14	"B"	 0.01380	 0.01380	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-11-14	"S"	 0.03510	 0.03510	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-12-16	"B"	 0.01810	 0.01810	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-12-16	"S"	 0.03800	 0.03800	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-01-27	"B"	 0.01450	 0.01450	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-01-27	"S"	 0.01630	 0.01630	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-02-24	"B"	 0.01660	 0.01660	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-02-24	"S"	 0.02010	 0.02010	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-03-11	"B"	 0.01790	 0.01790	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-03-11	"S"	 0.01670	 0.01670	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-03-25	"B"	 0.02160	 0.02160	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-03-25	"S"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-04-08	"B"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-04-08	"S"	 0.01910	 0.01910	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-04-22	"B"	 0.02890	 0.02890	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-04-22	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-05-06	"B"	 0.03030	 0.03030	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-05-06	"S"	 0.01610	 0.01610	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-05-22	"B"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-05-22	"S"	 0.01670	 0.01670	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-06-05	"B"	 0.01730	 0.01730	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-06-05	"S"	 0.01240	 0.01240	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-06-19	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-06-19	"S"	 0.01930	 0.01930	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-07-07	"B"	 0.01580	 0.01580	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-07-07	"S"	 0.02020	 0.02020	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-07-21	"B"	 0.01420	 0.01420	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-07-21	"S"	 0.02340	 0.02340	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-08-04	"B"	 0.02170	 0.02170	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-08-04	"S"	 0.02770	 0.02770	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-08-19	"B"	 0.02110	 0.02110	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-08-19	"S"	 0.03550	 0.03550	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-09-02	"B"	 0.01760	 0.01760	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-09-02	"S"	 0.02190	 0.02190	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-09-18	"B"	 0.01530	 0.01530	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-09-18	"S"	 0.02220	 0.02220	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-10-06	"B"	 0.01360	 0.01360	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-10-06	"S"	 0.02030	 0.02030	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-10-20	"B"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-10-20	"S"	 0.01230	 0.01230	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-11-06	"B"	 0.01190	 0.01190	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-11-06	"S"	 0.01750	 0.01750	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-12-18	"B"	 0.00130	 0.00130	" "	""	NA	""	""	""	""	""
