"station"	"date"	"layer"	"tdn..Data.values"	"tdn..Data.value2"	"tdn.remark.codes"	"tdn.value.codes"	"tdn.reporting.level"	"tdn.reporting.method"	"tdn.reporting.units"	"tdn.analyte.method"	"tdn.analyte.name"	"tdn.unique.code"
"CB5.1"	1991-11-06	"B"	0.29000	0.29000	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-06	"S"	0.28000	0.28000	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-12	"B"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-11-12	"S"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-02	"B"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-02	"S"	0.42000	0.42000	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-09	"B"	0.50000	0.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1991-12-09	"S"	0.47000	0.47000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-06	"B"	0.40000	0.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-06	"S"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-22	"B"	0.40000	0.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-22	"S"	0.36000	0.36000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-10	"B"	0.35000	0.35000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-10	"S"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-20	"B"	0.31000	0.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-20	"S"	0.47000	0.47000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-10	"B"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-10	"S"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-30	"B"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-30	"S"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-14	"B"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-14	"S"	0.77000	0.77000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-27	"B"	0.39000	0.39000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-27	"S"	0.67000	0.67000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-11	"B"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-11	"S"	0.76000	0.76000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-26	"B"	0.39000	0.39000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-26	"S"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-08	"B"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-08	"S"	0.42000	0.42000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-22	"B"	0.64000	0.64000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-22	"S"	0.44000	0.44000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-06	"B"	0.59000	0.59000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-06	"S"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-20	"B"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-20	"S"	0.44000	0.44000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-11	"B"	0.63000	0.63000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-11	"S"	0.36000	0.36000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-24	"B"	0.42000	0.42000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-24	"S"	0.40000	0.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-08	"B"	0.38000	0.38000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-08	"S"	0.39000	0.39000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-22	"B"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-22	"S"	0.31000	0.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-06	"B"	0.38000	0.38000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-06	"S"	0.35000	0.35000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-20	"B"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-20	"S"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-11-17	"B"	0.42000	0.42000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-11-17	"S"	0.42000	0.42000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-12-07	"B"	0.38000	0.38000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-12-07	"S"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-01-04	"B"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-01-04	"S"	0.52000	0.52000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-02-08	"B"	0.57000	0.57000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-02-08	"S"	0.50000	0.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-09	"B"	0.35000	0.35000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-09	"S"	0.62000	0.62000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-29	"B"	0.47000	0.47000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-29	"S"	1.09000	1.09000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-12	"B"	0.56000	0.56000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-12	"S"	1.01000	1.01000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-26	"B"	0.81000	0.81000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-26	"S"	0.91000	0.91000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-10	"B"	0.67000	0.67000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-10	"S"	0.92000	0.92000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-24	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-24	"S"	0.88000	0.88000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-14	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-14	"S"	0.68000	0.68000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-28	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-28	"S"	0.31000	0.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-12	"B"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-12	"S"	0.28000	0.28000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-26	"B"	0.54000	0.54000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-26	"S"	0.32000	0.32000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-09	"B"	0.62000	0.62000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-09	"S"	0.31000	0.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-23	"B"	0.60000	0.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-23	"S"	0.35000	0.35000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-13	"B"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-13	"S"	0.38000	0.38000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-28	"B"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-28	"S"	0.31000	0.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-12	"B"	0.38000	0.38000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-12	"S"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-25	"B"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-25	"S"	0.37000	0.37000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-11-15	"B"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-11-15	"S"	0.36000	0.36000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-12-06	"B"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-12-06	"S"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-01-03	"B"	0.50000	0.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-01-03	"S"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-02-07	"B"	0.32000	0.32000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-02-07	"S"	0.52000	0.52000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-07	"B"	0.55000	0.55000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-07	"S"	0.87000	0.87000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-21	"B"	0.58000	0.58000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-21	"S"	0.75000	0.75000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-04	"B"	0.85000	0.85000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-04	"S"	1.19000	1.19000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-18	"B"	1.14000	1.14000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-18	"S"	1.25000	1.25000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-02	"B"	0.83000	0.83000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-02	"S"	1.08000	1.08000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-25	"B"	0.79000	0.79000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-25	"S"	0.83000	0.83000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-13	"B"	0.80000	0.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-13	"S"	0.63000	0.63000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-27	"B"	0.72000	0.72000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-27	"S"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-11	"B"	0.60000	0.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-11	"S"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-25	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-25	"S"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-15	"B"	0.60000	0.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-15	"S"	0.34000	0.34000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-29	"B"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-29	"S"	0.34000	0.34000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-12	"B"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-12	"S"	0.35000	0.35000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-26	"B"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-26	"S"	0.29000	0.29000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-11	"B"	0.55000	0.55000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-11	"S"	0.39000	0.39000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-24	"B"	0.54000	0.54000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-24	"S"	0.39000	0.39000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-11-14	"B"	0.50000	0.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-11-14	"S"	0.32000	0.32000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-12-12	"B"	0.38000	0.38000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-12-12	"S"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-01-09	"B"	0.39000	0.39000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-01-09	"S"	0.42000	0.42000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-02-13	"B"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-02-13	"S"	0.56000	0.56000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-06	"B"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-06	"S"	0.56000	0.56000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-20	"B"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-20	"S"	0.62000	0.62000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-10	"B"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-10	"S"	0.60000	0.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-24	"B"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-24	"S"	0.59000	0.59000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-08	"B"	0.40000	0.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-08	"S"	0.58000	0.58000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-22	"B"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-22	"S"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-05	"B"	0.66000	0.66000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-05	"S"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-19	"B"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-19	"S"	0.31000	0.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-10	"B"	0.57000	0.57000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-10	"S"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-24	"B"	0.60000	0.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-24	"S"	0.42000	0.42000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-07	"B"	0.59000	0.59000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-07	"S"	0.39000	0.39000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-21	"B"	0.57000	0.57000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-21	"S"	0.35000	0.35000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-05	"B"	0.52000	0.52000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-05	"S"	0.32000	0.32000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-18	"B"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-18	"S"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-02	"B"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-02	"S"	0.32000	0.32000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-16	"B"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-16	"S"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-11-13	"B"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-11-13	"S"	0.36000	0.36000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-12-13	"B"	0.34000	0.34000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-12-13	"S"	0.58000	0.58000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-01-30	"B"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-01-30	"S"	1.31000	1.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-02-14	"B"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-02-14	"S"	1.10000	1.10000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-03-11	"B"	0.77000	0.77000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-03-11	"S"	1.17000	1.17000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-08	"B"	0.59000	0.59000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-08	"S"	0.92000	0.92000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-22	"B"	0.72000	0.72000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-22	"S"	0.94000	0.94000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-13	"B"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-13	"S"	0.94000	0.94000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-28	"B"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-28	"S"	0.88000	0.88000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-06-10	"B"	0.54000	0.54000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-06-10	"S"	0.67000	0.67000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-08	"B"	0.66000	0.66000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-08	"S"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-22	"B"	0.75000	0.75000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-22	"S"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-05	"B"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-05	"S"	0.30000	0.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-26	"B"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-26	"S"	0.31000	0.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-09-09	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-09-09	"S"	0.44000	0.44000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-10-07	"B"	0.55000	0.55000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-10-07	"S"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-11-18	"B"	0.44000	0.44000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-11-18	"S"	0.76000	0.76000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-12-09	"B"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-12-09	"S"	0.62000	0.62000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-01-14	"B"	0.43700	0.43700	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-01-14	"S"	0.78500	0.78500	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-02-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-02-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-03-04	"B"	0.58000	0.58000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-03-04	"S"	0.79000	0.79000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-02	"B"	0.74000	0.74000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-02	"S"	0.89000	0.89000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-14	"B"	0.52000	0.52000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-14	"S"	0.81000	0.81000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-12	"B"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-12	"S"	0.71000	0.71000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-28	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-28	"S"	0.55000	0.55000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-06-09	"B"	0.55000	0.55000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-06-09	"S"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-14	"B"	0.62000	0.62000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-14	"S"	0.28000	0.28000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-28	"B"	0.52000	0.52000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-28	"S"	0.32000	0.32000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-11	"B"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-11	"S"	0.28000	0.28000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-25	"B"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-25	"S"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-09-08	"B"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-09-08	"S"	0.30000	0.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-10-14	"B"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-10-14	"S"	0.28000	0.28000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-11-17	"B"	0.37000	0.37000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-11-17	"S"	0.37000	0.37000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-12-08	"B"	0.35000	0.35000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-12-08	"S"	0.35000	0.35000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-01-06	"B"	0.36900	0.36900	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-01-06	"S"	0.34300	0.34300	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-02-11	"B"	0.24400	0.24400	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-02-11	"S"	0.60800	0.60800	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-03-23	"B"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-03-23	"S"	0.79000	0.79000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-06	"B"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-06	"S"	0.70000	0.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-21	"B"	0.50000	0.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-21	"S"	0.78000	0.78000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-04	"B"	0.56000	0.56000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-04	"S"	0.76000	0.76000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-18	"B"	0.66000	0.66000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-18	"S"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-06-01	"B"	0.54000	0.54000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-06-01	"S"	0.54000	0.54000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-06	"B"	0.64000	0.64000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-06	"S"	0.34000	0.34000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-20	"B"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-20	"S"	0.27000	0.27000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-03	"B"	0.55000	0.55000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-03	"S"	0.32000	0.32000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-17	"B"	0.39000	0.39000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-17	"S"	0.26000	0.26000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-09-01	"B"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-09-01	"S"	0.30000	0.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-10-13	"B"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-10-13	"S"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-11-16	"B"	0.35000	0.35000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-11-16	"S"	0.28000	0.28000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-12-15	"B"	0.44000	0.44000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-12-15	"S"	0.36000	0.36000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-01-11	"B"	0.29000	0.29000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-01-11	"S"	0.28000	0.28000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-02-08	"B"	0.36000	0.36000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-02-08	"S"	0.71000	0.71000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-03-16	"B"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-03-16	"S"	0.47000	0.47000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-04-26	"B"	0.31000	0.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-04-26	"S"	0.57000	0.57000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-05-10	"B"	0.31000	0.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-05-10	"S"	0.58000	0.58000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-05-24	"B"	0.39000	0.39000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-05-24	"S"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-06-07	"B"	0.57000	0.57000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-06-07	"S"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-06	"B"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-06	"S"	0.32000	0.32000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-19	"B"	0.54000	0.54000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-19	"S"	0.31000	0.31000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-03	"B"	0.36000	0.36000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-03	"S"	0.30000	0.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-16	"B"	0.40000	0.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-16	"S"	0.30000	0.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-09-20	"B"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-09-20	"S"	0.28000	0.28000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-10-04	"B"	0.52000	0.52000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-10-04	"S"	0.28000	0.28000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-11-01	"B"	0.44000	0.44000	" "	""	NA	""	""	""	""	""
