"station"	"date"	"layer"	"tdn..Data.values"	"tdn..Data.value2"	"tdn.remark.codes"	"tdn.value.codes"	"tdn.reporting.level"	"tdn.reporting.method"	"tdn.reporting.units"	"tdn.analyte.method"	"tdn.analyte.name"	"tdn.unique.code"
"CB5.4"	2012-05-22	"S"	0.22300	0.22300	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-06-07	"B"	0.30600	0.30600	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-06-07	"S"	0.20000	0.20000	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-06-27	"B"	0.25400	0.25400	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-06-27	"S"	0.19900	0.19900	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-07-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-07-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-07-25	"B"	0.47800	0.47800	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-07-25	"S"	0.29100	0.29100	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-08-08	"B"	0.36200	0.36200	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-08-08	"S"	0.23000	0.23000	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-08-22	"B"	0.29500	0.29500	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-08-22	"S"	0.23200	0.23200	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-09-27	"B"	0.29600	0.29600	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-09-27	"S"	0.24600	0.24600	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-10-18	"B"	0.27100	0.27100	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-10-18	"S"	0.24300	0.24300	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-11-30	"B"	0.20500	0.20500	" "	""	NA	""	""	""	""	""
"CB5.4"	2012-11-30	"S"	0.22700	0.22700	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-01-29	"B"	0.22100	0.22100	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-01-29	"S"	0.31800	0.31800	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-02-14	"B"	0.23700	0.23700	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-02-14	"S"	0.27500	0.27500	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-04-16	"B"	0.28500	0.28500	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-04-16	"S"	0.27300	0.27300	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-05-16	"B"	0.24500	0.24500	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-05-16	"S"	0.24500	0.24500	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-06-25	"B"	0.23900	0.23900	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-06-25	"S"	0.20500	0.20500	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-07-16	"B"	0.37400	0.37400	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-07-16	"S"	0.24200	0.24200	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-07-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-07-30	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-08-13	"B"	0.44900	0.44900	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-08-13	"S"	0.25100	0.25100	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-08-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-08-27	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-09-19	"B"	0.28900	0.28900	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-09-19	"S"	0.24100	0.24100	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-10-22	"B"	0.32900	0.32900	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-10-22	"S"	0.24900	0.24900	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-11-14	"B"	0.27300	0.27300	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-11-14	"S"	0.27100	0.27100	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-12-11	"B"	0.22300	0.22300	" "	""	NA	""	""	""	""	""
"CB5.4"	2013-12-11	"S"	0.24600	0.24600	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-02-18	"B"	0.17600	0.17600	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-02-18	"S"	0.29500	0.29500	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-03-20	"B"	0.29600	0.29600	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-03-20	"S"	0.45800	0.45800	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-04-22	"B"	0.27800	0.27800	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-04-22	"S"	0.37800	0.37800	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-05-13	"B"	0.29300	0.29300	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-05-13	"S"	0.49900	0.49900	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-06-03	"B"	0.34200	0.34200	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-06-03	"S"	0.34500	0.34500	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-06-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-06-24	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-07-09	"B"	0.45290	0.45290	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-07-09	"S"	0.21620	0.21620	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-07-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-07-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-08-05	"B"	0.41620	0.41620	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-08-05	"S"	0.25860	0.25860	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-08-27	"B"	0.43900	0.43900	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-08-27	"S"	0.27950	0.27950	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-09-16	"B"	0.35500	0.35500	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-09-16	"S"	0.20170	0.20170	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-10-21	"B"	0.33350	0.33350	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-10-21	"S"	0.27380	0.27380	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-12-16	"B"	0.23380	0.23380	" "	""	NA	""	""	""	""	""
"CB5.4"	2014-12-16	"S"	0.26400	0.26400	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-01-16	"B"	0.23890	0.23890	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-01-16	"S"	0.25610	0.25610	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-03-12	"B"	0.18030	0.18030	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-03-12	"S"	0.27280	0.27280	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-04-07	"B"	0.26640	0.26640	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-04-07	"S"	0.32440	0.32440	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-05-06	"B"	0.25360	0.25360	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-05-06	"S"	0.43740	0.43740	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-06-02	"B"	0.39390	0.39390	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-06-02	"S"	0.24350	0.24350	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-06-23	"B"	0.34130	0.34130	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-06-23	"S"	0.23270	0.23270	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-07-07	"B"	0.44740	0.44740	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-07-07	"S"	0.23720	0.23720	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-08-05	"B"	0.40670	0.40670	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-08-05	"S"	0.23510	0.23510	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-08-26	"B"	0.40580	0.40580	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-08-26	"S"	0.25740	0.25740	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-10-21	"B"	0.35750	0.35750	" "	""	NA	""	""	""	""	""
"CB5.4"	2015-10-21	"S"	0.26970	0.26970	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-01-09	"S"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-02-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-03-11	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-03-26	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-04-08	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-04-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-05-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-05-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-06-03	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-06-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-07-01	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-07-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-08-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-08-28	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-09-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-09-30	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-10-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-10-30	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-11-18	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1985-12-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-01-13	"B"	0.36000	0.36000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-01-13	"S"	0.37500	0.38500	"i"	""	NA	""	""	""	""	""
"LE1.2"	1986-02-10	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-02-10	"S"	0.66000	0.66000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-03-12	"B"	0.89000	0.89000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-03-12	"S"	0.67000	0.67000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-03-26	"B"	0.60000	0.60000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-03-26	"S"	0.70000	0.70000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-04-09	"B"	0.78000	0.78000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-04-09	"S"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-04-23	"S"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-05-07	"B"	0.75000	0.75000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-05-07	"S"	0.36000	0.36000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-05-21	"B"	0.72000	0.72000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-05-21	"S"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-06-03	"B"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-06-03	"S"	0.32000	0.32000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-06-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-06-09	"S"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-06-23	"B"	0.63000	0.63000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-06-23	"S"	0.53500	0.53500	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-07-07	"B"	0.67000	0.67000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-07-07	"S"	0.48500	0.49500	"i"	""	NA	""	""	""	""	""
"LE1.2"	1986-07-21	"B"	0.60000	0.62000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1986-07-21	"S"	0.48500	0.48500	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-08-04	"B"	0.44000	0.44000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-08-04	"S"	0.33500	0.34500	"i"	""	NA	""	""	""	""	""
"LE1.2"	1986-08-18	"B"	0.17000	0.17000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-08-18	"S"	0.21000	0.21000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-02	"B"	0.42000	0.42000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-02	"S"	0.45000	0.45000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-15	"B"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-15	"S"	0.50000	0.50000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-22	"B"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-09-22	"S"	0.45000	0.47000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1986-10-01	"B"	0.57000	0.57000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-10-01	"S"	0.40000	0.42000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1986-10-06	"B"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-10-06	"S"	0.59000	0.59000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-10-22	"B"	0.59000	0.59000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-10-22	"S"	0.64000	0.64000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-11-05	"B"	0.47000	0.47000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-11-05	"S"	0.47000	0.47000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-12-03	"B"	0.37000	0.37000	" "	""	NA	""	""	""	""	""
"LE1.2"	1986-12-03	"S"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-01-19	"B"	0.70000	0.70000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-01-19	"S"	0.55000	0.55000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-02-02	"B"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-02-02	"S"	0.56000	0.56000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-03-16	"B"	0.66000	0.66000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-03-16	"S"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-03-30	"B"	0.73000	0.73000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-03-30	"S"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-04-13	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-04-13	"S"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-04-27	"B"	0.60000	0.60000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-04-27	"S"	0.78000	0.78000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-05-11	"B"	0.63000	0.63000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-05-11	"S"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-05-26	"B"	0.57000	0.57000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-05-26	"S"	0.47000	0.47000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-06-08	"B"	0.67000	0.67000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-06-08	"S"	0.45000	0.47000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1987-06-22	"B"	0.50000	0.52000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1987-06-22	"S"	0.45000	0.47000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1987-07-13	"B"	0.70000	0.70000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-07-13	"S"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-07-27	"B"	0.58000	0.58000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-07-27	"S"	0.45000	0.47000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1987-08-10	"B"	0.62000	0.62000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-08-10	"S"	0.53000	0.55000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1987-08-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-08-24	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-09-08	"B"	1.02000	1.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-09-08	"S"	0.91000	0.91000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-09-21	"B"	0.73000	0.73000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-09-21	"S"	0.72000	0.72000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-10-13	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-10-13	"S"	0.65500	0.65500	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-10-26	"B"	0.63000	0.63000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-10-26	"S"	0.55000	0.57000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1987-11-09	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-11-09	"S"	0.58000	0.58000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-12-09	"B"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"LE1.2"	1987-12-09	"S"	0.56000	0.56000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-01-06	"B"	0.66000	0.66000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-01-06	"S"	0.68000	0.68000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-02-08	"B"	0.63000	0.63000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-02-08	"S"	0.56000	0.56000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-03-07	"B"	0.70000	0.70000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-03-07	"S"	0.48500	0.48500	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-03-21	"B"	0.63000	0.63000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-03-21	"S"	0.48500	0.48500	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-04-04	"B"	0.92000	0.92000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-04-04	"S"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-04-18	"B"	0.55000	0.55000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-04-18	"S"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-05-02	"B"	0.73000	0.73000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-05-02	"S"	0.60000	0.60000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-05-16	"B"	0.73000	0.73000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-05-16	"S"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-06-13	"B"	0.64000	0.64000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-06-13	"S"	0.58500	0.58500	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-06-27	"B"	0.93000	0.93000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-06-27	"S"	0.62000	0.62000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-07-11	"B"	0.64000	0.64000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-07-11	"S"	0.46000	0.47000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1988-07-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-07-25	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-08-16	"B"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-08-16	"S"	0.53000	0.53000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-08-29	"B"	0.74000	0.74000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-08-29	"S"	0.64500	0.64500	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-09-13	"B"	0.59000	0.59000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-09-13	"S"	0.60000	0.60000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-09-26	"B"	0.61000	0.61000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-09-26	"S"	0.60000	0.60000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-10-10	"B"	0.67000	0.67000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-10-10	"S"	0.69500	0.69500	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-10-24	"B"	0.65000	0.65000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-10-24	"S"	0.52500	0.52500	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-11-28	"B"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-11-28	"S"	0.49000	0.49000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-12-12	"B"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"LE1.2"	1988-12-12	"S"	0.54500	0.54500	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-01-09	"B"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-01-09	"S"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-02-07	"B"	0.52000	0.52000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-02-07	"S"	0.44000	0.44000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-03-13	"B"	0.47000	0.47000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-03-13	"S"	0.59500	0.59500	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-03-27	"B"	0.84000	0.84000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-03-27	"S"	0.95000	0.95000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-04-10	"B"	0.67000	0.67000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-04-10	"S"	0.78500	0.78500	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-04-24	"B"	0.90000	0.90000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-04-24	"S"	0.57000	0.57000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-08	"B"	0.75000	0.75000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-08	"S"	0.52000	0.52000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-22	"B"	0.85000	0.85000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-22	"S"	0.57000	0.57000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-05	"B"	0.71000	0.71000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-05	"S"	0.43500	0.43500	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-19	"B"	0.92000	0.92000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-19	"S"	0.40000	0.42000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1989-07-05	"B"	0.82000	0.82000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-05	"S"	0.64000	0.64000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-19	"B"	0.79000	0.79000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-19	"S"	0.37500	0.39500	"i"	""	NA	""	""	""	""	""
"LE1.2"	1989-08-07	"B"	0.52000	0.52000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-08-07	"S"	0.35000	0.37000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1989-08-21	"B"	0.67000	0.67000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-08-21	"S"	0.55000	0.55000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-09-05	"B"	0.62000	0.62000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-09-05	"S"	0.63000	0.63000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-16	"B"	0.39000	0.39000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-16	"S"	0.33000	0.33000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-31	"B"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-31	"S"	0.27500	0.27500	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-11-27	"B"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-11-27	"S"	0.40000	0.42000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1989-12-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-12-18	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-01-16	"B"	0.52000	0.52000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-01-16	"S"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-02-13	"B"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-02-13	"S"	0.62000	0.62000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-12	"B"	0.87000	0.87000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-12	"S"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-27	"B"	0.88000	0.88000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-27	"S"	0.54500	0.54500	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-09	"S"	0.62000	0.62000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-23	"B"	0.46000	0.46000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-23	"S"	0.20000	0.22000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1990-05-09	"B"	0.43000	0.43000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-05-09	"S"	0.17000	0.17000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-05-23	"B"	0.51000	0.51000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-05-23	"S"	0.24000	0.24000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-06-06	"B"	0.48000	0.48000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-06-06	"S"	0.27000	0.27000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-06-20	"B"	0.41000	0.41000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-06-20	"S"	0.28500	0.28500	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-07-12	"B"	0.68000	0.68000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-07-12	"S"	0.37000	0.37000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-07-24	"B"	0.55000	0.55000	" "	""	NA	""	""	""	""	""
