"station"	"date"	"layer"	"nh4f..Data.values"	"nh4f..Data.value2"	"nh4f.remark.codes"	"nh4f.value.codes"	"nh4f.reporting.level"	"nh4f.reporting.method"	"nh4f.reporting.units"	"nh4f.analyte.method"	"nh4f.analyte.name"	"nh4f.unique.code"
"CB3.3C"	2013-09-17	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-10-14	"B"	 0.02650	 0.02650	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-10-14	"S"	 0.04800	 0.04800	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-11-20	"B"	 0.04750	 0.04750	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-11-20	"S"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-12-10	"B"	 0.05700	 0.05700	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-12-10	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-02-19	"B"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-02-19	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-03-19	"B"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-03-19	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-01	"B"	 0.22600	 0.22600	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-01	"S"	 0.21900	 0.21900	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-13	"B"	 0.19300	 0.19300	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-13	"S"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-06-03	"B"	 0.27400	 0.27400	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-06-03	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-08	"B"	 0.41100	 0.41100	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-08	"S"	 0.04500	 0.04500	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-05	"B"	 0.18100	 0.18100	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-05	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-26	"B"	 0.24650	 0.24650	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-26	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-09-16	"B"	 0.05300	 0.05300	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-09-16	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-10-21	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-10-21	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-11-19	"B"	 0.10650	 0.10650	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-11-19	"S"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-12-16	"B"	 0.05000	 0.05000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-12-16	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-01-14	"B"	 0.06700	 0.06700	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-01-14	"S"	 0.04900	 0.04900	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-02-11	"B"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-02-11	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-03-17	"B"	 0.03150	 0.03150	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-03-17	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-04-07	"B"	 0.06300	 0.06300	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-04-07	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-05-06	"B"	 0.22050	 0.22050	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-05-06	"S"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-02	"B"	 0.23100	 0.23100	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-02	"S"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-23	"B"	 0.27900	 0.27900	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-23	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-07-07	"B"	 0.32850	 0.32850	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-07-07	"S"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-04	"B"	 0.28350	 0.28350	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-04	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-25	"B"	 0.07300	 0.07300	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-25	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-09-15	"B"	 0.12000	 0.12000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-09-15	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-07	"B"	 0.05700	 0.05700	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-07	"S"	 0.03800	 0.03800	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-20	"B"	 0.13000	 0.13000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-20	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-11-17	"B"	 0.13550	 0.13550	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-11-17	"S"	 0.03200	 0.03200	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-01-14	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-01-14	"S"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-02-11	"B"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-02-11	"S"	 0.00000	 0.04000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-03-04	"B"	 0.02900	 0.02900	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-03-04	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-03-19	"B"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-03-19	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-04-08	"B"	 0.08500	 0.08500	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-04-08	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-04-22	"B"	 0.12600	 0.12600	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-04-22	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-05-06	"B"	 0.11400	 0.11400	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-05-06	"S"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-05-20	"B"	 0.20400	 0.20400	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-05-20	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-06-03	"B"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-06-03	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-06-17	"B"	 0.23800	 0.23800	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-06-17	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-07-08	"B"	 0.19900	 0.19900	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-07-08	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-07-22	"B"	 0.28600	 0.28600	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-07-22	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-08-06	"B"	 0.34700	 0.34700	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-08-06	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-08-19	"B"	 0.26900	 0.26900	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-08-19	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-09-09	"B"	 0.28000	 0.28000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-09-09	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-09-23	"B"	 0.17600	 0.17600	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-09-23	"S"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-10-07	"B"	 0.19600	 0.19600	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-10-07	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-10-21	"B"	 0.18800	 0.18800	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-10-21	"S"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-11-12	"B"	 0.16500	 0.16500	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-11-12	"S"	 0.06800	 0.06800	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-12-09	"B"	 0.11900	 0.11900	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-12-09	"S"	 0.11200	 0.11200	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-01-06	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-01-06	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1986-02-10	"B"	 0.05000	 0.05000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-02-10	"S"	 0.03900	 0.03900	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-03-10	"B"	 0.07500	 0.07500	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-03-10	"S"	 0.04900	 0.04900	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-03-24	"B"	 0.06100	 0.06100	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-03-24	"S"	 0.08800	 0.08800	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-04-07	"B"	 0.08300	 0.08300	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-04-07	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-04-21	"B"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-04-21	"S"	 0.02200	 0.02200	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-05-12	"B"	 0.08500	 0.08500	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-05-12	"S"	 0.02800	 0.02800	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-05-26	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-06-09	"B"	 0.19800	 0.19800	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-06-09	"S"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-06-23	"B"	 0.29800	 0.29800	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-06-23	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-07-15	"B"	 0.25500	 0.25500	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-07-15	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-07-28	"B"	 0.15000	 0.15000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-07-28	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-08-11	"B"	 0.33800	 0.33800	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-08-11	"S"	 0.04900	 0.04900	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-08-25	"B"	 0.26400	 0.26400	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-08-25	"S"	 0.10500	 0.10500	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-09-08	"B"	 0.15600	 0.15600	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-09-08	"S"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-09-22	"B"	 0.27100	 0.27100	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-09-22	"S"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-10-08	"B"	 0.17900	 0.17900	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-10-08	"S"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-10-27	"B"	 0.16200	 0.16200	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-10-27	"S"	 0.08100	 0.08100	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-11-17	"B"	 0.11600	 0.11600	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-11-17	"S"	 0.06400	 0.06400	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-12-08	"B"	 0.11400	 0.11400	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-12-08	"S"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-01-05	"B"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-01-05	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-02-24	"B"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-02-24	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-03-09	"B"	 0.04400	 0.04400	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-03-09	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-03-24	"B"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-03-24	"S"	 0.07100	 0.07100	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-04-06	"B"	 0.07400	 0.07400	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-04-06	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-04-20	"B"	 0.05800	 0.05800	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-04-20	"S"	 0.02900	 0.02900	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-05-06	"B"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-05-06	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-05-18	"B"	 0.18000	 0.18000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-05-18	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-06-01	"B"	 0.17000	 0.17000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-06-01	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-06-15	"B"	 0.21200	 0.21200	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-06-15	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-07-06	"B"	 0.37100	 0.37100	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-07-06	"S"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-07-20	"B"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-07-20	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-08-03	"B"	 0.18000	 0.18000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-08-03	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-08-17	"B"	 0.25600	 0.25600	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-08-17	"S"	 0.07900	 0.07900	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-09-01	"B"	 0.24100	 0.24100	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-09-01	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-09-14	"B"	 0.34900	 0.34900	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-09-14	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-10-05	"B"	 0.12500	 0.12500	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-10-05	"S"	 0.05600	 0.05600	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-10-19	"B"	 0.13700	 0.13700	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-10-19	"S"	 0.04200	 0.04200	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-11-16	"B"	 0.10100	 0.10100	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-11-16	"S"	 0.08400	 0.08400	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-12-14	"B"	 0.09500	 0.09500	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-12-14	"S"	 0.02800	 0.02800	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-01-11	"B"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-01-11	"S"	 0.02800	 0.02800	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-02-22	"B"	 0.04400	 0.04400	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-02-22	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-03-16	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-03-16	"S"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-03-29	"B"	 0.09300	 0.09300	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-03-29	"S"	 0.03200	 0.03200	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-04-11	"B"	 0.04400	 0.04400	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-04-11	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-04-25	"B"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-04-25	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-05-09	"B"	 0.06400	 0.06400	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-05-09	"S"	 0.00000	 0.00500	"<"	""	NA	""	""	""	""	""
"CB5.1"	1988-05-23	"B"	 0.03900	 0.03900	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-05-23	"S"	 0.00000	 0.00500	"<"	""	NA	""	""	""	""	""
"CB5.1"	1988-06-06	"B"	 0.18100	 0.18100	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-06-06	"S"	 0.00000	 0.00500	"<"	""	NA	""	""	""	""	""
"CB5.1"	1988-06-20	"B"	 0.28200	 0.28200	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-06-20	"S"	 0.00000	 0.00500	"<"	""	NA	""	""	""	""	""
"CB5.1"	1988-07-05	"B"	 0.09400	 0.09400	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-07-05	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-07-18	"B"	 0.18100	 0.18100	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-07-18	"S"	 0.09100	 0.09100	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-08-08	"B"	 0.23000	 0.23000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-08-08	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-08-22	"B"	 0.22400	 0.22400	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-08-22	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1988-09-06	"B"	 0.18300	 0.18300	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-09-06	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1988-09-21	"B"	 0.06700	 0.06700	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-09-21	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1988-10-03	"B"	 0.07100	 0.07100	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-10-03	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-10-18	"B"	 0.15300	 0.15300	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-10-18	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-11-22	"B"	 0.07800	 0.07800	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-11-22	"S"	 0.06400	 0.06400	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-12-05	"B"	 0.06300	 0.06300	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-12-05	"S"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-01-17	"B"	 0.04100	 0.04100	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-01-17	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-02-13	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-02-13	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-06	"B"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-06	"S"	 0.02800	 0.02800	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-20	"B"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-20	"S"	 0.02800	 0.02800	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-03	"B"	 0.05800	 0.05800	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-03	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-17	"B"	 0.08700	 0.08700	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-17	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-01	"B"	 0.05200	 0.05200	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-01	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1989-05-15	"B"	 0.13100	 0.13100	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-15	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1989-06-12	"B"	 0.18800	 0.18800	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-12	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-26	"B"	 0.25600	 0.25600	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-26	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-10	"B"	 0.22400	 0.22400	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-10	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1989-07-24	"B"	 0.30400	 0.30400	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-24	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-14	"B"	 0.24100	 0.24100	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-14	"S"	 0.03900	 0.03900	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-28	"B"	 0.34200	 0.34200	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-28	"S"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-09-11	"B"	 0.08800	 0.08800	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-09-11	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1989-09-25	"B"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1989-09-25	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1989-10-09	"B"	 0.03800	 0.03800	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-10-09	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-10-23	"B"	 0.12700	 0.12700	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-10-23	"S"	 0.04900	 0.04900	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-11-13	"B"	 0.14400	 0.14400	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-11-13	"S"	 0.05400	 0.05400	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-12-11	"B"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-12-11	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-01-08	"B"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1990-01-08	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1990-02-06	"B"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-02-06	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-03-05	"B"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-03-05	"S"	 0.02900	 0.02900	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-03-19	"B"	 0.03800	 0.03800	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-03-19	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-04-02	"B"	 0.07200	 0.07200	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-04-02	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-04-16	"B"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-04-16	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"CB5.1"	1990-05-14	"B"	 0.09800	 0.09800	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-05-14	"S"	 0.02800	 0.02800	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-05-29	"B"	 0.25500	 0.25500	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-05-29	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-06-11	"B"	 0.16100	 0.16100	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-06-11	"S"	 0.03800	 0.03800	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-06-25	"B"	 0.18700	 0.18700	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-06-25	"S"	 0.03800	 0.03800	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-07-12	"B"	 0.42300	 0.42300	" "	""	NA	""	""	""	""	""
"CB5.1"	1990-07-12	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
