"station"	"date"	"layer"	"nh4f..Data.values"	"nh4f..Data.value2"	"nh4f.remark.codes"	"nh4f.value.codes"	"nh4f.reporting.level"	"nh4f.reporting.method"	"nh4f.reporting.units"	"nh4f.analyte.method"	"nh4f.analyte.name"	"nh4f.unique.code"
"LE1.2"	1995-12-12	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"LE1.2"	1996-01-23	"B"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-01-23	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-02-20	"B"	 0.00100	 0.00100	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-02-20	"S"	 0.00000	 0.00800	"<"	""	NA	""	""	""	""	""
"LE1.2"	1996-03-07	"B"	 0.00000	 0.00800	"<"	""	NA	""	""	""	""	""
"LE1.2"	1996-03-07	"S"	 0.00000	 0.00800	"<"	""	NA	""	""	""	""	""
"LE1.2"	1996-03-21	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-03-21	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-04-04	"B"	 0.09300	 0.09300	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-04-04	"S"	 0.09200	 0.09200	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-04-18	"B"	 0.13800	 0.13800	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-04-18	"S"	 0.23200	 0.23200	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-05-06	"B"	 0.08100	 0.08100	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-05-06	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-05-20	"B"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-05-20	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-06-03	"B"	 0.16300	 0.16300	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-06-03	"S"	 0.00000	 0.00800	"<"	""	NA	""	""	""	""	""
"LE1.2"	1996-06-17	"B"	 0.31200	 0.31200	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-06-17	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-07-02	"B"	 0.37500	 0.37500	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-07-02	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-07-16	"B"	 0.29700	 0.29700	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-07-16	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-08-01	"B"	 0.17000	 0.17000	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-08-01	"S"	 0.08400	 0.08400	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-08-19	"B"	 0.19600	 0.19600	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-08-19	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-09-03	"B"	 0.09500	 0.09500	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-09-03	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-09-16	"B"	 0.16000	 0.16000	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-09-16	"S"	 0.08300	 0.08300	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-10-01	"B"	 0.07200	 0.07200	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-10-01	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-10-17	"B"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-10-17	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-11-14	"B"	 0.02200	 0.02200	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-11-14	"S"	 0.00000	 0.00800	"<"	""	NA	""	""	""	""	""
"LE1.2"	1996-12-16	"B"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-12-16	"S"	 0.07200	 0.07200	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-01-27	"B"	 0.02900	 0.02900	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-01-27	"S"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-02-24	"B"	 0.06600	 0.06600	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-02-24	"S"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-03-11	"B"	 0.07300	 0.07300	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-03-11	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-03-25	"B"	 0.09200	 0.09200	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-03-25	"S"	 0.06300	 0.06300	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-04-08	"B"	 0.09300	 0.09300	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-04-08	"S"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-04-22	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-04-22	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-05-06	"B"	 0.12600	 0.12600	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-05-06	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-05-22	"B"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-05-22	"S"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-06-05	"B"	 0.05700	 0.05700	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-06-05	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-06-19	"B"	 0.19600	 0.19600	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-06-19	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-07-07	"B"	 0.24200	 0.24200	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-07-07	"S"	 0.00000	 0.00800	"<"	""	NA	""	""	""	""	""
"LE1.2"	1997-07-21	"B"	 0.32700	 0.32700	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-07-21	"S"	 0.05200	 0.05200	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-08-04	"B"	 0.15100	 0.15100	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-08-04	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-08-19	"B"	 0.00000	 0.00800	"<"	""	NA	""	""	""	""	""
"LE1.2"	1997-08-19	"S"	 0.00000	 0.00800	"<"	""	NA	""	""	""	""	""
"LE1.2"	1997-09-02	"B"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-09-02	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-09-18	"B"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-09-18	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-10-06	"B"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-10-06	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-10-20	"B"	 0.06100	 0.06100	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-10-20	"S"	 0.05100	 0.05100	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-11-06	"B"	 0.05900	 0.05900	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-11-06	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-12-18	"B"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	1997-12-18	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-01-15	"B"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-01-15	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-02-17	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-02-17	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-03-03	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-03-03	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-03-17	"B"	 0.03200	 0.03200	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-03-17	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-04-13	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-04-13	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-04-27	"B"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-04-27	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-05-14	"B"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-05-14	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-05-26	"B"	 0.17900	 0.17900	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-05-26	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-06-08	"B"	 0.28900	 0.28900	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-06-08	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-06-23	"B"	 0.28100	 0.28100	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-06-23	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-07-13	"B"	 0.21000	 0.21000	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-07-13	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-07-27	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-07-27	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-08-10	"B"	 0.08300	 0.08300	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-08-10	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-08-24	"B"	 0.08700	 0.08700	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-08-24	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-09-08	"B"	 0.11500	 0.11500	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-09-08	"S"	 0.05000	 0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-09-21	"B"	 0.05600	 0.05600	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-09-21	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-10-08	"B"	 0.04200	 0.04200	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-10-08	"S"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-10-22	"B"	 0.03800	 0.03800	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-10-22	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-11-09	"B"	 0.03800	 0.03800	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-11-09	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"LE1.2"	1998-12-07	"B"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"LE1.2"	1998-12-07	"S"	 0.00000	 0.00300	"<"	""	NA	""	""	""	""	""
"LE1.2"	1999-03-08	"B"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-03-08	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-03-22	"B"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-03-22	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-04-05	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-04-05	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-04-19	"B"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-04-19	"S"	 0.00100	 0.00100	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-05-03	"B"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-05-03	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-05-17	"B"	 0.06200	 0.06200	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-05-17	"S"	 0.07600	 0.07600	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-06-01	"B"	 0.16800	 0.16800	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-06-01	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-06-14	"B"	 0.07400	 0.07400	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-06-14	"S"	 0.05100	 0.05100	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-07-01	"B"	 0.12900	 0.12900	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-07-01	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-07-15	"B"	 0.12400	 0.12400	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-07-15	"S"	 0.09200	 0.09200	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-08-12	"B"	 0.03800	 0.03800	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-08-12	"S"	-0.01900	-0.01900	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-08-26	"B"	 0.05400	 0.05400	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-08-26	"S"	 0.00000	 0.00000	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-09-13	"B"	 0.04100	 0.04100	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-09-13	"S"	-0.00100	-0.00100	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-09-27	"B"	 0.07200	 0.07200	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-09-27	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-10-14	"B"	 0.04400	 0.04400	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-10-14	"S"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-10-28	"B"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-10-28	"S"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-11-15	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-11-15	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-12-13	"B"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"LE1.2"	1999-12-13	"S"	-0.00900	-0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-01-10	"B"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-01-10	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-02-07	"B"	 0.00100	 0.00100	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-02-07	"S"	-0.00300	-0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-03-07	"B"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-03-07	"S"	-0.00100	-0.00100	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-03-21	"B"	-0.00100	-0.00100	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-03-21	"S"	-0.00500	-0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-04-04	"B"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-04-04	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-04-18	"B"	-0.00400	-0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-04-18	"S"	-0.00200	-0.00200	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-05-04	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-05-04	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-05-18	"B"	 0.20000	 0.20000	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-05-18	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-06-01	"B"	 0.16600	 0.16600	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-06-01	"S"	-0.00400	-0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-06-19	"B"	 0.29000	 0.29000	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-06-19	"S"	 0.00000	 0.00000	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-07-03	"B"	 0.15900	 0.15900	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-07-03	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-07-17	"B"	 0.24400	 0.24400	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-07-17	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-08-01	"B"	 0.09400	 0.09400	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-08-01	"S"	-0.00200	-0.00200	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-08-14	"B"	 0.12900	 0.12900	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-08-14	"S"	 0.04800	 0.04800	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-08-28	"B"	 0.00100	 0.00100	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-08-28	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-09-18	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-09-18	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-10-16	"B"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-10-16	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-10-30	"B"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-10-30	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-11-16	"B"	 0.04700	 0.04700	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-11-16	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-12-12	"B"	 0.02200	 0.02200	" "	""	NA	""	""	""	""	""
"LE1.2"	2000-12-12	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-01-17	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-01-17	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-02-08	"B"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-02-08	"S"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-03-12	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-03-12	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-03-28	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-03-28	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-04-11	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-04-11	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-04-26	"B"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-04-26	"S"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-05-11	"B"	 0.06500	 0.06500	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-05-11	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-05-24	"B"	 0.28400	 0.28400	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-05-24	"S"	 0.03200	 0.03200	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-06-07	"B"	 0.16600	 0.16600	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-06-07	"S"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-06-21	"B"	 0.16400	 0.16400	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-06-21	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-07-05	"B"	 0.14700	 0.14700	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-07-05	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-07-19	"B"	 0.12000	 0.12000	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-07-19	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-08-06	"B"	 0.05800	 0.05800	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-08-06	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-08-20	"B"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-08-20	"S"	 0.11500	 0.11500	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-09-06	"B"	 0.03200	 0.03200	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-09-06	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-09-20	"B"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-09-20	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-10-04	"B"	 0.04200	 0.04200	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-10-04	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-10-22	"B"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-10-22	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-11-06	"B"	-0.01300	-0.01300	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-11-06	"S"	-0.02100	-0.02100	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-12-06	"B"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"LE1.2"	2001-12-06	"S"	 0.07100	 0.07100	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-01-17	"B"	-0.00500	-0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-01-17	"S"	-0.00200	-0.00200	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-02-12	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-02-12	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-03-04	"B"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-03-04	"S"	 0.00100	 0.00100	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-03-18	"B"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-03-18	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-04-01	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-04-01	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-04-15	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-04-15	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-05-13	"B"	 0.08500	 0.08500	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-05-13	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-05-28	"B"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-05-28	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-06-10	"B"	 0.09900	 0.09900	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-06-10	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-06-24	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-06-24	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-07-09	"B"	 0.05400	 0.05400	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-07-09	"S"	-0.00600	-0.00600	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-07-25	"B"	 0.03200	 0.03200	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-07-25	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-08-08	"B"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-08-08	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-08-22	"B"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-08-22	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-09-09	"B"	 0.03900	 0.03900	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-09-09	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-09-23	"B"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-09-23	"S"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-10-08	"B"	 0.04200	 0.04200	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-10-08	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-10-24	"B"	 0.08500	 0.08500	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-10-24	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-11-07	"B"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-11-07	"S"	 0.02200	 0.02200	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-12-09	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"LE1.2"	2002-12-09	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-01-06	"B"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-01-06	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-02-06	"B"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-02-06	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	2003-03-06	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
