"station"	"date"	"layer"	"tss..Data.values"	"tss..Data.value2"	"tss.remark.codes"	"tss.value.codes"	"tss.reporting.level"	"tss.reporting.method"	"tss.reporting.units"	"tss.analyte.method"	"tss.analyte.name"	"tss.unique.code"
"CB3.3C"	2012-06-26	"B"	   4.20000	   4.20000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-06-26	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-07-24	"B"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-07-24	"S"	   9.60000	   9.60000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-07	"B"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-07	"S"	   8.40000	   8.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-21	"B"	  19.40000	  19.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-21	"S"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-09-20	"B"	   8.60000	   8.60000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-09-20	"S"	   4.40000	   4.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-10-16	"B"	  25.40000	  25.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-10-16	"S"	   4.30000	   4.30000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-11-15	"B"	  26.40000	  26.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-11-15	"S"	   7.70000	   7.70000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-12-11	"B"	 100.35000	 100.35000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-12-11	"S"	   6.40000	   6.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-01-17	"B"	  19.35000	  19.35000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-01-17	"S"	   8.50000	   8.50000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-02-12	"B"	  23.60000	  23.60000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-02-12	"S"	  11.20000	  11.20000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-03-20	"B"	  17.50000	  17.50000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-03-20	"S"	   4.40000	   4.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-04-16	"B"	   8.40000	   8.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-04-16	"S"	   6.40000	   6.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-05-14	"B"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-05-14	"S"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-04	"B"	  11.00000	  11.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-04	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-25	"B"	  57.00000	  57.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-25	"S"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-07-16	"B"	   4.85000	   4.85000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-07-16	"S"	   8.80000	   8.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-08-13	"B"	   6.35000	   6.35000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-08-13	"S"	   6.40000	   6.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-09-17	"B"	  14.80000	  14.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-09-17	"S"	   8.40000	   8.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-10-14	"B"	  10.40000	  10.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-10-14	"S"	   5.20000	   5.20000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-11-20	"B"	  16.40000	  16.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-11-20	"S"	   9.60000	   9.60000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-12-10	"B"	  19.40000	  19.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-12-10	"S"	   6.80000	   6.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-02-19	"B"	  22.40000	  22.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-02-19	"S"	   3.40000	   3.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-03-19	"B"	  25.40000	  25.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-03-19	"S"	   4.80000	   4.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-01	"B"	  23.20000	  23.20000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-01	"S"	   7.60000	   7.60000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-13	"B"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-13	"S"	   7.60000	   7.60000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-06-03	"B"	   5.70000	   5.70000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-06-03	"S"	   8.30000	   8.30000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-08	"B"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-08	"S"	  12.80000	  12.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-05	"B"	  13.95000	  13.95000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-05	"S"	  10.80000	  10.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-26	"B"	   7.65000	   7.65000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-26	"S"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-09-16	"B"	  10.40000	  10.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-09-16	"S"	  10.80000	  10.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-10-21	"B"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-10-21	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-11-19	"B"	  32.00000	  32.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-11-19	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-12-16	"B"	  17.40000	  17.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-12-16	"S"	   6.40000	   6.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-01-14	"B"	   8.10000	   8.10000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-01-14	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-02-11	"B"	  21.40000	  21.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-02-11	"S"	   7.20000	   7.20000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-03-17	"B"	  34.50000	  34.50000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-03-17	"S"	   5.40000	   5.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-04-07	"B"	  14.35000	  14.35000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-04-07	"S"	   3.60000	   3.60000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-05-06	"B"	  22.50000	  22.50000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-05-06	"S"	   4.50000	   4.50000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-02	"B"	   5.75000	   5.75000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-02	"S"	   9.20000	   9.20000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-23	"B"	   6.70000	   6.70000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-06-23	"S"	   4.80000	   4.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-07-07	"B"	  56.65000	  56.65000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-07-07	"S"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-04	"B"	   5.70000	   5.70000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-04	"S"	   8.80000	   8.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-25	"B"	   7.85000	   7.85000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-08-25	"S"	  10.40000	  10.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-09-15	"B"	   2.35000	   2.35000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-09-15	"S"	   6.40000	   6.40000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-07	"B"	   6.75000	   6.75000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-07	"S"	   3.80000	   3.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-20	"B"	   2.80000	   2.80000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-10-20	"S"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-11-17	"B"	   5.60000	   5.60000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2015-11-17	"S"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-01-14	"B"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-01-14	"S"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-02-11	"B"	  64.00000	  64.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-02-11	"S"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-03-04	"B"	  28.00000	  28.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-03-04	"S"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-03-19	"B"	  64.00000	  64.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-03-19	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-04-08	"B"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-04-08	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-04-22	"B"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-04-22	"S"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-05-06	"B"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-05-06	"S"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1985-05-20	"B"	   7.60000	   7.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-05-20	"S"	   7.20000	   7.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-06-03	"B"	   9.90000	   9.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-06-03	"S"	  10.10000	  10.10000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-06-17	"B"	   6.40000	   6.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-06-17	"S"	   6.90000	   6.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-07-08	"B"	  16.60000	  16.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-07-08	"S"	   9.60000	   9.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-07-22	"B"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-07-22	"S"	   5.70000	   5.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-08-06	"B"	  10.10000	  10.10000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-08-06	"S"	   9.60000	   9.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-08-19	"B"	   4.40000	   4.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-08-19	"S"	   5.10000	   5.10000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-09-09	"B"	   3.20000	   3.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-09-09	"S"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-09-23	"B"	  17.30000	  17.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-09-23	"S"	   7.40000	   7.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-10-07	"B"	  22.80000	  22.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-10-07	"S"	  19.80000	  19.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-10-21	"B"	  10.20000	  10.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-10-21	"S"	   4.30000	   4.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-11-12	"B"	  21.90000	  21.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-11-12	"S"	   5.40000	   5.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-12-09	"B"	  34.70000	  34.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1985-12-09	"S"	   2.10000	   2.10000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-01-06	"B"	  15.80000	  15.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-01-06	"S"	   5.40000	   5.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-02-10	"B"	  22.50000	  22.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-02-10	"S"	   4.20000	   4.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-03-10	"B"	   5.10000	   5.10000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-03-10	"S"	   6.50000	   6.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-03-24	"B"	   8.60000	   8.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-03-24	"S"	   5.80000	   5.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-04-07	"B"	  85.80000	  85.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-04-07	"S"	   4.60000	   4.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-04-21	"B"	  14.60000	  14.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-04-21	"S"	   4.60000	   4.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-05-12	"B"	  13.30000	  13.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-05-12	"S"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1986-05-26	"S"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1986-06-09	"B"	  14.40000	  14.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-06-09	"S"	   5.20000	   5.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-06-23	"B"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-06-23	"S"	   6.20000	   6.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-07-15	"B"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1986-07-15	"S"	   6.40000	   6.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-07-28	"B"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1986-07-28	"S"	   4.60000	   4.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-08-11	"B"	   6.50000	   6.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-08-11	"S"	   6.20000	   6.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-08-25	"B"	   5.60000	   5.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-08-25	"S"	   5.90000	   5.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-09-08	"B"	  15.40000	  15.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-09-08	"S"	   4.70000	   4.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-09-22	"B"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-09-22	"S"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1986-10-08	"B"	   8.50000	   8.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-10-08	"S"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1986-10-27	"B"	  15.20000	  15.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-10-27	"S"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1986-11-17	"B"	  12.80000	  12.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-11-17	"S"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1986-12-08	"B"	   9.90000	   9.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1986-12-08	"S"	   4.20000	   4.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-01-05	"B"	  24.60000	  24.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-01-05	"S"	   5.30000	   5.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-02-24	"B"	  67.60000	  67.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-02-24	"S"	   6.80000	   6.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-03-09	"B"	  11.30000	  11.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-03-09	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-03-24	"B"	  13.20000	  13.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-03-24	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-04-06	"B"	  11.80000	  11.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-04-06	"S"	   5.60000	   5.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-04-20	"B"	  11.60000	  11.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-04-20	"S"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-05-06	"B"	  15.30000	  15.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-05-06	"S"	   6.50000	   6.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-05-18	"B"	   4.40000	   4.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-05-18	"S"	   4.20000	   4.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-06-01	"B"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-06-01	"S"	   9.30000	   9.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-06-15	"B"	   6.70000	   6.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-06-15	"S"	   5.20000	   5.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-07-06	"B"	  10.40000	  10.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-07-06	"S"	   5.40000	   5.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-07-20	"B"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1987-07-20	"S"	   0.00000	   4.00000	"<"	""	NA	""	""	""	""	""
"CB5.1"	1987-08-03	"B"	   2.50000	   2.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-08-03	"S"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-08-17	"B"	   2.60000	   2.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-08-17	"S"	   6.70000	   6.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-09-01	"B"	   4.20000	   4.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-09-01	"S"	   5.20000	   5.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-09-14	"B"	   3.80000	   3.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-09-14	"S"	   6.20000	   6.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-10-05	"B"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-10-05	"S"	   5.30000	   5.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-10-19	"B"	  12.40000	  12.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-10-19	"S"	   3.80000	   3.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-11-16	"B"	   6.80000	   6.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-11-16	"S"	   3.90000	   3.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-12-14	"B"	   7.10000	   7.10000	" "	""	NA	""	""	""	""	""
"CB5.1"	1987-12-14	"S"	   4.90000	   4.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-01-11	"B"	  11.50000	  11.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-01-11	"S"	   3.60000	   3.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-02-22	"B"	  31.20000	  31.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-02-22	"S"	   5.60000	   5.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-03-16	"B"	  59.50000	  59.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-03-16	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-03-29	"B"	  13.70000	  13.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-03-29	"S"	   3.20000	   3.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-04-11	"B"	  12.80000	  12.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-04-11	"S"	  12.30000	  12.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-04-25	"B"	  35.20000	  35.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-04-25	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-05-09	"B"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-05-09	"S"	   5.60000	   5.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-05-23	"B"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-05-23	"S"	   3.40000	   3.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-06-06	"B"	  12.40000	  12.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-06-06	"S"	   4.20000	   4.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-06-20	"B"	   4.50000	   4.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-06-20	"S"	   4.70000	   4.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-07-05	"B"	   6.60000	   6.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-07-05	"S"	   4.40000	   4.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-07-18	"B"	   3.20000	   3.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-07-18	"S"	   5.90000	   5.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-08-08	"B"	  22.60000	  22.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-08-08	"S"	   5.20000	   5.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-08-22	"B"	   6.80000	   6.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-08-22	"S"	   9.40000	   9.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-09-06	"B"	   4.40000	   4.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-09-06	"S"	   3.90000	   3.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-09-21	"B"	  15.90000	  15.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-09-21	"S"	  11.80000	  11.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-10-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-10-03	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-10-18	"B"	  10.50000	  10.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-10-18	"S"	   5.40000	   5.40000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-11-22	"B"	  19.80000	  19.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-11-22	"S"	   7.70000	   7.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-12-05	"B"	  92.20000	  92.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1988-12-05	"S"	   2.90000	   2.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-01-17	"B"	  18.80000	  18.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-01-17	"S"	   2.50000	   2.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-02-13	"B"	  24.90000	  24.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-02-13	"S"	   2.90000	   2.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-06	"B"	  26.90000	  26.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-06	"S"	   3.60000	   3.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-20	"B"	  39.50000	  39.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-03-20	"S"	   4.10000	   4.10000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-03	"B"	  14.90000	  14.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-03	"S"	   4.60000	   4.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-17	"B"	   9.70000	   9.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-04-17	"S"	   4.30000	   4.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-01	"B"	  30.30000	  30.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-01	"S"	   2.80000	   2.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-15	"B"	   6.70000	   6.70000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-05-15	"S"	   2.90000	   2.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-12	"B"	  10.10000	  10.10000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-12	"S"	   4.30000	   4.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-26	"B"	   2.90000	   2.90000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-06-26	"S"	   5.80000	   5.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-10	"B"	   4.60000	   4.60000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-10	"S"	   8.30000	   8.30000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-24	"B"	   4.20000	   4.20000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-07-24	"S"	   8.50000	   8.50000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-14	"B"	   3.80000	   3.80000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-14	"S"	  12.10000	  12.10000	" "	""	NA	""	""	""	""	""
"CB5.1"	1989-08-28	"B"	   6.50000	   6.50000	" "	""	NA	""	""	""	""	""
