"station"	"date"	"layer"	"tss..Data.values"	"tss..Data.value2"	"tss.remark.codes"	"tss.value.codes"	"tss.reporting.level"	"tss.reporting.method"	"tss.reporting.units"	"tss.analyte.method"	"tss.analyte.name"	"tss.unique.code"
"LE3.1"	1988-08-02	"B"	   2.00000	   2.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-02	"S"	   2.00000	   2.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-16	"B"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-16	"S"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-13	"B"	  28.00000	  28.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-13	"S"	  32.00000	  32.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-28	"B"	  25.00000	  25.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-28	"S"	  31.00000	  31.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-12	"B"	  32.00000	  32.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-12	"S"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-27	"B"	  22.00000	  22.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-27	"S"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-11-15	"B"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-11-15	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-12-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-12-14	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-01-18	"B"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-01-18	"S"	   3.50000	   3.50000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-02-07	"B"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-02-07	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-03-29	"B"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-03-29	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-04-12	"B"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-04-12	"S"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-04-20	"B"	  21.00000	  21.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-04-20	"S"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-04	"B"	  21.00000	  21.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-04	"S"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-18	"B"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-18	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-05	"B"	  36.00000	  36.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-05	"S"	  21.00000	  21.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-19	"B"	  21.00000	  21.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-19	"S"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-07-05	"B"	  71.00000	  71.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-07-05	"S"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-07-18	"B"	  17.00000	  17.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-07-18	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-08-02	"B"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-08-02	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-08-17	"B"	  39.00000	  39.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-08-17	"S"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-09-05	"B"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-09-05	"S"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-09-18	"B"	  55.00000	  55.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-09-18	"S"	  27.00000	  27.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-02	"B"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-02	"S"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-16	"B"	  17.00000	  17.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-16	"S"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-11-01	"B"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-11-01	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-12-07	"B"	  11.00000	  11.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-12-07	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-01-16	"B"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-01-16	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-02-12	"B"	  30.00000	  30.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-02-12	"S"	  28.00000	  28.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-12	"B"	  33.00000	  33.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-12	"S"	  31.00000	  31.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-27	"S"	  36.00000	  36.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-04-09	"B"	  36.00000	  36.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-04-09	"S"	  25.00000	  25.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-04-24	"B"	  70.00000	  70.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-04-24	"S"	  26.00000	  26.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-05-08	"B"	 160.00000	 160.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-05-08	"S"	  21.00000	  21.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-05-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-05-24	"S"	  23.00000	  23.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-06-25	"B"	  60.00000	  60.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-06-25	"S"	  38.00000	  38.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-07-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-07-09	"S"	  38.00000	  38.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-07-23	"B"	  37.00000	  37.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-07-23	"S"	  11.00000	  11.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-08-06	"B"	  30.00000	  30.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-08-06	"S"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-08-21	"B"	  70.00000	  70.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-08-21	"S"	  36.00000	  36.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-09-05	"B"	  29.00000	  29.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-09-05	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-09-20	"B"	  41.00000	  41.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-09-20	"S"	  36.00000	  36.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-10-04	"B"	  33.00000	  33.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-10-04	"S"	  39.00000	  39.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-10-22	"B"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-10-22	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-11-06	"B"	  44.00000	  44.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-11-06	"S"	  34.00000	  34.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-12-11	"B"	  26.00000	  26.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-12-11	"S"	  27.00000	  27.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-01-02	"B"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-01-02	"S"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-02-21	"B"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-02-21	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-03-12	"B"	  64.00000	  64.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-03-12	"S"	  27.00000	  27.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-03-21	"B"	  33.00000	  33.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-03-21	"S"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-01	"B"	  50.00000	  50.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-01	"S"	  31.00000	  31.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-22	"B"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-22	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-30	"B"	  47.00000	  47.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-30	"S"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-05-14	"B"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-05-14	"S"	  25.00000	  25.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-06-11	"B"	  58.00000	  58.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-06-11	"S"	  30.00000	  30.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-06-25	"B"	  22.00000	  22.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-06-25	"S"	  17.00000	  17.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-07-11	"B"	  26.00000	  26.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-07-11	"S"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-07-25	"B"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-07-25	"S"	  11.00000	  11.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-08-08	"B"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-08-08	"S"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-08-22	"B"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-08-22	"S"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-09-10	"B"	  32.00000	  32.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-09-10	"S"	  22.00000	  22.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-09-24	"B"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-09-24	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-10-08	"B"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-10-08	"S"	  11.00000	  11.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-10-23	"B"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-10-23	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-11-07	"B"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-11-07	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-12-09	"B"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-12-09	"S"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-01-07	"B"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-01-07	"S"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-02-04	"B"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-02-04	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-03-05	"B"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-03-05	"S"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-03-25	"B"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-03-25	"S"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-04-08	"B"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-04-08	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-04-16	"B"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-04-16	"S"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-05-11	"B"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-05-11	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-05-18	"B"	  46.00000	  46.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-05-18	"S"	  23.00000	  23.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-06-02	"B"	  82.00000	  82.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-06-02	"S"	  20.00000	  20.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-06-16	"B"	  67.00000	  67.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-06-16	"S"	  26.00000	  26.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-06-30	"B"	   0.00000	   3.00000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1992-06-30	"S"	   0.00000	   3.00000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1992-07-14	"B"	  30.00000	  30.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-07-14	"S"	  26.00000	  26.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-08-11	"B"	  26.00000	  26.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-08-11	"S"	  23.00000	  23.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-08-27	"B"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-08-27	"S"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-09-10	"B"	  20.00000	  20.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-09-10	"S"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-09-28	"B"	  34.00000	  34.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-09-28	"S"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-10-13	"B"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-10-13	"S"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-10-27	"B"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-10-27	"S"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-11-12	"B"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-11-12	"S"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-12-16	"B"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-12-16	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-01-11	"B"	  37.00000	  37.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-01-11	"S"	  34.00000	  34.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-02-08	"B"	  67.00000	  67.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-02-08	"S"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-04-12	"B"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-04-12	"S"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-04-20	"B"	  22.00000	  22.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-04-20	"S"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-05-05	"B"	  73.00000	  73.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-05-05	"S"	  29.00000	  29.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-05-20	"B"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-05-20	"S"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-06-03	"B"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-06-03	"S"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-06-21	"B"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-06-21	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-07-06	"B"	  17.00000	  17.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-07-06	"S"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-07-20	"B"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-07-20	"S"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-08-03	"B"	  28.00000	  28.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-08-03	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-08-17	"S"	  17.00000	  17.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-09-08	"B"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-09-08	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-09-16	"B"	  23.00000	  23.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-09-16	"S"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-10-04	"B"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-10-04	"S"	  11.00000	  11.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-11-22	"B"	   0.00000	   3.00000	"<"	""	NA	""	""	""	""	""
"LE3.1"	1993-11-22	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-12-01	"B"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-12-01	"S"	  11.00000	  11.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-01-11	"B"	  84.00000	  84.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-01-11	"S"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-02-08	"B"	  32.00000	  32.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-02-08	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-03-15	"B"	  21.00000	  21.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-03-15	"S"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-04-12	"B"	  59.00000	  59.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-04-12	"S"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-05-10	"B"	  37.00000	  37.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-05-10	"S"	  26.00000	  26.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-06-07	"B"	  44.00000	  44.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-06-07	"S"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-07-05	"B"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-07-05	"S"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-08-09	"B"	  34.00000	  34.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-08-09	"S"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-09-06	"B"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-09-06	"S"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-10-05	"B"	  26.00000	  26.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-10-05	"S"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-11-15	"B"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-11-15	"S"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-12-01	"B"	 250.00000	 250.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-12-01	"S"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-01-10	"B"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-01-10	"S"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-02-14	"B"	  91.00000	  91.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-02-14	"S"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-03-14	"B"	  42.00000	  42.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-03-14	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-04-06	"B"	  11.00000	  11.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-04-06	"S"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-05-16	"B"	  40.00000	  40.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-05-16	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-06-08	"B"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-06-08	"S"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-07-11	"B"	  66.00000	  66.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-07-11	"S"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-08-10	"B"	   6.00000	   6.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-08-10	"S"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-09-07	"B"	  62.00000	  62.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-09-07	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-10-12	"B"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-10-12	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-11-27	"B"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-11-27	"S"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-12-13	"B"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-12-13	"S"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-02-27	"B"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-02-27	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-03-14	"B"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-03-14	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-04-11	"B"	  32.00000	  32.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-04-11	"S"	  22.00000	  22.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-05-23	"B"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-05-23	"S"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-06-06	"B"	  94.00000	  94.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-06-06	"S"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-07-25	"B"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-07-25	"S"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-08-08	"B"	   3.00000	   3.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-08-08	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-09-19	"B"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-09-19	"S"	   4.00000	   4.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-10-10	"B"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-10-10	"S"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-11-07	"B"	  31.00000	  31.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-11-07	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-12-05	"B"	  20.00000	  20.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1996-12-05	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1997-01-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1997-01-14	"S"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1997-02-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1997-02-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1997-03-13	"B"	  55.00000	  55.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1997-03-13	"S"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1997-04-14	"B"	  45.00000	  45.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1997-04-14	"S"	  48.00000	  48.00000	" "	""	NA	""	""	""	""	""
"LE3.1"	1997-05-08	"B"	  96.00000	  96.00000	" "	""	NA	""	""	""	""	""
