"station"	"date"	"layer"	"do..Data.values"	"do..Data.value2"	"do.remark.codes"	"do.value.codes"	"do.reporting.level"	"do.reporting.method"	"do.reporting.units"	"do.analyte.method"	"do.analyte.name"	"do.unique.code"
"LE1.2"	2009-10-07	"B"	 4.200000	 4.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-10-07	"S"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-11-05	"B"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-11-05	"S"	 9.600000	 9.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-12-03	"B"	 7.900000	 7.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2009-12-03	"S"	11.100000	11.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-01-19	"B"	12.800000	12.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-01-19	"S"	14.000000	14.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-02-16	"B"	12.000000	12.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-02-16	"S"	12.900000	12.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-03-22	"B"	10.100000	10.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-03-22	"S"	12.800000	12.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-04-19	"B"	 8.300000	 8.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-04-19	"S"	 9.300000	 9.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-05-17	"B"	 4.900000	 4.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-05-17	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-06-10	"B"	 0.300000	 0.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-06-10	"S"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-07-08	"B"	 0.900000	 0.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-07-08	"S"	 9.900000	 9.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-08-09	"B"	 2.100000	 2.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-08-09	"S"	 7.500000	 7.500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-09-09	"B"	 1.800000	 1.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-09-09	"S"	 6.300000	 6.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-10-07	"B"	 6.600000	 6.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-10-07	"S"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-11-08	"B"	 8.700000	 8.700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-11-08	"S"	 9.400000	 9.400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-12-07	"B"	10.200000	10.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2010-12-07	"S"	10.700000	10.700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-01-06	"B"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-01-06	"S"	13.500000	13.500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-02-03	"B"	12.800000	12.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-02-03	"S"	13.000000	13.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-03-07	"B"	10.900000	10.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-03-07	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-04-04	"B"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-04-04	"S"	13.400000	13.400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-05-02	"B"	 5.100000	 5.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-05-02	"S"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-06-13	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-06-13	"S"	 5.700000	 5.700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-07-14	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-07-14	"S"	 6.700000	 6.700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-08-16	"B"	 3.100000	 3.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-08-16	"S"	 5.400000	 5.400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-09-13	"B"	 0.400000	 0.400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-09-13	"S"	 9.300000	 9.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-10-13	"B"	 7.600000	 7.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-10-13	"S"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-11-10	"B"	 9.400000	 9.400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-11-10	"S"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-12-05	"B"	 8.900000	 8.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2011-12-05	"S"	12.200000	12.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-01-17	"B"	10.100000	10.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-01-17	"S"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-02-08	"B"	10.700000	10.700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-02-08	"S"	12.600000	12.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-03-08	"B"	 8.000000	 8.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-03-08	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-04-05	"B"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-04-05	"S"	11.300000	11.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-05-08	"B"	 5.100000	 5.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-05-08	"S"	 7.100000	 7.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-06-11	"B"	 3.800000	 3.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-06-11	"S"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-07-02	"B"	 3.600000	 3.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-07-02	"S"	 7.600000	 7.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-08-02	"B"	 4.400000	 4.400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-08-02	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-09-04	"B"	 4.700000	 4.700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-09-04	"S"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-10-01	"B"	 5.800000	 5.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-10-01	"S"	 7.700000	 7.700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-11-01	"B"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-11-01	"S"	 9.700000	 9.700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-12-03	"B"	10.200000	10.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2012-12-03	"S"	11.600000	11.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-01-07	"B"	11.100000	11.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-01-07	"S"	12.800000	12.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-02-04	"B"	11.200000	11.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-02-04	"S"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-03-12	"B"	11.400000	11.400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-03-12	"S"	12.600000	12.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-04-11	"B"	10.900000	10.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-04-11	"S"	13.500000	13.500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-05-09	"B"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-05-09	"S"	 9.100000	 9.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-06-10	"B"	 3.800000	 3.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-06-10	"S"	 8.600000	 8.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-07-08	"B"	 1.700000	 1.700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-07-08	"S"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-08-05	"B"	 1.900000	 1.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-08-05	"S"	 6.500000	 6.500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-09-05	"B"	 0.300000	 0.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-09-05	"S"	 6.600000	 6.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-10-24	"B"	 7.900000	 7.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-10-24	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-11-05	"B"	 7.900000	 7.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-11-05	"S"	 9.500000	 9.500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-12-05	"B"	10.200000	10.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-12-05	"S"	11.500000	11.500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-02-06	"B"	13.000000	13.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-02-06	"S"	13.500000	13.500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-03-12	"B"	12.100000	12.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-03-12	"S"	13.300000	13.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-04-01	"B"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-04-01	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-05-08	"B"	 6.300000	 6.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-05-08	"S"	11.100000	11.100000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-06-12	"B"	 0.500000	 0.500000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-06-12	"S"	 6.600000	 6.600000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-07-30	"B"	 4.300000	 4.300000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-07-30	"S"	 7.200000	 7.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-08-11	"B"	 4.800000	 4.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-08-11	"S"	 6.200000	 6.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-09-22	"B"	 5.200000	 5.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-09-22	"S"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-10-14	"B"	 5.900000	 5.900000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-10-14	"S"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-11-10	"B"	 8.700000	 8.700000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-11-10	"S"	10.800000	10.800000	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-12-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-12-04	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-01-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-01-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-02-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-02-03	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-03-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-03-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-04-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-04-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-05-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-05-19	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-06-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-06-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-07-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-07-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-08-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-08-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-09-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-09-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-10-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-10-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-02-07	"B"	13.000000	13.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-02-07	"S"	13.300000	13.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-03-07	"B"	10.900000	10.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-03-07	"S"	10.700000	10.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-03-20	"B"	10.500000	10.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-03-20	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-04-08	"B"	 8.600000	 8.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-04-08	"S"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-04-18	"B"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-04-18	"S"	 9.400000	 9.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-05-06	"B"	 6.500000	 6.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-05-06	"S"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-05-16	"B"	 5.600000	 5.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-05-16	"S"	 6.300000	 6.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-06-03	"B"	 3.700000	 3.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-06-03	"S"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-06-18	"B"	 3.600000	 3.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-06-18	"S"	 5.600000	 5.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-07-01	"B"	 5.000000	 5.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-07-01	"S"	 5.200000	 5.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-07-23	"B"	 1.700000	 1.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-07-23	"S"	 6.000000	 6.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-08-01	"B"	 5.000000	 5.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-08-01	"S"	 5.300000	 5.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-08-14	"B"	 4.500000	 4.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-08-14	"S"	 6.000000	 6.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-09-03	"B"	 3.300000	 3.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-09-03	"S"	 6.300000	 6.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-09-16	"B"	 5.600000	 5.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-09-16	"S"	 5.900000	 5.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-10-01	"B"	 6.900000	 6.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-10-01	"S"	 7.200000	 7.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-10-15	"B"	 6.100000	 6.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-10-15	"S"	 6.200000	 6.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-11-14	"B"	 6.000000	 6.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-11-14	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-12-16	"B"	 9.400000	 9.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-12-16	"S"	10.000000	10.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-01-22	"B"	11.300000	11.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-01-22	"S"	12.700000	12.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-02-18	"B"	12.000000	12.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-02-18	"S"	14.100000	14.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-03-11	"B"	11.500000	11.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-03-11	"S"	11.700000	11.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-03-25	"B"	10.300000	10.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-03-25	"S"	11.200000	11.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-04-09	"B"	10.100000	10.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-04-09	"S"	10.200000	10.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-04-24	"B"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-04-24	"S"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-05-07	"B"	 7.200000	 7.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-05-07	"S"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-05-22	"B"	 6.700000	 6.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-05-22	"S"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-06-05	"B"	 5.700000	 5.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-06-05	"S"	 5.800000	 5.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-06-23	"B"	 5.900000	 5.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-06-23	"S"	 6.000000	 6.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-07-07	"B"	 2.300000	 2.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-07-07	"S"	 5.800000	 5.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-07-21	"B"	 4.400000	 4.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-07-21	"S"	 4.500000	 4.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-08-05	"B"	 3.100000	 3.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-08-05	"S"	 4.800000	 4.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-08-19	"B"	 5.200000	 5.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-08-19	"S"	 5.500000	 5.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-09-10	"B"	 5.000000	 5.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-09-10	"S"	 5.700000	 5.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-09-22	"B"	 6.400000	 6.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-09-22	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-10-06	"B"	 6.500000	 6.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-10-06	"S"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-10-27	"B"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-10-27	"S"	 8.700000	 8.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-11-24	"B"	 8.600000	 8.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-11-24	"S"	 9.500000	 9.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-12-15	"B"	11.500000	11.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-12-15	"S"	12.100000	12.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-01-05	"B"	10.900000	10.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-01-05	"S"	10.800000	10.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-03	"B"	12.400000	12.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-03	"S"	12.600000	12.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-31	"B"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-31	"S"	12.200000	12.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-04-15	"B"	 9.800000	 9.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-04-15	"S"	10.000000	10.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-04-30	"B"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-04-30	"S"	 9.600000	 9.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-05-14	"B"	 4.000000	 4.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-05-14	"S"	 6.200000	 6.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-02	"B"	 2.300000	 2.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-02	"S"	 7.700000	 7.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-16	"B"	 2.000000	 2.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-16	"S"	 6.000000	 6.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-30	"B"	 4.200000	 4.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-30	"S"	 6.100000	 6.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-07-14	"B"	 4.300000	 4.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-07-14	"S"	 5.400000	 5.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-08-10	"B"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-08-10	"S"	 8.000000	 8.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-08-24	"B"	 5.000000	 5.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-08-24	"S"	 6.400000	 6.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-09-08	"B"	 6.200000	 6.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-09-08	"S"	 6.400000	 6.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-09-23	"B"	 0.700000	 0.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-09-23	"S"	 5.500000	 5.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-10-07	"B"	 7.600000	 7.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-10-07	"S"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-10-26	"S"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-11-05	"B"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-11-05	"S"	 8.600000	 8.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-12-08	"B"	 9.400000	 9.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-12-08	"S"	10.700000	10.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-01-25	"B"	12.000000	12.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-01-25	"S"	12.200000	12.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-02-09	"B"	11.300000	11.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-02-09	"S"	12.500000	12.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-08	"B"	11.200000	11.200000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-08	"S"	12.100000	12.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-22	"B"	 9.300000	 9.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-22	"S"	10.000000	10.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-04-11	"B"	 9.500000	 9.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-04-11	"S"	10.700000	10.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-04-25	"B"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-04-25	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-05-03	"B"	 8.900000	 8.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-05-03	"S"	 9.300000	 9.300000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-05-17	"B"	 6.000000	 6.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-05-17	"S"	 6.600000	 6.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-06-01	"B"	 2.000000	 2.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-06-01	"S"	 5.400000	 5.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-06-30	"B"	 4.900000	 4.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-06-30	"S"	 6.900000	 6.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-07-19	"B"	 4.100000	 4.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-07-19	"S"	 5.800000	 5.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-02	"B"	 5.800000	 5.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-02	"S"	 5.000000	 5.000000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-16	"B"	 4.700000	 4.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-16	"S"	 5.100000	 5.100000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-13	"B"	 5.400000	 5.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-13	"S"	 5.600000	 5.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-28	"B"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-28	"S"	 6.700000	 6.700000	" "	""	NA	""	""	""	""	""
