"station"	"date"	"layer"	"do..Data.values"	"do..Data.value2"	"do.remark.codes"	"do.value.codes"	"do.reporting.level"	"do.reporting.method"	"do.reporting.units"	"do.analyte.method"	"do.analyte.name"	"do.unique.code"
"CB3.3C"	2005-07-12	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-07-12	"S"	11.900000	11.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-07-26	"B"	 0.100000	 0.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-07-26	"S"	 7.100000	 7.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-08-09	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-08-09	"S"	 5.900000	 5.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-08-24	"B"	 0.100000	 0.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-08-24	"S"	 7.200000	 7.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-09-13	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-09-13	"S"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-10-27	"B"	 5.800000	 5.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-10-27	"S"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-11-15	"B"	 4.600000	 4.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-11-15	"S"	10.000000	10.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-12-14	"B"	 8.300000	 8.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2005-12-14	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-01-11	"B"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-01-11	"S"	13.400000	13.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-02-08	"B"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-02-08	"S"	13.600000	13.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-03-08	"B"	 9.100000	 9.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-03-08	"S"	14.700000	14.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-04-06	"B"	 3.500000	 3.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-04-06	"S"	 9.600000	 9.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-04-19	"B"	 2.400000	 2.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-04-19	"S"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-05-09	"B"	 1.300000	 1.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-05-09	"S"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-05-23	"B"	 1.200000	 1.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-05-23	"S"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-06-06	"B"	 0.100000	 0.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-06-06	"S"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-06-20	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-06-20	"S"	 8.600000	 8.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-07-12	"B"	 0.500000	 0.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-07-12	"S"	 7.100000	 7.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-07-26	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-07-26	"S"	10.600000	10.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-08-15	"B"	 0.100000	 0.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-08-15	"S"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-08-29	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-08-29	"S"	 9.400000	 9.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-09-19	"B"	 0.500000	 0.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-09-19	"S"	11.800000	11.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-10-17	"B"	 2.800000	 2.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-10-17	"S"	 8.700000	 8.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-11-15	"B"	 7.500000	 7.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-11-15	"S"	 9.900000	 9.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-12-12	"B"	 6.900000	 6.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2006-12-12	"S"	11.600000	11.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-01-11	"B"	 3.500000	 3.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-01-11	"S"	11.700000	11.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-02-12	"B"	 9.800000	 9.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-02-12	"S"	13.800000	13.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-03-13	"B"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-03-13	"S"	14.100000	14.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-04-10	"B"	 6.430000	 6.430000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-04-10	"S"	12.520000	12.520000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-04-24	"B"	 6.010000	 6.010000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-04-24	"S"	12.830000	12.830000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-05-09	"B"	 1.900000	 1.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-05-09	"S"	13.400000	13.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-05-22	"B"	 0.470000	 0.470000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-05-22	"S"	12.030000	12.030000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-06-05	"B"	 0.430000	 0.430000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-06-05	"S"	 8.600000	 8.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-06-19	"B"	 0.260000	 0.260000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-06-19	"S"	11.170000	11.170000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-07-10	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-07-10	"S"	 7.530000	 7.530000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-07-24	"B"	 0.360000	 0.360000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-07-24	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-08-07	"B"	 0.470000	 0.470000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-08-07	"S"	 9.170000	 9.170000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-08-21	"B"	 0.190000	 0.190000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-08-21	"S"	 5.320000	 5.320000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-09-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-09-18	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-10-16	"B"	 1.080000	 1.080000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-10-16	"S"	 8.430000	 8.430000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-11-08	"B"	 6.900000	 6.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-11-08	"S"	 8.900000	 8.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-12-11	"B"	 9.100000	 9.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2007-12-11	"S"	13.000000	13.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-01-16	"B"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-01-16	"S"	12.500000	12.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-02-18	"B"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-02-18	"S"	12.500000	12.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-03-21	"B"	 7.200000	 7.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-03-21	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-04-15	"B"	 4.500000	 4.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-04-15	"S"	 8.900000	 8.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-04-29	"B"	 2.600000	 2.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-04-29	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-05-15	"B"	 1.000000	 1.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-05-15	"S"	16.100000	16.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-05-29	"B"	 0.600000	 0.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-05-29	"S"	10.300000	10.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-06-10	"B"	 0.800000	 0.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-06-10	"S"	 9.100000	 9.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-06-24	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-06-24	"S"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-07-08	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-07-08	"S"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-07-22	"B"	 0.300000	 0.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-07-22	"S"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-08-12	"B"	 0.300000	 0.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-08-12	"S"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-08-26	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-08-26	"S"	 6.000000	 6.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-09-17	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-09-17	"S"	 8.000000	 8.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-10-21	"B"	 2.700000	 2.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-10-21	"S"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-11-19	"B"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-11-19	"S"	 9.700000	 9.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-12-17	"B"	10.600000	10.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2008-12-17	"S"	13.200000	13.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-01-26	"B"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-01-26	"S"	13.600000	13.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-02-11	"B"	 8.700000	 8.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-02-11	"S"	13.800000	13.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-03-17	"B"	 9.400000	 9.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-03-17	"S"	12.800000	12.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-04-14	"B"	 5.800000	 5.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-04-14	"S"	10.800000	10.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-04-28	"B"	 3.500000	 3.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-04-28	"S"	11.800000	11.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-05-12	"B"	 2.200000	 2.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-05-12	"S"	13.400000	13.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-05-28	"B"	 0.300000	 0.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-05-28	"S"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-06-16	"B"	 0.300000	 0.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-06-16	"S"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-07-14	"B"	 0.330000	 0.330000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-07-14	"S"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-07-28	"B"	 0.140000	 0.140000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-07-28	"S"	 7.200000	 7.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-08-11	"B"	 0.190000	 0.190000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-08-11	"S"	12.100000	12.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-08-25	"B"	 0.200000	 0.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-08-25	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-09-15	"B"	 1.800000	 1.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-09-15	"S"	 9.900000	 9.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-10-20	"B"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-10-20	"S"	 9.400000	 9.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-11-17	"B"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-11-17	"S"	 9.400000	 9.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-12-08	"B"	 6.000000	 6.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2009-12-08	"S"	10.000000	10.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-01-13	"B"	10.800000	10.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-01-13	"S"	13.400000	13.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-02-15	"B"	10.500000	10.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-02-15	"S"	13.900000	13.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-03-16	"B"	 7.500000	 7.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-03-16	"S"	12.800000	12.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-04-13	"B"	 1.000000	 1.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-04-13	"S"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-05-11	"B"	 1.600000	 1.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-05-11	"S"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-06-02	"B"	 0.400000	 0.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-06-02	"S"	 8.300000	 8.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-06-22	"B"	 0.260000	 0.260000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-06-22	"S"	10.200000	10.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-07-13	"B"	 0.240000	 0.240000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-07-13	"S"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-08-03	"B"	 0.390000	 0.390000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-08-03	"S"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-08-24	"B"	 0.330000	 0.330000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-08-24	"S"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-09-21	"B"	 0.500000	 0.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-09-21	"S"	 9.600000	 9.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-10-19	"B"	 4.200000	 4.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-10-19	"S"	10.300000	10.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-11-23	"B"	 6.400000	 6.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-11-23	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-12-16	"B"	 6.900000	 6.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2010-12-16	"S"	11.700000	11.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-01-11	"B"	10.300000	10.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-01-11	"S"	13.300000	13.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-02-10	"B"	 9.300000	 9.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-02-10	"S"	12.500000	12.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-03-15	"B"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-03-15	"S"	12.400000	12.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-04-12	"B"	 2.400000	 2.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-04-12	"S"	10.500000	10.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-05-10	"B"	 0.700000	 0.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-05-10	"S"	 9.500000	 9.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-06-07	"B"	 0.160000	 0.160000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-06-07	"S"	 9.900000	 9.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-06-28	"B"	 0.190000	 0.190000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-06-28	"S"	 9.500000	 9.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-07-12	"B"	 0.190000	 0.190000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-07-12	"S"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-08-09	"B"	 0.180000	 0.180000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-08-09	"S"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-08-29	"B"	 4.200000	 4.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-08-29	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-09-20	"B"	 1.700000	 1.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-09-20	"S"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-10-03	"B"	 0.600000	 0.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-10-03	"S"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-10-18	"B"	 0.560000	 0.560000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-10-18	"S"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-11-15	"B"	 5.900000	 5.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-11-15	"S"	11.300000	11.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-12-13	"B"	 7.100000	 7.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2011-12-13	"S"	11.300000	11.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-01-11	"B"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-01-11	"S"	12.400000	12.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-02-15	"B"	 5.500000	 5.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-02-15	"S"	11.900000	11.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-03-13	"B"	 5.100000	 5.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-03-13	"S"	11.700000	11.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-04-17	"B"	 1.040000	 1.040000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-04-17	"S"	12.200000	12.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-05-15	"B"	 1.900000	 1.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-05-15	"S"	 8.000000	 8.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-06-05	"B"	 0.490000	 0.490000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-06-05	"S"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-06-26	"B"	 0.290000	 0.290000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-06-26	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-07-24	"B"	 0.260000	 0.260000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-07-24	"S"	10.500000	10.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-07	"B"	 0.260000	 0.260000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-07	"S"	 8.300000	 8.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-21	"B"	 0.580000	 0.580000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-08-21	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-09-20	"B"	 1.200000	 1.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-09-20	"S"	 6.200000	 6.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-10-16	"B"	 3.200000	 3.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-10-16	"S"	 8.600000	 8.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-11-15	"B"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-11-15	"S"	10.500000	10.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-12-11	"B"	 6.000000	 6.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2012-12-11	"S"	11.500000	11.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-01-17	"B"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-01-17	"S"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-02-12	"B"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-02-12	"S"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-03-20	"B"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-03-20	"S"	12.700000	12.700000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-04-16	"B"	 4.500000	 4.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-04-16	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-05-14	"B"	 2.070000	 2.070000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-05-14	"S"	11.600000	11.600000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-04	"B"	 0.390000	 0.390000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-04	"S"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-25	"B"	 0.340000	 0.340000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-06-25	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-07-16	"B"	 0.290000	 0.290000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-07-16	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-08-13	"B"	 0.290000	 0.290000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-08-13	"S"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-09-17	"B"	 0.270000	 0.270000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-09-17	"S"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-10-14	"B"	 2.800000	 2.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-10-14	"S"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-11-20	"B"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-11-20	"S"	11.200000	11.200000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-12-10	"B"	 8.900000	 8.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2013-12-10	"S"	12.500000	12.500000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-02-19	"B"	10.100000	10.100000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-02-19	"S"	13.800000	13.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-03-19	"B"	10.300000	10.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-03-19	"S"	13.800000	13.800000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-01	"B"	 5.300000	 5.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-01	"S"	10.000000	10.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-13	"B"	 3.000000	 3.000000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-05-13	"S"	14.300000	14.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-06-03	"B"	 0.270000	 0.270000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-06-03	"S"	 9.900000	 9.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-08	"B"	 0.300000	 0.300000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-08	"S"	 7.900000	 7.900000	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-07-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-08-26	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-09-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2014-09-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
