"station"	"date"	"layer"	"tdp..Data.values"	"tdp..Data.value2"	"tdp.remark.codes"	"tdp.value.codes"	"tdp.reporting.level"	"tdp.reporting.method"	"tdp.reporting.units"	"tdp.analyte.method"	"tdp.analyte.name"	"tdp.unique.code"
"CB3.3C"	1985-01-23	"B"	 0.00000	 0.01200	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1985-01-23	"S"	 0.00000	 0.01200	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1985-02-13	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1985-02-13	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1985-03-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-03-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-03-20	"B"	 0.01650	 0.01650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-03-20	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-04-09	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-04-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-04-23	"B"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-04-23	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-05-07	"B"	 0.02800	 0.02800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-05-07	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-05-21	"B"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-05-21	"S"	 0.02550	 0.02550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-06-04	"B"	 0.00400	 0.00650	"i"	""	NA	""	""	""	""	""
"CB3.3C"	1985-06-04	"S"	 0.06400	 0.06400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-06-18	"B"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-06-18	"S"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-07-09	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-07-09	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-07-24	"B"	 0.04700	 0.04700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-07-24	"S"	 0.01450	 0.01450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-08-07	"B"	 0.05600	 0.05600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-08-07	"S"	 0.04200	 0.04200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-08-20	"B"	 0.03950	 0.03950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-08-20	"S"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-09-10	"B"	 0.11100	 0.11100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-09-10	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-09-24	"B"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-09-24	"S"	 0.05400	 0.05400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-10-08	"B"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-10-08	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-10-22	"B"	 0.01150	 0.01150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-10-22	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-11-13	"B"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-11-13	"S"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-12-10	"B"	 0.03650	 0.03650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1985-12-10	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-01-07	"B"	 0.00850	 0.00850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-01-07	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-02-13	"B"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-02-13	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-03-11	"B"	 0.01050	 0.01050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-03-11	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-03-25	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-03-25	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-04-08	"B"	 0.00000	 0.00500	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1986-04-08	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-04-22	"B"	 0.00000	 0.00500	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1986-04-22	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-05-13	"B"	 0.00350	 0.00600	"i"	""	NA	""	""	""	""	""
"CB3.3C"	1986-05-13	"S"	 0.00000	 0.00500	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1986-05-27	"B"	 0.00000	 0.00500	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1986-05-27	"S"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-06-10	"B"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-06-10	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-06-24	"B"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-06-24	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-07-29	"B"	 0.07650	 0.07650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-07-29	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-08-12	"B"	 0.11200	 0.11200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-08-12	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-08-26	"B"	 0.09650	 0.09650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-08-26	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-09-09	"B"	 0.02950	 0.02950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-09-09	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-09-23	"B"	 0.01950	 0.01950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-09-23	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-10-07	"B"	 0.02900	 0.02900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-10-07	"S"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-10-28	"B"	 0.03350	 0.03350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-10-28	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-11-18	"B"	 0.03350	 0.03350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-11-18	"S"	 0.02900	 0.02900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-12-09	"B"	 0.02050	 0.02050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1986-12-09	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-01-06	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-01-06	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-02-25	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-02-25	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-03-11	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-03-11	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-03-25	"B"	 0.00950	 0.00950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-03-25	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-04-07	"B"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-04-07	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-04-21	"B"	 0.01050	 0.01050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-04-21	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-05-05	"B"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-05-05	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-05-19	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-05-19	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-06-02	"B"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-06-02	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-06-16	"B"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-06-16	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-07-07	"B"	 0.08100	 0.08100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-07-07	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-07-21	"B"	 0.08450	 0.08450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-07-21	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-08-04	"B"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-08-04	"S"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-08-18	"B"	 0.10650	 0.10650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-08-18	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-09-02	"B"	 0.05950	 0.05950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-09-02	"S"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-09-15	"B"	 0.06900	 0.06900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-09-15	"S"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-10-06	"B"	 0.03450	 0.03450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-10-06	"S"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-10-20	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-10-20	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-11-17	"B"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-11-17	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-12-15	"B"	 0.01150	 0.01150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1987-12-15	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-01-12	"B"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-01-12	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-02-23	"B"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-02-23	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-03-17	"B"	 0.00450	 0.00450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-03-17	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-03-30	"B"	 0.00250	 0.00250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-03-30	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-04-12	"B"	 0.00000	 0.00100	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1988-04-12	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-04-26	"B"	 0.00850	 0.00850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-04-26	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-05-10	"B"	 0.00000	 0.00100	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1988-05-10	"S"	 0.00000	 0.00100	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1988-05-24	"B"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-05-24	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-06-07	"B"	 0.03350	 0.03350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-06-07	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-06-21	"B"	 0.02450	 0.02450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-06-21	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-07-06	"B"	 0.01650	 0.01650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-07-06	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-07-19	"B"	 0.04750	 0.04750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-07-19	"S"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-08-09	"B"	 0.06150	 0.06150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-08-09	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-08-23	"B"	 0.05985	 0.05985	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-08-23	"S"	 0.02820	 0.02820	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-09-07	"B"	 0.04930	 0.04930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-09-07	"S"	 0.02790	 0.02790	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-09-20	"B"	 0.03180	 0.03180	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-09-20	"S"	 0.01770	 0.01770	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-10-04	"B"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-10-04	"S"	 0.01530	 0.01530	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-10-19	"B"	 0.01015	 0.01015	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-10-19	"S"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-11-21	"B"	 0.01430	 0.01430	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-11-21	"S"	 0.01180	 0.01180	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-12-06	"B"	 0.01615	 0.01615	" "	""	NA	""	""	""	""	""
"CB3.3C"	1988-12-06	"S"	 0.01090	 0.01090	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-01-18	"B"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-01-18	"S"	 0.00340	 0.00340	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-02-13	"B"	 0.00850	 0.00850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-02-13	"S"	 0.00790	 0.00790	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-03-21	"B"	 0.00580	 0.00580	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-03-21	"S"	 0.00380	 0.00380	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-04-04	"B"	 0.00740	 0.00740	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-04-04	"S"	 0.01060	 0.01060	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-04-18	"B"	 0.00315	 0.00315	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-04-18	"S"	 0.00980	 0.00980	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-05-02	"B"	 0.00360	 0.00360	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-05-02	"S"	 0.00890	 0.00890	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-05-16	"B"	 0.00580	 0.00580	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-05-16	"S"	 0.01920	 0.01920	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-06-13	"B"	 0.00550	 0.00550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-06-13	"S"	 0.01360	 0.01360	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-06-27	"B"	 0.01645	 0.01645	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-06-27	"S"	 0.01990	 0.01990	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-07-11	"B"	 0.08210	 0.08210	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-07-11	"S"	 0.01850	 0.01850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-07-25	"B"	 0.09800	 0.09800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-07-25	"S"	 0.01750	 0.01750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-08-15	"B"	 0.07720	 0.07720	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-08-15	"S"	 0.01820	 0.01820	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-08-29	"B"	 0.03175	 0.03175	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-08-29	"S"	 0.04430	 0.04430	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-09-12	"B"	 0.04860	 0.04860	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-09-12	"S"	 0.01980	 0.01980	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-09-27	"B"	 0.02795	 0.02795	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-09-27	"S"	 0.03570	 0.03570	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-10-10	"B"	 0.01620	 0.01620	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-10-10	"S"	 0.01570	 0.01570	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-10-24	"B"	 0.01960	 0.01960	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-10-24	"S"	 0.03540	 0.03540	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-11-14	"B"	 0.02830	 0.02830	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-11-14	"S"	 0.01930	 0.01930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-12-12	"B"	 0.00955	 0.00955	" "	""	NA	""	""	""	""	""
"CB3.3C"	1989-12-12	"S"	 0.01820	 0.01820	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-01-09	"B"	 0.00785	 0.00785	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-01-09	"S"	 0.00910	 0.00910	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-02-07	"B"	 0.00805	 0.00805	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-02-07	"S"	 0.01750	 0.01750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-03-06	"B"	 0.00645	 0.00645	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-03-06	"S"	 0.01160	 0.01160	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-03-21	"B"	 0.00850	 0.00850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-03-21	"S"	 0.00780	 0.00780	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-04-03	"B"	 0.01730	 0.01730	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-04-03	"S"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-04-17	"B"	 0.02155	 0.02155	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-04-17	"S"	 0.00650	 0.00650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-05-15	"B"	 0.00615	 0.00615	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-05-15	"S"	 0.00930	 0.00930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-05-30	"B"	 0.02980	 0.02980	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-05-30	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-06-12	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-06-12	"S"	 0.01320	 0.01320	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-06-26	"B"	 0.00390	 0.00390	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-06-26	"S"	 0.01010	 0.01010	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-07-17	"B"	 0.05375	 0.05375	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-07-17	"S"	 0.01930	 0.01930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-07-31	"B"	 0.05570	 0.05570	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-07-31	"S"	 0.01620	 0.01620	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-08-14	"B"	 0.05765	 0.05765	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-08-14	"S"	 0.02200	 0.02200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-08-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-08-28	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-09-11	"B"	 0.08490	 0.08490	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-09-11	"S"	 0.03740	 0.03740	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-09-25	"B"	 0.04810	 0.04810	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-09-25	"S"	 0.02410	 0.02410	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-10-16	"B"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-10-16	"S"	 0.01840	 0.01840	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-10-30	"B"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-10-30	"S"	 0.02930	 0.02930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-11-13	"B"	 0.01895	 0.01895	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-11-13	"S"	 0.02220	 0.02220	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-12-11	"B"	 0.01535	 0.01535	" "	""	NA	""	""	""	""	""
"CB3.3C"	1990-12-11	"S"	 0.01740	 0.01740	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-01-08	"B"	 0.01185	 0.01185	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-01-08	"S"	 0.01340	 0.01340	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-02-12	"B"	 0.01125	 0.01125	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-02-12	"S"	 0.01160	 0.01160	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-03-13	"B"	 0.00840	 0.00840	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-03-13	"S"	 0.00710	 0.00710	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-03-26	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-03-26	"S"	 0.00820	 0.00820	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-04-09	"B"	 0.01135	 0.01135	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-04-09	"S"	 0.00790	 0.00790	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-04-23	"B"	 0.00840	 0.00840	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-04-23	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-05-07	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-05-07	"S"	 0.00810	 0.00810	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-05-21	"B"	 0.01850	 0.01850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-05-21	"S"	 0.00880	 0.00880	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-06-06	"B"	 0.00760	 0.00760	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-06-06	"S"	 0.00690	 0.00690	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-06-18	"B"	 0.01765	 0.01765	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-06-18	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-07-09	"B"	 0.07695	 0.07695	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-07-09	"S"	 0.02260	 0.02260	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-07-23	"B"	 0.07370	 0.07370	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-07-23	"S"	 0.02200	 0.02200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-08-06	"B"	 0.09355	 0.09355	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-08-06	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-08-21	"B"	 0.06505	 0.06505	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-08-21	"S"	 0.05700	 0.05700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-09-04	"B"	 0.03370	 0.03370	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-09-04	"S"	 0.02190	 0.02190	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-09-17	"B"	 0.03980	 0.03980	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-09-17	"S"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-10-02	"B"	 0.02155	 0.02155	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-10-02	"S"	 0.02380	 0.02380	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-10-15	"B"	 0.02530	 0.02530	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-10-15	"S"	 0.01930	 0.01930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-11-05	"B"	 0.02425	 0.02425	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-11-05	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-12-03	"B"	 0.02125	 0.02125	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-12-03	"S"	 0.01410	 0.01410	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-01-07	"B"	 0.01185	 0.01185	" "	""	NA	""	""	""	""	""
