"station"	"date"	"layer"	"tdp..Data.values"	"tdp..Data.value2"	"tdp.remark.codes"	"tdp.value.codes"	"tdp.reporting.level"	"tdp.reporting.method"	"tdp.reporting.units"	"tdp.analyte.method"	"tdp.analyte.name"	"tdp.unique.code"
"LE1.2"	1989-01-09	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-01-09	"S"	 0.05000	 0.05000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-02-07	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-02-07	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-03-13	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-03-13	"S"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-03-27	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-03-27	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-04-10	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-04-10	"S"	 0.00500	 0.01000	"i"	""	NA	""	""	""	""	""
"LE1.2"	1989-04-24	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-04-24	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1989-05-08	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-08	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-22	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-05-22	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-05	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-05	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-19	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-06-19	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-05	"B"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-05	"S"	 0.11500	 0.11500	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-07-19	"S"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-08-07	"B"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-08-07	"S"	 0.04100	 0.04100	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-08-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-08-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-09-05	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-09-05	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-16	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-16	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-31	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-10-31	"S"	 0.04500	 0.04500	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-11-27	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-11-27	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1989-12-18	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1989-12-18	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1990-01-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-01-16	"S"	 0.02200	 0.02200	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-02-13	"B"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-02-13	"S"	 0.00700	 0.01200	"i"	""	NA	""	""	""	""	""
"LE1.2"	1990-03-12	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-12	"S"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-27	"B"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-03-27	"S"	 0.00650	 0.01150	"i"	""	NA	""	""	""	""	""
"LE1.2"	1990-04-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-09	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-23	"B"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-04-23	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-05-09	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-05-09	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1990-05-23	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1990-05-23	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-06-06	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1990-06-06	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"LE1.2"	1990-06-20	"B"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-06-20	"S"	 0.01550	 0.02050	"i"	""	NA	""	""	""	""	""
"LE1.2"	1990-07-12	"B"	 0.01620	 0.01620	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-07-12	"S"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-07-24	"B"	 0.01610	 0.01610	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-07-24	"S"	 0.01160	 0.01160	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-08-08	"B"	 0.02960	 0.02960	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-08-08	"S"	 0.02730	 0.02730	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-08-21	"B"	 0.02750	 0.02750	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-08-21	"S"	 0.02630	 0.02630	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-09-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-09-04	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-09-19	"B"	 0.04250	 0.04250	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-09-19	"S"	 0.05310	 0.05310	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-10-09	"B"	 0.02550	 0.02550	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-10-09	"S"	 0.02890	 0.02890	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-10-22	"B"	 0.02470	 0.02470	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-10-22	"S"	 0.02860	 0.02860	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-11-19	"B"	 0.01580	 0.01580	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-11-19	"S"	 0.01470	 0.01470	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-12-18	"B"	 0.00950	 0.00950	" "	""	NA	""	""	""	""	""
"LE1.2"	1990-12-18	"S"	 0.00790	 0.00790	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-01-17	"B"	 0.00770	 0.00770	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-01-17	"S"	 0.01470	 0.01470	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-02-18	"B"	 0.00980	 0.00980	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-02-18	"S"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-04	"B"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-04	"S"	 0.01040	 0.01040	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-18	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-03-18	"S"	 0.01210	 0.01210	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-15	"B"	 0.00730	 0.00730	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-15	"S"	 0.00790	 0.00790	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-29	"B"	 0.00830	 0.00830	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-04-29	"S"	 0.00670	 0.00670	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-13	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-13	"S"	 0.01340	 0.01340	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-28	"B"	 0.00890	 0.00890	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-05-28	"S"	 0.01170	 0.01170	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-10	"B"	 0.00930	 0.00930	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-10	"S"	 0.01070	 0.01070	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-24	"B"	 0.01530	 0.01530	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-06-24	"S"	 0.01070	 0.01070	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-15	"B"	 0.01610	 0.01610	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-15	"S"	 0.01550	 0.01550	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-29	"B"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-07-29	"S"	 0.01680	 0.01680	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-12	"B"	 0.03820	 0.03820	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-12	"S"	 0.04620	 0.04620	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-26	"B"	 0.05390	 0.05390	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-08-26	"S"	 0.04750	 0.04750	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-09	"B"	 0.05200	 0.05200	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-09	"S"	 0.04610	 0.04610	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-23	"B"	 0.05190	 0.05190	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-09-23	"S"	 0.05460	 0.05460	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-09	"B"	 0.03830	 0.03830	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-09	"S"	 0.04760	 0.04760	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-23	"B"	 0.02620	 0.02620	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-10-23	"S"	 0.02850	 0.02850	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-11-12	"B"	 0.02830	 0.02830	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-11-12	"S"	 0.02180	 0.02180	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-12-09	"B"	 0.02750	 0.02750	" "	""	NA	""	""	""	""	""
"LE1.2"	1991-12-09	"S"	 0.01690	 0.01690	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-01-22	"B"	 0.00910	 0.00910	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-01-22	"S"	 0.00950	 0.00950	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-02-20	"B"	 0.00920	 0.00920	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-02-20	"S"	 0.00780	 0.00780	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-09	"B"	 0.01010	 0.01010	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-09	"S"	 0.00760	 0.00760	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-23	"B"	 0.01260	 0.01260	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-03-23	"S"	 0.01260	 0.01260	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-06	"B"	 0.00890	 0.00890	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-06	"S"	 0.00960	 0.00960	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-20	"B"	 0.01160	 0.01160	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-04-20	"S"	 0.01030	 0.01030	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-04	"B"	 0.00890	 0.00890	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-04	"S"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-18	"B"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-05-18	"S"	 0.01330	 0.01330	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-15	"B"	 0.01530	 0.01530	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-15	"S"	 0.01540	 0.01540	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-30	"B"	 0.01610	 0.01610	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-06-30	"S"	 0.01520	 0.01520	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-15	"B"	 0.02860	 0.02860	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-15	"S"	 0.02190	 0.02190	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-30	"B"	 0.03310	 0.03310	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-07-30	"S"	 0.02160	 0.02160	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-17	"B"	 0.04570	 0.04570	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-17	"S"	 0.04870	 0.04870	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-31	"B"	 0.03280	 0.03280	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-08-31	"S"	 0.02720	 0.02720	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-15	"B"	 0.02510	 0.02510	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-15	"S"	 0.02820	 0.02820	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-30	"B"	 0.03460	 0.03460	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-09-30	"S"	 0.03720	 0.03720	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-14	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-14	"S"	 0.02470	 0.02470	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-29	"B"	 0.02280	 0.02280	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-10-29	"S"	 0.03050	 0.03050	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-11-16	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-11-16	"S"	 0.01760	 0.01760	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-12-14	"B"	 0.01620	 0.01620	" "	""	NA	""	""	""	""	""
"LE1.2"	1992-12-14	"S"	 0.01660	 0.01660	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-01-11	"B"	 0.01040	 0.01040	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-01-11	"S"	 0.00730	 0.00730	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-02-22	"B"	 0.00680	 0.00680	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-02-22	"S"	 0.00870	 0.00870	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-08	"B"	 0.00870	 0.00870	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-08	"S"	 0.00890	 0.00890	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-22	"B"	 0.00940	 0.00940	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-03-22	"S"	 0.01430	 0.01430	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-05	"B"	 0.01080	 0.01080	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-05	"S"	 0.04420	 0.04420	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-19	"B"	 0.01040	 0.01040	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-04-19	"S"	 0.00880	 0.00880	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-05	"B"	 0.00960	 0.00960	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-05	"S"	 0.01020	 0.01020	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-19	"B"	 0.00930	 0.00930	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-05-19	"S"	 0.01210	 0.01210	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-02	"B"	 0.01630	 0.01630	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-02	"S"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-17	"B"	 0.02560	 0.02560	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-06-17	"S"	 0.01550	 0.01550	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-06	"B"	 0.01960	 0.01960	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-06	"S"	 0.02190	 0.02190	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-19	"B"	 0.11500	 0.11500	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-07-19	"S"	 0.03350	 0.03350	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-02	"B"	 0.04700	 0.04700	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-02	"S"	 0.09220	 0.09220	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-19	"B"	 0.04040	 0.04040	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-08-19	"S"	 0.05450	 0.05450	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-02	"B"	 0.03830	 0.03830	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-02	"S"	 0.09100	 0.09100	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-20	"B"	 0.04790	 0.04790	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-09-20	"S"	 0.05550	 0.05550	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-05	"B"	 0.03280	 0.03280	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-05	"S"	 0.04030	 0.04030	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-19	"B"	 0.02910	 0.02910	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-10-19	"S"	 0.03970	 0.03970	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-11-30	"B"	 0.02110	 0.02110	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-11-30	"S"	 0.02360	 0.02360	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-12-15	"B"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"LE1.2"	1993-12-15	"S"	 0.01360	 0.01360	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-01-13	"B"	 0.01050	 0.01050	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-01-13	"S"	 0.01030	 0.01030	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-02-25	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-02-25	"S"	 0.00860	 0.00860	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-03-14	"B"	 0.01190	 0.01190	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-03-14	"S"	 0.01360	 0.01360	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-03-28	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-03-28	"S"	 0.01540	 0.01540	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-04-11	"B"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-04-11	"S"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-04-25	"B"	 0.01320	 0.01320	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-04-25	"S"	 0.01340	 0.01340	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-05-09	"B"	 0.01150	 0.01150	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-05-09	"S"	 0.01170	 0.01170	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-05-23	"B"	 0.01190	 0.01190	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-05-23	"S"	 0.01270	 0.01270	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-06-07	"B"	 0.01040	 0.01040	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-06-07	"S"	 0.01280	 0.01280	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-06-21	"B"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-06-21	"S"	 0.01110	 0.01110	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-07-05	"B"	 0.01430	 0.01430	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-07-05	"S"	 0.01440	 0.01440	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-07-20	"B"	 0.02970	 0.02970	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-07-20	"S"	 0.02040	 0.02040	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-08-04	"B"	 0.03510	 0.03510	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-08-04	"S"	 0.03070	 0.03070	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-08-22	"B"	 0.02950	 0.02950	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-08-22	"S"	 0.03900	 0.03900	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-09-06	"B"	 0.02920	 0.02920	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-09-06	"S"	 0.03790	 0.03790	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-09-19	"B"	 0.05070	 0.05070	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-09-19	"S"	 0.03640	 0.03640	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-10-05	"B"	 0.02090	 0.02090	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-10-05	"S"	 0.02410	 0.02410	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-10-19	"B"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-10-19	"S"	 0.01330	 0.01330	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-11-21	"B"	 0.01090	 0.01090	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-11-21	"S"	 0.01020	 0.01020	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-12-19	"B"	 0.01010	 0.01010	" "	""	NA	""	""	""	""	""
"LE1.2"	1994-12-19	"S"	 0.00940	 0.00940	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-01-19	"B"	 0.00950	 0.00950	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-01-19	"S"	 0.01040	 0.01040	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-02-17	"B"	 0.00740	 0.00740	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-02-17	"S"	 0.00610	 0.00610	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-03-02	"B"	 0.00760	 0.00760	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-03-02	"S"	 0.00720	 0.00720	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-03-16	"B"	 0.01050	 0.01050	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-03-16	"S"	 0.00680	 0.00680	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-04-03	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-04-03	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-04-17	"B"	 0.00770	 0.00770	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-04-17	"S"	 0.00680	 0.00680	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-05-01	"B"	 0.01150	 0.01150	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-05-01	"S"	 0.01230	 0.01230	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-05-18	"B"	 0.00860	 0.00860	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-05-18	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-06-12	"B"	 0.00920	 0.00920	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-06-12	"S"	 0.00970	 0.00970	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-06-28	"B"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-06-28	"S"	 0.01440	 0.01440	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-07-17	"B"	 0.02120	 0.02120	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-07-17	"S"	 0.01530	 0.01530	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-07-31	"B"	 0.01360	 0.01360	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-07-31	"S"	 0.01980	 0.01980	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-08-14	"B"	 0.02960	 0.02960	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-08-14	"S"	 0.02290	 0.02290	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-08-30	"B"	 0.05250	 0.05250	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-08-30	"S"	 0.02380	 0.02380	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-09-14	"B"	 0.04130	 0.04130	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-09-14	"S"	 0.03910	 0.03910	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-09-26	"B"	 0.04420	 0.04420	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-09-26	"S"	 0.04260	 0.04260	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-10-10	"B"	 0.03930	 0.03930	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-10-10	"S"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-10-26	"B"	 0.03530	 0.03530	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-10-26	"S"	 0.03980	 0.03980	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-11-27	"B"	 0.03270	 0.03270	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-11-27	"S"	 0.01360	 0.01360	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-12-12	"B"	 0.01160	 0.01160	" "	""	NA	""	""	""	""	""
"LE1.2"	1995-12-12	"S"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-01-23	"B"	 0.01160	 0.01160	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-01-23	"S"	 0.00890	 0.00890	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-02-20	"B"	 0.00760	 0.00760	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-02-20	"S"	 0.00860	 0.00860	" "	""	NA	""	""	""	""	""
"LE1.2"	1996-03-07	"B"	 0.00890	 0.00890	" "	""	NA	""	""	""	""	""
