"station"	"date"	"layer"	"tn..Data.values"	"tn..Data.value2"	"tn.remark.codes"	"tn.value.codes"	"tn.reporting.level"	"tn.reporting.method"	"tn.reporting.units"	"tn.analyte.method"	"tn.analyte.name"	"tn.unique.code"
"CB5.1"	1992-01-06	"S"	0.509900	0.509900	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-01-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-10	"B"	0.514000	0.514000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-10	"S"	0.573000	0.573000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-02-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-10	"B"	0.509900	0.509900	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-10	"S"	0.538300	0.538300	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-30	"B"	0.588000	0.588000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-03-30	"S"	0.561000	0.561000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-14	"B"	0.610000	0.610000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-14	"S"	0.890000	0.890000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-27	"B"	0.510000	0.510000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-04-27	"S"	0.788000	0.788000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-11	"B"	0.726000	0.726000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-11	"S"	0.883000	0.883000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-26	"B"	0.498000	0.498000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-05-26	"S"	0.732000	0.732000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-08	"B"	0.600900	0.600900	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-08	"S"	0.572000	0.572000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-22	"B"	0.733400	0.733400	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-06-22	"S"	0.592000	0.592000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-06	"B"	0.652600	0.652600	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-06	"S"	0.589000	0.589000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-20	"B"	0.648800	0.648800	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-07-20	"S"	0.712000	0.712000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-11	"B"	0.687100	0.687100	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-11	"S"	0.555000	0.555000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-24	"B"	0.472600	0.472600	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-08-24	"S"	0.603000	0.603000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-08	"B"	0.434300	0.434300	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-08	"S"	0.600000	0.600000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-22	"B"	0.599300	0.599300	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-09-22	"S"	0.471000	0.471000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-06	"B"	0.478600	0.478600	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-06	"S"	0.473000	0.473000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-20	"B"	0.740000	0.740000	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-10-20	"S"	0.575100	0.575100	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-11-17	"B"	0.482100	0.482100	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-11-17	"S"	0.518300	0.518300	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-12-07	"B"	0.447500	0.447500	" "	""	NA	""	""	""	""	""
"CB5.1"	1992-12-07	"S"	0.585800	0.585800	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-01-04	"B"	0.706000	0.706000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-01-04	"S"	0.692000	0.692000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-02-08	"B"	1.122000	1.122000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-02-08	"S"	0.692000	0.692000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-09	"B"	0.591000	0.591000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-09	"S"	0.785000	0.785000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-29	"B"	0.755000	0.755000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-03-29	"S"	1.197000	1.197000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-12	"S"	1.240000	1.240000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-26	"B"	1.348000	1.348000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-04-26	"S"	1.152000	1.152000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-10	"B"	1.152000	1.152000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-10	"S"	1.149000	1.149000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-24	"B"	0.829000	0.829000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-05-24	"S"	1.103000	1.103000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-14	"B"	0.723300	0.723300	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-14	"S"	0.906000	0.906000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-28	"B"	0.732900	0.732900	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-06-28	"S"	0.695000	0.695000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-12	"B"	0.573600	0.573600	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-12	"S"	0.538000	0.538000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-26	"B"	0.592600	0.592600	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-07-26	"S"	0.629000	0.629000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-09	"B"	0.683800	0.683800	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-09	"S"	0.548000	0.548000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-23	"B"	0.656400	0.656400	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-08-23	"S"	0.602000	0.602000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-13	"B"	0.525800	0.525800	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-13	"S"	0.608000	0.608000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-28	"B"	0.550800	0.550800	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-09-28	"S"	0.518000	0.518000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-12	"B"	0.588000	0.588000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-12	"S"	0.546000	0.546000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-25	"B"	0.569400	0.569400	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-10-25	"S"	0.497000	0.497000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-11-15	"B"	0.591000	0.591000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-11-15	"S"	0.461000	0.461000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-12-06	"B"	0.626000	0.626000	" "	""	NA	""	""	""	""	""
"CB5.1"	1993-12-06	"S"	0.573000	0.573000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-01-03	"B"	0.630000	0.630000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-01-03	"S"	0.651000	0.651000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-02-07	"B"	0.589000	0.589000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-02-07	"S"	0.607000	0.607000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-07	"B"	0.864000	0.864000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-07	"S"	0.985000	0.985000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-21	"B"	0.940000	0.940000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-03-21	"S"	0.912000	0.912000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-04	"B"	1.532000	1.532000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-04	"S"	1.364000	1.364000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-18	"B"	1.678000	1.678000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-04-18	"S"	1.414000	1.414000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-02	"B"	1.097000	1.097000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-02	"S"	1.306000	1.306000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-25	"B"	1.053000	1.053000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-05-25	"S"	1.093000	1.093000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-13	"B"	0.989000	0.989000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-13	"S"	0.829000	0.829000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-27	"B"	0.811900	0.811900	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-06-27	"S"	0.790000	0.790000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-11	"B"	0.708000	0.708000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-11	"S"	0.751000	0.751000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-25	"B"	0.786000	0.786000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-07-25	"S"	0.584000	0.584000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-15	"B"	0.690800	0.690800	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-15	"S"	0.578000	0.578000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-29	"B"	0.557800	0.557800	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-08-29	"S"	0.605000	0.605000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-12	"B"	0.520500	0.520500	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-12	"S"	0.559000	0.559000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-26	"B"	0.530000	0.530000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-09-26	"S"	0.586000	0.586000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-11	"B"	0.616400	0.616400	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-11	"S"	0.579000	0.579000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-24	"B"	0.632100	0.632100	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-10-24	"S"	0.540000	0.540000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-11-14	"B"	0.596100	0.596100	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-11-14	"S"	0.478000	0.478000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-12-12	"B"	0.513000	0.513000	" "	""	NA	""	""	""	""	""
"CB5.1"	1994-12-12	"S"	0.528000	0.528000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-01-09	"B"	0.474000	0.474000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-01-09	"S"	0.548000	0.548000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-02-13	"B"	1.084000	1.084000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-02-13	"S"	0.725000	0.725000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-06	"B"	0.938000	0.938000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-06	"S"	0.686000	0.686000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-20	"B"	0.841000	0.841000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-03-20	"S"	0.734000	0.734000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-10	"B"	0.647000	0.647000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-10	"S"	0.815000	0.815000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-24	"B"	0.567000	0.567000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-04-24	"S"	0.722000	0.722000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-08	"B"	0.486800	0.486800	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-08	"S"	0.682000	0.682000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-22	"B"	0.586600	0.586600	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-05-22	"S"	0.648000	0.648000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-05	"B"	0.701700	0.701700	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-05	"S"	0.644000	0.644000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-19	"B"	0.601400	0.601400	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-06-19	"S"	0.601000	0.601000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-10	"B"	0.645900	0.645900	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-10	"S"	0.695000	0.695000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-24	"B"	0.678800	0.678800	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-07-24	"S"	0.889000	0.889000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-07	"B"	0.670200	0.670200	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-07	"S"	0.560000	0.560000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-21	"B"	0.622200	0.622200	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-08-21	"S"	0.548000	0.548000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-05	"B"	0.560400	0.560400	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-05	"S"	0.521000	0.521000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-18	"B"	0.571900	0.571900	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-09-18	"S"	0.523000	0.523000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-02	"B"	0.533800	0.533800	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-02	"S"	0.501000	0.501000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-16	"B"	0.571400	0.571400	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-10-16	"S"	0.541000	0.541000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-11-13	"B"	0.431000	0.431000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-11-13	"S"	0.458600	0.458600	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-12-13	"B"	0.473000	0.473000	" "	""	NA	""	""	""	""	""
"CB5.1"	1995-12-13	"S"	0.753000	0.753000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-01-30	"B"	1.108000	1.108000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-01-30	"S"	1.494000	1.494000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-02-14	"B"	0.915000	0.915000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-02-14	"S"	1.308000	1.308000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-03-11	"B"	2.450000	2.450000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-03-11	"S"	1.347000	1.347000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-08	"B"	0.850000	0.850000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-08	"S"	1.041000	1.041000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-22	"B"	0.900000	0.900000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-04-22	"S"	1.080000	1.080000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-13	"B"	1.150000	1.150000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-13	"S"	1.176000	1.176000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-28	"B"	0.654000	0.654000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-05-28	"S"	1.059000	1.059000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-06-10	"B"	0.625500	0.625500	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-06-10	"S"	0.935000	0.935000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-08	"B"	0.765000	0.765000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-08	"S"	0.702000	0.702000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-22	"B"	0.837400	0.837400	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-07-22	"S"	0.853000	0.853000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-05	"B"	0.580100	0.580100	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-05	"S"	0.573000	0.573000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-26	"B"	0.695800	0.695800	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-08-26	"S"	0.570000	0.570000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-09-09	"B"	0.736000	0.736000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-09-09	"S"	0.768000	0.768000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-10-07	"B"	0.706000	0.706000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-10-07	"S"	0.595000	0.595000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-11-18	"B"	0.578000	0.578000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-11-18	"S"	1.010000	1.010000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-12-09	"B"	0.670000	0.670000	" "	""	NA	""	""	""	""	""
"CB5.1"	1996-12-09	"S"	0.826000	0.826000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-01-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-01-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-02-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-02-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-03-04	"B"	0.856000	0.856000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-03-04	"S"	0.923000	0.923000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-02	"B"	1.100000	1.100000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-02	"S"	1.096000	1.096000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-14	"B"	0.776000	0.776000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-04-14	"S"	1.037000	1.037000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-12	"B"	1.557000	1.557000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-12	"S"	0.858000	0.858000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-28	"B"	0.812000	0.812000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-05-28	"S"	0.742000	0.742000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-06-09	"B"	0.678000	0.678000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-06-09	"S"	0.606000	0.606000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-14	"B"	0.699900	0.699900	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-14	"S"	0.498000	0.498000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-28	"B"	0.601900	0.601900	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-07-28	"S"	0.598000	0.598000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-11	"B"	0.576600	0.576600	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-11	"S"	0.494000	0.494000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-25	"B"	0.551900	0.551900	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-08-25	"S"	0.710000	0.710000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-09-08	"B"	0.562800	0.562800	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-09-08	"S"	0.471000	0.471000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-10-14	"B"	0.514200	0.514200	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-10-14	"S"	0.456000	0.456000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-11-17	"B"	0.505000	0.505000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-11-17	"S"	0.540000	0.540000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-12-08	"B"	0.499000	0.499000	" "	""	NA	""	""	""	""	""
"CB5.1"	1997-12-08	"S"	0.457000	0.457000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-01-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-01-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-02-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-02-11	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-03-23	"B"	0.894000	0.894000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-03-23	"S"	0.956000	0.956000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-06	"B"	0.854000	0.854000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-06	"S"	0.982000	0.982000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-21	"B"	0.809000	0.809000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-04-21	"S"	0.941000	0.941000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-04	"B"	0.734000	0.734000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-04	"S"	0.994000	0.994000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-18	"B"	0.789000	0.789000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-05-18	"S"	0.828000	0.828000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-06-01	"B"	0.605300	0.605300	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-06-01	"S"	0.813000	0.813000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-06	"B"	0.726000	0.726000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-06	"S"	0.714000	0.714000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-20	"B"	0.561000	0.561000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-07-20	"S"	0.437000	0.437000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-03	"B"	0.600600	0.600600	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-03	"S"	0.583000	0.583000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-17	"B"	0.452400	0.452400	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-08-17	"S"	0.526000	0.526000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-09-01	"B"	0.592100	0.592100	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-09-01	"S"	0.559000	0.559000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-10-13	"B"	0.531000	0.531000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-10-13	"S"	0.468000	0.468000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-11-16	"B"	0.441900	0.441900	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-11-16	"S"	0.446000	0.446000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-12-15	"B"	0.595000	0.595000	" "	""	NA	""	""	""	""	""
"CB5.1"	1998-12-15	"S"	0.482000	0.482000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-01-11	"B"	0.482000	0.482000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-01-11	"S"	0.386000	0.386000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-02-08	"B"	0.470000	0.470000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-02-08	"S"	0.838000	0.838000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-03-16	"B"	0.557000	0.557000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-03-16	"S"	0.587000	0.587000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-04-26	"B"	0.488000	0.488000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-04-26	"S"	0.685000	0.685000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-05-10	"B"	0.445000	0.445000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-05-10	"S"	0.690000	0.690000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-05-24	"B"	0.473500	0.473500	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-05-24	"S"	0.477000	0.477000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-06-07	"B"	0.632800	0.632800	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-06-07	"S"	0.625000	0.625000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-06	"B"	0.528800	0.528800	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-06	"S"	0.585000	0.585000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-19	"B"	0.621200	0.621200	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-19	"S"	0.550000	0.550000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-03	"B"	0.561000	0.561000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-03	"S"	0.498000	0.498000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-16	"B"	0.464000	0.464000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-16	"S"	0.543000	0.543000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-09-20	"B"	0.562200	0.562200	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-09-20	"S"	0.491000	0.491000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-10-04	"B"	0.579600	0.579600	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-10-04	"S"	0.421000	0.421000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-11-01	"B"	0.492900	0.492900	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-11-01	"S"	0.538000	0.538000	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-12-06	"B"	0.454300	0.454300	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-12-06	"S"	0.483000	0.483000	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-01-18	"B"	0.689000	0.689000	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-01-18	"S"	0.527000	0.527000	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-02-14	"B"	0.622000	0.622000	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-02-14	"S"	0.502000	0.502000	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-03-13	"B"	0.516000	0.516000	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-03-13	"S"	0.713000	0.713000	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-04-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
