"station"	"date"	"layer"	"tn..Data.values"	"tn..Data.value2"	"tn.remark.codes"	"tn.value.codes"	"tn.reporting.level"	"tn.reporting.method"	"tn.reporting.units"	"tn.analyte.method"	"tn.analyte.name"	"tn.unique.code"
"LE3.6"	1996-10-10	"S"	0.411000	0.411000	" "	""	NA	""	""	""	""	""
"LE3.6"	1996-11-21	"B"	0.580000	0.580000	" "	""	NA	""	""	""	""	""
"LE3.6"	1996-11-21	"S"	0.573000	0.573000	" "	""	NA	""	""	""	""	""
"LE3.6"	1996-12-12	"B"	0.498000	0.498000	" "	""	NA	""	""	""	""	""
"LE3.6"	1996-12-12	"S"	0.539000	0.539000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-01-14	"B"	0.718000	0.718000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-01-14	"S"	0.708000	0.708000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-02-11	"B"	0.704000	0.704000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-02-11	"S"	0.494000	0.494000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-03-04	"B"	0.661000	0.661000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-03-04	"S"	0.675000	0.675000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-04-04	"B"	0.999000	0.999000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-04-04	"S"	0.774000	0.774000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-05-14	"B"	0.638000	0.638000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-05-14	"S"	0.570000	0.570000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-06-11	"B"	0.619000	0.619000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-06-11	"S"	0.507000	0.507000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-07-15	"B"	0.511000	0.511000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-07-15	"S"	0.489000	0.489000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-07-29	"B"	0.579000	0.579000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-07-29	"S"	0.456000	0.456000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-08-12	"B"	0.533000	0.533000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-08-12	"S"	0.456000	0.456000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-08-25	"B"	0.473000	0.473000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-08-25	"S"	0.445000	0.445000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-09-08	"B"	0.424000	0.424000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-09-08	"S"	0.463000	0.463000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-10-13	"B"	0.508000	0.508000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-10-13	"S"	0.509000	0.509000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-11-17	"B"	0.365000	0.365000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-11-17	"S"	0.360000	0.360000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-12-08	"B"	0.402000	0.402000	" "	""	NA	""	""	""	""	""
"LE3.6"	1997-12-08	"S"	0.315000	0.315000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-01-12	"B"	0.282000	0.282000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-01-12	"S"	0.306000	0.306000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-02-10	"B"	0.718000	0.718000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-02-10	"S"	0.603000	0.603000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-03-23	"B"	0.586000	0.586000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-03-23	"S"	0.603000	0.603000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-04-06	"B"	0.713000	0.713000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-04-06	"S"	0.628000	0.628000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-05-18	"B"	0.745000	0.745000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-05-18	"S"	0.713000	0.713000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-06-01	"B"	0.618000	0.618000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-06-01	"S"	0.554000	0.554000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-07-06	"B"	0.559000	0.559000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-07-06	"S"	0.592000	0.592000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-07-20	"B"	0.480000	0.480000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-07-20	"S"	0.505000	0.505000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-08-06	"B"	0.515000	0.515000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-08-06	"S"	0.500000	0.500000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-08-17	"B"	0.375000	0.375000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-08-17	"S"	0.442000	0.442000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-09-01	"B"	0.476000	0.476000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-09-01	"S"	0.439000	0.439000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-10-12	"B"	0.475000	0.475000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-10-12	"S"	0.474000	0.474000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-11-16	"B"	0.379000	0.379000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-11-16	"S"	0.361000	0.361000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-12-17	"B"	0.334000	0.334000	" "	""	NA	""	""	""	""	""
"LE3.6"	1998-12-17	"S"	0.325000	0.325000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-01-13	"B"	0.332000	0.332000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-01-13	"S"	0.336000	0.336000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-02-09	"B"	0.315000	0.315000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-02-09	"S"	0.300000	0.300000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-03-17	"B"	0.408000	0.408000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-03-17	"S"	0.382000	0.382000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-04-15	"B"	0.506000	0.506000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-04-15	"S"	0.466000	0.466000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-05-12	"B"	0.469000	0.469000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-05-12	"S"	0.447000	0.447000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-06-14	"B"	0.446000	0.446000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-06-14	"S"	0.460000	0.460000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-07-06	"B"	0.488000	0.488000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-07-06	"S"	0.509000	0.509000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-07-19	"B"	0.518000	0.518000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-07-19	"S"	0.443000	0.443000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-08-10	"B"	0.430000	0.430000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-08-10	"S"	0.501000	0.501000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-08-16	"B"	0.440000	0.440000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-08-16	"S"	0.492000	0.492000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-09-27	"B"	0.439000	0.439000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-09-27	"S"	0.358000	0.358000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-10-06	"B"	0.465000	0.465000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-10-06	"S"	0.378000	0.378000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-11-04	"B"	0.396000	0.396000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-11-04	"S"	0.402000	0.402000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-12-08	"B"	0.366000	0.366000	" "	""	NA	""	""	""	""	""
"LE3.6"	1999-12-08	"S"	0.356000	0.356000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-02-23	"B"	0.402000	0.402000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-02-23	"S"	0.375000	0.375000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-03-14	"B"	0.462000	0.462000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-03-14	"S"	0.417000	0.417000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-04-27	"B"	0.543000	0.543000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-04-27	"S"	0.511000	0.511000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-06-01	"B"	0.587000	0.587000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-06-01	"S"	0.727000	0.727000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-06-15	"B"	0.608800	0.608800	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-06-15	"S"	0.603700	0.603700	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-07-11	"B"	0.635600	0.635600	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-07-11	"S"	0.553600	0.553600	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-07-26	"B"	0.649600	0.649600	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-07-26	"S"	0.661500	0.661500	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-08-09	"B"	0.501400	0.501400	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-08-09	"S"	0.570500	0.570500	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-08-22	"B"	0.536600	0.536600	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-08-22	"S"	0.485000	0.485000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-09-11	"B"	0.438000	0.438000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-09-11	"S"	0.548200	0.548200	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-10-11	"B"	0.441400	0.441400	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-10-11	"S"	0.447300	0.447300	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-11-17	"B"	0.351600	0.351600	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-11-17	"S"	0.372000	0.372000	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-12-19	"B"	0.418700	0.418700	" "	""	NA	""	""	""	""	""
"LE3.6"	2000-12-19	"S"	0.363700	0.363700	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-01-11	"B"	0.393600	0.393600	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-01-11	"S"	0.337100	0.337100	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-02-13	"B"	0.359400	0.359400	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-02-13	"S"	0.346500	0.346500	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-03-28	"B"	0.332000	0.332000	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-03-28	"S"	0.351500	0.351500	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-04-03	"B"	0.381800	0.381800	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-04-03	"S"	0.325900	0.325900	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-05-08	"B"	0.401000	0.401000	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-05-08	"S"	0.416400	0.416400	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-06-11	"B"	0.468100	0.468100	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-06-11	"S"	0.535200	0.535200	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-07-09	"B"	0.506300	0.506300	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-07-09	"S"	0.582000	0.582000	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-08-01	"B"	0.438000	0.438000	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-08-01	"S"	0.401400	0.401400	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-08-14	"B"	0.471100	0.471100	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-08-14	"S"	0.518500	0.518500	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-08-27	"B"	0.539800	0.539800	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-08-27	"S"	0.512000	0.512000	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-09-18	"B"	0.452300	0.452300	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-09-18	"S"	0.443300	0.443300	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-10-16	"B"	0.391300	0.391300	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-10-16	"S"	0.383000	0.383000	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-11-15	"B"	0.382000	0.382000	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-11-15	"S"	0.352700	0.352700	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-12-19	"B"	0.311300	0.311300	" "	""	NA	""	""	""	""	""
"LE3.6"	2001-12-19	"S"	0.407400	0.407400	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-01-14	"B"	0.340700	0.340700	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-01-14	"S"	0.326300	0.326300	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-02-20	"B"	0.554400	0.554400	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-02-20	"S"	0.308400	0.308400	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-03-15	"B"	0.347700	0.347700	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-03-15	"S"	0.324200	0.324200	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-05-01	"B"	0.539900	0.539900	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-05-01	"S"	0.409100	0.409100	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-05-21	"B"	0.407100	0.407100	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-05-21	"S"	0.391400	0.391400	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-06-18	"B"	0.527700	0.527700	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-06-18	"S"	0.552500	0.552500	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-07-16	"B"	0.532000	0.532000	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-07-16	"S"	0.674000	0.674000	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-07-29	"B"	0.523300	0.523300	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-07-29	"S"	0.585700	0.585700	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-08-14	"B"	0.561700	0.561700	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-08-14	"S"	0.491900	0.491900	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-09-05	"B"	0.621100	0.621100	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-09-05	"S"	0.475800	0.475800	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-09-16	"B"	0.390600	0.390600	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-09-16	"S"	0.506800	0.506800	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-11-01	"B"	0.295900	0.295900	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-11-01	"S"	0.368400	0.368400	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-11-20	"B"	0.408800	0.408800	" "	""	NA	""	""	""	""	""
"LE3.6"	2002-11-20	"S"	0.429500	0.429500	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-02-10	"B"	0.532300	0.532300	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-02-10	"S"	0.626900	0.626900	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-03-11	"B"	0.687100	0.687100	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-03-11	"S"	0.680200	0.680200	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-04-14	"B"	0.867700	0.867700	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-04-14	"S"	0.936500	0.936500	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-05-05	"B"	0.827600	0.827600	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-05-05	"S"	0.821500	0.821500	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-06-18	"B"	0.651900	0.651900	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-06-18	"S"	0.676400	0.676400	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-07-07	"B"	0.904500	0.904500	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-07-07	"S"	0.751100	0.751100	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-07-21	"B"	0.664400	0.664400	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-07-21	"S"	0.672200	0.672200	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-08-05	"B"	0.540600	0.540600	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-08-05	"S"	0.733800	0.733800	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-08-18	"B"	0.500400	0.500400	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-08-18	"S"	0.544700	0.544700	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-10-28	"B"	0.424500	0.424500	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-10-28	"S"	0.429700	0.429700	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-11-11	"B"	0.465100	0.465100	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-11-11	"S"	0.460900	0.460900	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-12-17	"B"	0.475600	0.475600	" "	""	NA	""	""	""	""	""
"LE3.6"	2003-12-17	"S"	0.530600	0.530600	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-01-13	"B"	0.616300	0.616300	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-01-13	"S"	0.596800	0.596800	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-02-19	"B"	0.705900	0.705900	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-02-19	"S"	0.709100	0.709100	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-03-15	"B"	0.623700	0.623700	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-03-15	"S"	0.572400	0.572400	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-04-20	"B"	0.740900	0.740900	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-04-20	"S"	0.624400	0.624400	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-05-10	"B"	0.712500	0.712500	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-05-10	"S"	0.601300	0.601300	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-06-07	"B"	0.688600	0.688600	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-06-07	"S"	0.627100	0.627100	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-06-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-06-21	"S"	0.560300	0.560300	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-07-06	"B"	0.439200	0.439200	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-07-06	"S"	0.524200	0.524200	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-07-19	"B"	0.488000	0.488000	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-07-19	"S"	0.658800	0.658800	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-08-09	"B"	0.446800	0.446800	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-08-09	"S"	0.478400	0.478400	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-08-23	"B"	0.495500	0.495500	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-08-23	"S"	0.473700	0.473700	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-09-08	"B"	0.457500	0.457500	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-09-08	"S"	0.426900	0.426900	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-09-22	"B"	0.518000	0.518000	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-09-22	"S"	0.430900	0.430900	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-10-13	"B"	0.524700	0.524700	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-10-13	"S"	0.493700	0.493700	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-11-11	"B"	0.512600	0.512600	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-11-11	"S"	0.446500	0.446500	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-12-09	"B"	0.551200	0.551200	" "	""	NA	""	""	""	""	""
"LE3.6"	2004-12-09	"S"	0.407800	0.407800	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-01-13	"B"	0.571500	0.571500	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-01-13	"S"	0.609000	0.609000	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-02-15	"B"	0.663900	0.663900	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-02-15	"S"	0.642400	0.642400	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-03-15	"B"	0.574000	0.574000	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-03-15	"S"	0.509600	0.509600	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-04-05	"B"	0.598400	0.598400	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-04-05	"S"	0.638500	0.638500	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-05-09	"B"	0.597600	0.597600	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-05-09	"S"	0.611300	0.611300	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-06-13	"B"	0.668700	0.668700	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-06-13	"S"	0.524400	0.524400	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-06-27	"B"	0.482600	0.482600	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-06-27	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-07-11	"B"	0.457100	0.457100	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-07-11	"S"	0.442500	0.442500	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-07-25	"B"	0.432400	0.432400	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-07-25	"S"	0.474300	0.474300	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-08-08	"B"	0.536300	0.536300	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-08-08	"S"	0.571300	0.571300	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-08-22	"B"	0.483700	0.483700	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-08-22	"S"	0.495400	0.495400	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-09-20	"B"	0.486200	0.486200	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-09-20	"S"	0.509800	0.509800	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-10-19	"B"	0.657400	0.657400	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-10-19	"S"	0.569800	0.569800	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-11-14	"B"	0.426700	0.426700	" "	""	NA	""	""	""	""	""
"LE3.6"	2005-11-14	"S"	0.416400	0.416400	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-01-10	"B"	0.422500	0.422500	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-01-10	"S"	0.460000	0.460000	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-03-06	"B"	0.548600	0.548600	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-03-06	"S"	0.599200	0.599200	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-04-03	"B"	0.548000	0.548000	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-04-03	"S"	0.533300	0.533300	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-05-23	"B"	0.533600	0.533600	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-05-23	"S"	0.448900	0.448900	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-06-05	"B"	0.496100	0.496100	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-06-05	"S"	0.466200	0.466200	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-06-19	"B"	0.537400	0.537400	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-06-19	"S"	0.534100	0.534100	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-07-10	"B"	0.556300	0.556300	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-07-10	"S"	0.579900	0.579900	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-07-24	"B"	0.594800	0.594800	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-07-24	"S"	0.610100	0.610100	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-08-14	"B"	0.547700	0.547700	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-08-14	"S"	0.455700	0.455700	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-08-28	"B"	0.502600	0.502600	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-08-28	"S"	0.487800	0.487800	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-09-18	"B"	0.626800	0.626800	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-09-18	"S"	0.504900	0.504900	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-10-16	"B"	0.452400	0.452400	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-10-16	"S"	0.478500	0.478500	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-11-14	"B"	0.389500	0.389500	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-11-14	"S"	0.383300	0.383300	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-12-12	"B"	0.403900	0.403900	" "	""	NA	""	""	""	""	""
"LE3.6"	2006-12-12	"S"	0.440200	0.440200	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-01-12	"B"	0.439200	0.439200	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-01-12	"S"	0.439800	0.439800	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-02-27	"B"	0.581500	0.581500	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-02-27	"S"	0.465700	0.465700	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-03-12	"B"	0.525000	0.525000	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-03-12	"S"	0.428800	0.428800	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-04-09	"B"	0.615200	0.615200	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-04-09	"S"	0.471700	0.471700	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-05-10	"B"	0.754600	0.754600	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-05-10	"S"	0.654400	0.654400	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-06-05	"B"	0.579200	0.579200	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-06-05	"S"	0.519700	0.519700	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-06-18	"B"	0.439200	0.439200	" "	""	NA	""	""	""	""	""
"LE3.6"	2007-06-18	"S"	0.431500	0.431500	" "	""	NA	""	""	""	""	""
