"station"	"date"	"layer"	"secchi..Data.values"	"secchi..Data.value2"	"secchi.remark.codes"	"secchi.value.codes"	"secchi.reporting.level"	"secchi.reporting.method"	"secchi.reporting.units"	"secchi.analyte.method"	"secchi.analyte.name"	"secchi.unique.code"
"CB3.3C"	1992-06-09	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-23	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-07	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-21	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-12	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-25	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-09	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-28	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-07	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-20	"S"	2.30	2.30	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-11-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-11-18	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-12-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-12-08	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-01-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-01-05	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-02-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-02-09	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-10	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-30	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-13	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-28	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-11	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-25	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-15	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-29	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-13	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-27	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-10	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-24	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-14	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-28	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-13	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-25	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-11-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-11-16	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-12-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-12-07	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-01-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-01-06	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-08	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-23	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-05	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-19	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-03	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-26	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-14	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-28	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-12	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-26	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-16	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-30	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-13	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-27	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-12	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-24	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-11-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-11-15	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-12-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-12-13	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-01-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-01-10	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-02-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-02-14	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-07	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-21	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-11	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-25	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-09	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-23	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-06	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-20	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-11	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-25	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-08	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-22	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-06	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-19	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-03	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-17	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-11-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-11-16	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-12-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-12-14	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-01-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-01-30	"S"	0.20	0.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-02-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-02-14	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-03-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-03-12	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-09	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-23	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-14	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-29	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-06-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-06-11	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-09	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-23	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-06	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-27	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-09-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-09-10	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-10-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-10-09	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-11-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-11-19	"S"	0.30	0.30	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-12-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-12-10	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-01-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-01-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-02-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-02-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-03-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-03-05	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-03	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-15	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-13	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-29	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-06-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-06-10	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-15	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-29	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-12	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-26	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-09-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-09-09	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-10-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-10-16	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-11-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-11-18	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-12-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-12-09	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-01-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-01-07	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-02-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-02-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-03-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-03-24	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-07	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-21	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-05	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-19	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-06-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-06-03	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-07	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-21	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-04	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-18	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-09-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-09-02	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-10-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-10-14	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-11-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-11-17	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-12-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-12-16	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-01-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-01-12	"S"	1.90	1.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-02-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-02-09	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-03-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-03-17	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-04-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-04-27	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-11	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-25	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-06-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-06-08	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-07	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-20	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-04	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-17	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-09-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-09-21	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-10-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-10-06	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-11-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-11-02	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-12-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-12-07	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-01-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-01-19	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-02-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-02-16	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-03-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-03-15	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-04-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-04-11	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-04-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-04-26	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-05-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-05-09	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-05-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-05-24	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-06-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-06-13	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-07-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-07-11	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-07-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-07-25	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-08-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-08-08	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-08-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-08-22	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-09-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-09-12	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-10-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-10-11	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-11-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-11-14	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-12-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2000-12-13	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"CB3.3C"	2001-01-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2001-01-11	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"CB3.3C"	2001-02-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2001-02-14	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"CB3.3C"	2001-03-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2001-03-20	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"CB3.3C"	2001-04-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	2001-04-03	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"CB3.3C"	2001-04-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
