"","station","date","layer","secchi","chla","do","tn","tp","po4f","pp","tdp","no23f","nh4f","tdn","pn","tss"
"5109","CB3.3C",1985-01-23,"B",NA,  10.700,  9.00, 1.070, 0.0280,< 0.0070, 0.0160- 0.0280,< 0.0120,  0.4170,  0.0830, 0.9840,NA,<   4.00
"5110","CB3.3C",1985-01-23,"S", 1.80,  12.000, 13.20, 1.260, 0.0300,< 0.0070, 0.0180- 0.0300,< 0.0120,  0.5460,  0.0790, 1.5100,NA,<   4.00
"5111","CB3.3C",1985-02-13,"B",NA,  16.000,NA, 0.779, 0.0430,< 0.0070, 0.0330- 0.0430,< 0.0100,  0.2930,< 0.0400,0.2930-0.6680,NA,   22.00
"5112","CB3.3C",1985-02-13,"S", 1.50,   8.700, 15.00,0.416-0.807, 0.0210,< 0.0070, 0.0110- 0.0210,< 0.0100,  0.4160,< 0.0400,0.4160-0.7910,NA,    4.00
"5113","CB3.3C",1985-03-05,"B",NA,  28.000,NA, 0.978,NA,  0.0108,NA,NA,  0.1270,  0.0690, 0.5200,NA,  108.00
"5114","CB3.3C",1985-03-05,"S", 2.00,   9.300,NA, 1.420,NA,  0.0040,NA,NA,  0.9500,  0.0240, 1.4800,NA,<   4.00
"5115","CB3.3C",1985-03-20,"B",NA,  22.400,  9.60, 0.879, 0.0630,  0.0038,  0.0465,  0.0165,  0.2380,  0.0750,0.4480-0.6360,NA,   26.50
"5116","CB3.3C",1985-03-20,"S", 2.00,  12.000, 13.60, 1.090, 0.0540,  0.0032,  0.0340,  0.0200,  0.6190,  0.0270,0.6190-0.9940,NA,    4.00
"5117","CB3.3C",1985-04-09,"B",NA,  38.000,  7.20, 1.200, 0.0680,  0.0023,  0.0600,  0.0080,  0.3160,  0.0770, 0.9310,NA,   12.00
"5118","CB3.3C",1985-04-09,"S", 1.50,  22.000, 11.40, 1.420, 0.0440,  0.0019,NA,NA,  0.7570,  0.0500, 1.2000,NA,<   4.00
"5119","CB3.3C",1985-04-23,"B",NA,  42.400,  1.10, 1.100, 0.0480,  0.0036,  0.0290,  0.0190,  0.1930,  0.1780, 0.7910,NA,   11.00
"5120","CB3.3C",1985-04-23,"S", 1.10,  34.700, 14.80,0.532-0.998, 0.0380,  0.0033,  0.0300,  0.0080,  0.5320,  0.0060,0.5320-0.9070,NA,<   4.00
"5121","CB3.3C",1985-05-07,"B",NA,NA,  2.70, 0.722, 0.0480,  0.0024,  0.0200,  0.0280,  0.1690,  0.0970, 0.5630,NA,    8.00
"5122","CB3.3C",1985-05-07,"S", 1.20,NA, 12.30,0.280-0.769, 0.0450,  0.0024,  0.0320,  0.0130,  0.2800,  0.0180,0.2800-0.6550,NA,    4.00
"5123","CB3.3C",1985-05-21,"B",NA,NA,  0.00, 0.722, 0.0310,  0.0063,  0.0140,  0.0170,  0.1170,  0.2550, 0.6350,  0.0873,    7.60
"5124","CB3.3C",1985-05-21,"S", 1.10,NA,  7.60, 0.768, 0.0476,  0.0058,  0.0221,  0.0255,  0.1920,  0.0665, 0.5400,  0.2280,    7.00
"5125","CB3.3C",1985-06-04,"B",NA,   1.800,NA, 0.725,0.0238-0.0262,  0.0090,  0.0197, 0.0040- 0.0065,  0.0840,  0.2860, 0.6070,  0.1180,   10.40
"5126","CB3.3C",1985-06-04,"S", 1.50,   3.000,  6.70, 0.738, 0.0841,  0.0048,  0.0201,  0.0640,  0.1940,  0.0770, 0.5000,  0.2380,    5.80
"5127","CB3.3C",1985-06-18,"B",NA,   1.600,  0.60, 0.731, 0.0277,  0.0140,  0.0137,  0.0140,  0.0489,  0.3170, 0.6460,  0.0851,   31.20
"5128","CB3.3C",1985-06-18,"S", 1.30,  15.000,  6.90, 0.749, 0.0486,  0.0057,  0.0226,  0.0260,  0.1540,  0.0450, 0.4810,  0.2680,   29.10
"5129","CB3.3C",1985-07-09,"B",NA,   1.000,NA, 0.662, 0.0539,  0.0379,  0.0139,  0.0400,  0.0014,  0.3320, 0.5850,  0.0772,   20.80
"5130","CB3.3C",1985-07-09,"S", 1.00,NA,  7.70, 0.713, 0.0562,  0.0065,  0.0372,  0.0190,  0.0027,< 0.0030, 0.2990,  0.4140,   12.20
"5131","CB3.3C",1985-07-24,"B",NA,NA,NA, 0.765, 0.0560,  0.0472,  0.0090,  0.0470,  0.0066,  0.3690, 0.7100,  0.0550,   17.00
"5132","CB3.3C",1985-07-24,"S", 1.00,   8.300,  7.00, 0.610, 0.0490,  0.0114,  0.0345,  0.0145,  0.0139,  0.0770, 0.4090,  0.2010,   16.60
"5133","CB3.3C",1985-08-07,"B",NA,   1.400,NA, 0.820, 0.0736,  0.0446,  0.0176,  0.0560,  0.0336,  0.3520, 0.7200,  0.1000,    5.40
"5134","CB3.3C",1985-08-07,"S", 1.00,  16.300,  6.90, 0.718, 0.0805,  0.0031,  0.0385,  0.0420,  0.0377,  0.0130, 0.3410,  0.3770,    6.60
"5135","CB3.3C",1985-08-20,"B",NA,   2.050,  0.90, 0.733, 0.0577,  0.0447,  0.0182,  0.0395,NA,  0.3280, 0.6290,  0.1040,    8.10
"5136","CB3.3C",1985-08-20,"S", 1.10,  24.300,  7.20, 0.891, 0.0770,  0.0143,  0.0430,  0.0340,  0.0830,  0.0070, 0.4970,  0.3940,    5.80
"5137","CB3.3C",1985-09-10,"B",NA,  0.550-  1.050,  0.00, 0.710, 0.1260,  0.0996,  0.0151,  0.1110,  0.0099,  0.3060, 0.6110,  0.0987,   23.40
"5138","CB3.3C",1985-09-10,"S", 1.00,   6.700,  7.40, 0.656, 0.0490,  0.0052,  0.0360,  0.0130,  0.0790,  0.0140, 0.3870,  0.2690,   16.20
"5139","CB3.3C",1985-09-24,"B",NA,   2.650,  0.60, 0.882, 0.0716,  0.0183,  0.0486,  0.0230,  0.0847,  0.2340, 0.6170,  0.2640,   27.30
"5140","CB3.3C",1985-09-24,"S", 0.80,  14.700,  8.80, 0.782, 0.0871,  0.0129,  0.0331,  0.0540,  0.0537,  0.0440, 0.4590,  0.3230,    4.80
"5141","CB3.3C",1985-10-08,"B",NA,   1.100,  1.40, 0.724, 0.0438,  0.0238,  0.0188,  0.0250,  0.0520,  0.2590, 0.6040,  0.1200,   12.40
"5142","CB3.3C",1985-10-08,"S", 1.50,  26.200, 12.90, 0.819, 0.0369,  0.0034,  0.0259,  0.0110,  0.0730,  0.0170, 0.4270,  0.3920,    7.50
"5143","CB3.3C",1985-10-22,"B",NA,  0.550-  1.050,NA, 0.690, 0.0340,  0.0134,  0.0224,  0.0115,  0.0625,  0.2180, 0.5430,  0.1480,   15.90
"5144","CB3.3C",1985-10-22,"S", 1.80,   5.400,  6.80, 0.605, 0.0202,  0.0048,  0.0142,  0.0060,  0.0980,  0.0970, 0.4740,  0.1310,    5.60
"5145","CB3.3C",1985-11-13,"B",NA,   3.450,  6.70, 0.946, 0.1030,  0.0152,  0.0820,  0.0150,  0.1570,  0.1680, 0.5670,  0.3850,   70.50
"5146","CB3.3C",1985-11-13,"S", 1.40,  15.700, 10.60, 0.969, 0.0484,  0.0106,  0.0244,  0.0240,  0.2750,  0.1240, 0.7010,  0.2680,   12.50
"5147","CB3.3C",1985-12-10,"B",NA,   2.100,  7.00, 0.934, 0.1030,  0.0194,  0.0667,  0.0365,  0.2050,  0.1600, 0.6500,  0.2840,   60.80
"5148","CB3.3C",1985-12-10,"S", 1.50,   4.500, 12.20, 1.250, 0.0366,  0.0159,  0.0156,  0.0210,  0.7700,  0.1400, 1.1500,  0.0972,    4.80
"5149","CB3.3C",1986-01-07,"B",NA,   3.950,NA, 1.030, 0.0609,  0.0050,  0.0524,  0.0085,  0.3700,  0.0625, 0.7400,  0.2940,   48.40
"5150","CB3.3C",1986-01-07,"S", 1.80,   4.700, 13.20, 1.180, 0.0296,  0.0021,  0.0186,  0.0110,  0.6300,  0.0540, 1.0500,  0.1270,    6.50
"5151","CB3.3C",1986-02-13,"B",NA,  18.300,NA, 1.140, 0.0506,  0.0038,  0.0356,  0.0150,  0.2100,  0.0510, 0.7750,  0.3660,   22.20
"5152","CB3.3C",1986-02-13,"S", 1.00,   8.700, 12.30, 1.390, 0.0305,  0.0023,  0.0205,  0.0100,  0.8700,  0.0950, 1.2700,  0.1180,    5.80
"5153","CB3.3C",1986-03-11,"B",NA,   8.100,  9.80, 1.260, 0.0329,  0.0043,  0.0224,  0.0105,  0.7400,  0.0690, 1.0600,  0.1930,    6.15
"5154","CB3.3C",1986-03-11,"S", 1.40,   7.800, 11.90, 1.330, 0.0294,  0.0024,  0.0214,  0.0080,  0.7100,  0.0810, 1.1400,  0.1870,    7.20
"5155","CB3.3C",1986-03-25,"B",NA,  22.700,  8.50, 1.540, 0.1430,  0.0042,  0.1330,  0.0100,  0.4640,  0.1500, 0.8600,  0.6800,   90.80
"5156","CB3.3C",1986-03-25,"S", 0.30,   2.300, 12.40, 1.500, 0.0588,  0.0069,  0.0428,  0.0160,  1.0300,  0.1320, 1.3500,  0.1510,   20.30
"5157","CB3.3C",1986-04-08,"B",NA,  25.400,  6.80, 1.470,0.1120-0.1170,  0.0031,  0.1120,< 0.0050,  0.3980,  0.1260, 0.8100,  0.6640,   85.20
"5158","CB3.3C",1986-04-08,"S", 1.10,  12.000, 10.90, 1.430, 0.0297,  0.0025,  0.0227,  0.0070,  0.9800,  0.0490, 1.2300,  0.1960,    6.40
"5159","CB3.3C",1986-04-22,"B",NA,  12.000,  3.50, 0.932,0.0303-0.0353,  0.0041,  0.0303,< 0.0050,  0.2440,  0.1940, 0.6900,  0.2420,   15.80
"5160","CB3.3C",1986-04-22,"S", 1.10,  22.000, 11.60, 1.440, 0.0356,  0.0027,  0.0256,  0.0100,  1.0300,  0.0350, 1.1700,  0.2750,    6.60
"5161","CB3.3C",1986-05-13,"B",NA,  38.000,  1.30, 1.270,0.0308-0.0333,  0.0029,  0.0273, 0.0035- 0.0060,  0.2950,  0.1380, 0.8350,  0.4320,   16.80
"5162","CB3.3C",1986-05-13,"S", 1.00,  29.200, 12.30, 1.170,0.0206-0.0256,  0.0040,  0.0206,< 0.0050,  0.5300,  0.0230, 0.8400,  0.3330,   11.40
"5163","CB3.3C",1986-05-27,"B",NA,  17.200,  0.40, 0.706,0.0260-0.0310,  0.0030,  0.0260,< 0.0050,  0.1550,  0.0940, 0.4550,  0.2510,   11.20
"5164","CB3.3C",1986-05-27,"S", 1.00,  22.200,  8.90, 0.771, 0.0500,  0.0026,  0.0270,  0.0230,  0.2590,  0.0120, 0.5100,  0.2610,    6.80
"5165","CB3.3C",1986-06-10,"B",NA,<  1.000,  0.40, 0.766, 0.0229,  0.0089,  0.0080,  0.0150,  0.1020,  0.2650, 0.6950,  0.0554,<   4.00
"5166","CB3.3C",1986-06-10,"S", 1.40,  13.600,  8.30, 0.928, 0.0460,  0.0042,  0.0280,  0.0180,  0.2070,  0.0400, 0.6300,  0.2790,    4.40
"5167","CB3.3C",1986-06-24,"B",NA,   1.800,  0.40, 0.879, 0.0361,  0.0127,  0.0211,  0.0150,  0.0485,  0.3630, 0.6350,  0.1300,   10.20
"5168","CB3.3C",1986-06-24,"S", 0.80,  12.700,  9.00, 0.788, 0.0401,  0.0048,  0.0291,  0.0110,  0.1490,  0.1820, 0.4200,  0.3060,    7.10
"5169","CB3.3C",1986-07-29,"B",NA,   1.000,  0.10, 0.745, 0.0858,  0.0668,  0.0094,  0.0765,  0.0051,  0.2700, 0.6850,  0.0652,    4.30
"5170","CB3.3C",1986-07-29,"S", 0.80,  37.400, 11.00, 1.160, 0.0743,  0.0059,  0.0543,  0.0200,  0.0011,  0.0130, 0.4900,  0.6010,   10.00
"5171","CB3.3C",1986-08-12,"B",NA,   1.350,  0.00, 0.679, 0.1180,  0.1110,  0.0061,  0.1120,  0.0052,  0.3900, 0.7200,  0.0585,    5.60
"5172","CB3.3C",1986-08-12,"S", 0.80,  32.300,  7.30, 0.889, 0.0720,  0.0060,  0.0510,  0.0210,  0.0034,  0.0180, 0.3900,  0.5450,    8.00
"5173","CB3.3C",1986-08-26,"B",NA,<  1.000,  0.10, 0.736, 0.1100,  0.0901,  0.0138,  0.0965,  0.0032,  0.3640, 0.6800,  0.0744,<   4.00
"5174","CB3.3C",1986-08-26,"S", 0.80,  17.100, 11.40, 0.825, 0.0571,  0.0104,  0.0371,  0.0200,  0.0449,  0.0420, 0.3500,  0.3360,    8.00
"5175","CB3.3C",1986-09-09,"B",NA,   1.250,  0.40, 0.723, 0.0470,  0.0244,  0.0176,  0.0295,  0.0631,  0.2310, 0.6750,  0.0884,    8.45
"5176","CB3.3C",1986-09-09,"S", 0.70,  19.600, 11.00, 0.787, 0.0615,  0.0052,  0.0445,  0.0170,  0.0127,  0.0040, 0.4200,  0.4610,    8.50
"5177","CB3.3C",1986-09-23,"B",NA,   2.600,  2.20, 0.701, 0.0468,  0.0187,  0.0274,  0.0195,  0.1860,  0.0935, 0.5950,  0.1460,   16.40
"5178","CB3.3C",1986-09-23,"S", 1.20,  20.000,  8.30, 0.730, 0.0474,  0.0079,  0.0324,  0.0150,  0.0840,  0.0090, 0.4200,  0.3450,    5.70
"5179","CB3.3C",1986-10-07,"B",NA,  0.600-  1.100,  0.90, 0.565, 0.0575,  0.0234,  0.0285,  0.0290,  0.0752,  0.2300, 0.3900,NA,   20.00
"5180","CB3.3C",1986-10-07,"S", 1.50,   7.400,  6.20, 0.443, 0.0550,  0.0150,  0.0300,  0.0250,  0.0932,  0.0210, 0.3530,NA,    7.00
"5181","CB3.3C",1986-10-28,"B",NA,  1.300-  1.800,NA, 0.766, 0.1210,  0.0262,  0.0875,  0.0335,  0.0514,  0.2210, 0.4510,NA,   73.80
"5182","CB3.3C",1986-10-28,"S", 1.50,  11.900,  9.60, 0.580, 0.0460,  0.0052,  0.0280,  0.0180,  0.1600,  0.0110, 0.4400,NA,    5.40
"5183","CB3.3C",1986-11-18,"B",NA,  0.750-  1.250,  4.10, 0.662, 0.0530,  0.0268,  0.0195,  0.0335,  0.0870,  0.2300, 0.6370,NA,   15.90
"5184","CB3.3C",1986-11-18,"S", 2.40,   7.200, 10.50, 0.869, 0.0480,  0.0200,  0.0190,  0.0290,  0.2490,  0.1700, 0.7290,NA,<   4.00
"5185","CB3.3C",1986-12-09,"B",NA,   2.000,  7.60, 0.636, 0.0500,  0.0116,  0.0295,  0.0205,  0.1260,  0.1330, 0.6960,NA,   26.10
"5186","CB3.3C",1986-12-09,"S", 1.60,   6.400, 11.70, 1.080, 0.0440,  0.0028,  0.0290,  0.0150,  0.5800,  0.1090, 1.0500,NA,    4.40
"5187","CB3.3C",1987-01-06,"B",NA,   5.850,  8.30, 0.554, 0.0345,  0.0031,  0.0235,  0.0110,  0.1890,  0.0720, 0.4940,NA,   12.70
"5188","CB3.3C",1987-01-06,"S", 2.20,   9.200, 10.00, 1.080, 0.0400,  0.0073,  0.0250,  0.0150,  0.6400,  0.1280, 1.0000,NA,    4.80
"5189","CB3.3C",1987-02-25,"B",NA,  25.000, 10.50, 1.070, 0.1210,  0.0031,  0.1100,  0.0110,  0.2160,  0.0380, 0.5260,NA,  105.00
"5190","CB3.3C",1987-02-25,"S", 1.70,  14.300, 13.20, 1.070, 0.0330,  0.0024,  0.0240,  0.0090,  0.6240,  0.0410, 0.8740,NA,    6.70
"5191","CB3.3C",1987-03-11,"B",NA,  21.900,  8.80, 1.030, 0.0495,  0.0032,  0.0385,  0.0110,  0.2360,  0.0590, 0.5360,NA,   16.80
"5192","CB3.3C",1987-03-11,"S", 0.80,   6.600, 11.70, 1.530, 0.0330,< 0.0016,  0.0250,  0.0080,  1.0200,  0.0490, 1.2700,NA,   10.50
"5193","CB3.3C",1987-03-25,"B",NA,  27.400,  8.90, 1.010, 0.0590,  0.0025,  0.0495,  0.0095,  0.1640,  0.0660, 0.6000,NA,   22.00
"5194","CB3.3C",1987-03-25,"S", 1.40,  15.000, 13.60, 1.400, 0.0310,  0.0018,  0.0220,  0.0090,  0.7800,  0.0230, 1.1500,NA,    7.00
"5195","CB3.3C",1987-04-07,"B",NA,  20.300,  5.90, 1.270, 0.0615,  0.0037,  0.0490,  0.0125,  0.2450,  0.1340, 0.7000,NA,   18.00
"5196","CB3.3C",1987-04-07,"S", 0.80,   9.400, 10.30, 1.570, 0.0470,  0.0034,  0.0360,  0.0110,  1.0100,  0.0770, 1.2900,NA,   10.20
"5197","CB3.3C",1987-04-21,"B",NA,  24.000,  4.50, 0.967, 0.0355,  0.0034,  0.0250,  0.0105,  0.2320,  0.1820, 0.6680,NA,    8.40
"5198","CB3.3C",1987-04-21,"S", 0.80,   4.400, 10.00, 1.390, 0.0410,  0.0103,  0.0270,  0.0140,  0.9200,  0.1590, 1.3800,NA,    9.00
"5199","CB3.3C",1987-05-05,"B",NA,  37.400,  2.40, 0.788, 0.0415, 0.0012- 0.0020,  0.0285,  0.0130,  0.1080,  0.0965, 0.5980,NA,   10.80
"5200","CB3.3C",1987-05-05,"S", 1.80,  10.900,  8.70, 1.010, 0.0280,< 0.0016,  0.0160,  0.0120,  0.5400,  0.0700, 0.9900,NA,    5.70
"5201","CB3.3C",1987-05-19,"B",NA,  16.000,  0.30, 0.653, 0.0355,  0.0036,  0.0235,  0.0120,  0.0078,  0.1120, 0.4330,NA,   11.10
"5202","CB3.3C",1987-05-19,"S", 1.40,  27.900,  7.80, 0.890, 0.0320,< 0.0016,  0.0230,  0.0090,  0.2900,  0.0130, 0.6300,NA,    5.80
"5203","CB3.3C",1987-06-02,"B",NA,   1.700,  0.10, 0.810, 0.0370,  0.0202,  0.0120,  0.0250,  0.0645,  0.3450, 0.7700,NA,    5.85
"5204","CB3.3C",1987-06-02,"S", 1.20,   7.200,  8.30, 0.714, 0.0440,  0.0068,  0.0280,  0.0160,  0.1840,  0.0730, 0.5540,NA,    4.00
"5205","CB3.3C",1987-06-16,"B",NA,   2.100,  0.30, 0.927, 0.0650,  0.0386,  0.0190,  0.0460,  0.0072,  0.3670, 0.5620,NA,    4.95
"5206","CB3.3C",1987-06-16,"S", 1.00,  15.000,  8.20, 0.882, 0.0550,  0.0061,  0.0350,  0.0200,  0.1320,  0.0240, 0.2820,NA,    4.60
"5207","CB3.3C",1987-07-07,"B",NA,   2.350,  0.20, 0.634, 0.0950,  0.0705,  0.0140,  0.0810,  0.0066,  0.4940, 0.7070,NA,    7.00
"5208","CB3.3C",1987-07-07,"S", 1.00,  24.900,  8.90, 0.508, 0.0670,  0.0115,  0.0490,  0.0180,  0.0181,  0.0920, 0.3980,NA,    7.30
"5209","CB3.3C",1987-07-21,"B",NA,   1.900,  0.10, 0.659, 0.1020,  0.0810,  0.0170,  0.0845,  0.0040,  0.3940, 0.4790,NA,    9.05
"5210","CB3.3C",1987-07-21,"S", 1.40,  16.200, 11.00, 0.482, 0.0610,  0.0071,  0.0440,  0.0170,  0.0017,  0.0210,NA,NA,    4.40
"5211","CB3.3C",1987-08-04,"B",NA,   3.100,  0.10, 0.932, 0.1240,  0.0868,  0.0250,  0.1000,  0.0118,  0.3540, 0.5770,NA,   14.00
"5212","CB3.3C",1987-08-04,"S", 0.80,  33.600, 10.10, 0.853, 0.1030,  0.0090,  0.0680,  0.0350,  0.0033,  0.0120, 0.3830,NA,    8.10
"5213","CB3.3C",1987-08-18,"B",NA,   2.200,  0.10, 0.768, 0.1220,  0.0944,  0.0150,  0.1060,  0.0033,  0.3320, 0.7580,NA,    4.10
"5214","CB3.3C",1987-08-18,"S", 1.00,  19.900,  9.30, 0.612, 0.0730,  0.0030,  0.0520,  0.0210,  0.0018,  0.0090, 0.4520,NA,    6.30
"5215","CB3.3C",1987-09-02,"B",NA,   1.050,  1.00, 0.572, 0.0765,  0.0541,  0.0170,  0.0595,  0.0024,  0.2820, 0.4420,NA,    5.25
"5216","CB3.3C",1987-09-02,"S", 1.40,  12.900,  9.30, 0.538, 0.0670,  0.0126,  0.0320,  0.0350,  0.0680,  0.0490, 0.4180,NA,    6.40
"5217","CB3.3C",1987-09-15,"B",NA,<  1.000,  0.10, 0.713, 0.0920,  0.0608,  0.0230,  0.0690,  0.0382,  0.3400, 0.7030,NA,    3.60
"5218","CB3.3C",1987-09-15,"S", 1.00,  19.100, 10.80, 0.855, 0.0600,  0.0089,  0.0350,  0.0250,  0.2350,  0.0240, 0.6650,NA,    4.80
"5219","CB3.3C",1987-10-06,"B",NA,   3.150,  3.50, 0.758, 0.0538,  0.0329,  0.0194,  0.0345,  0.1200,  0.2140, 0.6500,  0.1080,    8.25
"5220","CB3.3C",1987-10-06,"S", 1.80,  12.100,  7.90, 0.881, 0.0408,  0.0231,  0.0148,  0.0260,  0.2070,  0.1340, 0.7400,  0.1410,    3.90
"5221","CB3.3C",1987-10-20,"B",NA,   2.750,  7.30, 0.565, 0.0229,  0.0078,  0.0139,  0.0090,  0.0505,  0.1300, 0.4650,  0.1000,    8.75
"5222","CB3.3C",1987-10-20,"S", 1.20,  21.700, 12.90, 1.090, 0.0236,  0.0041,  0.0156,  0.0080,  0.4690,  0.0110, 0.7800,  0.3090,    5.60
"5223","CB3.3C",1987-11-17,"B",NA,   1.600,  9.10, 0.670, 0.0357,  0.0120,  0.0217,  0.0140,  0.0790,  0.1360, 0.5400,  0.1300,   33.20
"5224","CB3.3C",1987-11-17,"S", 2.20,   7.000, 13.30, 0.839, 0.0193,  0.0028,  0.0133,  0.0060,  0.3530,  0.0620, 0.6900,  0.1490,    4.00
"5225","CB3.3C",1987-12-15,"B",NA,   1.450,  8.50, 0.642, 0.0212,  0.0120,  0.0097,  0.0115,  0.1160,  0.1210, 0.5750,  0.0669,    8.35
"5226","CB3.3C",1987-12-15,"S", 2.00,   2.700, 12.80, 0.996, 0.0106,  0.0021,  0.0086,  0.0020,  0.6400,  0.0630, 0.9200,  0.0756,    2.40
"5227","CB3.3C",1988-01-12,"B",NA,  13.800,  9.70,NA, 0.0336,NA,  0.0286,  0.0050,  0.1700,  0.0505, 0.5550,NA,   24.20
"5228","CB3.3C",1988-01-12,"S", 2.50,   3.810, 14.30,NA, 0.0141,NA,  0.0111,  0.0030,  0.5520,  0.0860, 0.9000,NA,    2.80
"5229","CB3.3C",1988-02-23,"B",NA,  20.300,  9.70, 1.250, 0.0624,  0.0045,  0.0584,  0.0040,  0.3590,  0.0970, 0.7650,  0.4880,   37.80
"5230","CB3.3C",1988-02-23,"S", 1.20,  10.300, 13.20, 1.180, 0.0237,  0.0024,  0.0217,  0.0020,  0.6280,  0.0830, 0.9500,  0.2300,    6.70
"5231","CB3.3C",1988-03-17,"B",NA,  28.800,  8.20, 1.230, 0.0882,  0.0050,  0.0836,  0.0045,  0.1380,  0.0780, 0.4600,  0.7920,   95.50
"5232","CB3.3C",1988-03-17,"S", 1.20,  11.200, 11.10, 1.630, 0.0349,  0.0051,  0.0239,  0.0110,  1.2000,  0.0650, 1.3800,  0.2510,    6.80
"5233","CB3.3C",1988-03-30,"B",NA,   5.750,  4.70, 1.170, 0.0364,  0.0054,  0.0340,  0.0025,  0.2940,  0.2390, 0.9150,  0.2540,   20.20
"5234","CB3.3C",1988-03-30,"S", 1.90,   3.400, 10.60, 1.380, 0.0137,  0.0017,  0.0117,  0.0020,  0.8560,  0.0890, 1.2500,  0.1330,   11.10
"5235","CB3.3C",1988-04-12,"B",NA,  17.800,  6.70, 0.908,0.0426-0.0436,  0.0055,  0.0426,< 0.0010,  0.1830,  0.0945, 0.6100,  0.2980,   36.20
"5236","CB3.3C",1988-04-12,"S", 1.60,   4.400,  8.60, 1.250, 0.0138,  0.0046,  0.0118,  0.0020,  0.6930,  0.1630, 1.1500,  0.0973,    3.70
"5237","CB3.3C",1988-04-26,"B",NA,  15.100,  4.20, 1.000, 0.0346,  0.0042,  0.0260,  0.0085,  0.2320,  0.1280, 0.7250,  0.2770,   14.40
"5238","CB3.3C",1988-04-26,"S", 1.60,  10.700, 12.20, 1.280, 0.0324,  0.0090,  0.0214,  0.0110,  0.7720,  0.0260, 1.0300,  0.2540,    5.90
"5239","CB3.3C",1988-05-10,"B",NA,   5.900,  2.70, 1.070,0.0330-0.0340,  0.0032,  0.0331,< 0.0010,  0.2190,  0.1520, 0.7500,  0.3160,   12.00
"5240","CB3.3C",1988-05-10,"S", 1.10,  28.100, 11.20, 1.280,0.0318-0.0328,  0.0026,  0.0318,< 0.0010,  0.5700,  0.0100, 0.9000,  0.3780,    9.00
"5241","CB3.3C",1988-05-24,"B",NA,   5.450,  0.20, 0.758, 0.0173,  0.0036,  0.0122,  0.0050,  0.1840,  0.1760, 0.6600,  0.0979,    4.25
"5242","CB3.3C",1988-05-24,"S", 0.80,  13.500,  9.40, 1.210, 0.0314,  0.0025,  0.0244,  0.0070,  0.7460,  0.0450, 1.0400,  0.1680,    6.40
"5243","CB3.3C",1988-06-07,"B",NA,   5.350,  0.00, 0.721, 0.0483,  0.0335,  0.0148,  0.0335,  0.0042,  0.2630, 0.5850,  0.1360,    8.50
"5244","CB3.3C",1988-06-07,"S", 1.00, 141.000, 12.20, 1.180, 0.0634,  0.0108,  0.0424,  0.0210,  0.2210,< 0.0050, 0.5500,  0.6350,   16.70
"5245","CB3.3C",1988-06-21,"B",NA,NA,  0.10, 0.692, 0.0370,  0.0292,  0.0125,  0.0245,  0.0038,  0.3970, 0.6050,  0.0870,    5.65
"5246","CB3.3C",1988-06-21,"S", 1.10,NA,  9.50, 0.740, 0.0412,  0.0031,  0.0322,  0.0090,  0.0770,  0.0380, 0.3900,  0.3500,    7.20
"5247","CB3.3C",1988-07-06,"B",NA,   1.100,  0.10, 0.744, 0.0321,  0.0204,  0.0156,  0.0165,  0.0106,  0.3700, 0.6600,  0.0837,    5.35
"5248","CB3.3C",1988-07-06,"S", 1.10,  15.000,  9.00, 0.787, 0.0341,  0.0042,  0.0271,  0.0070,  0.0750,  0.0190, 0.4200,  0.3670,    6.60
"5249","CB3.3C",1988-07-19,"B",NA,   1.800,  0.10, 0.770, 0.0642,  0.0537,  0.0166,  0.0475,  0.0014,  0.3800, 0.6600,  0.1100,    4.60
"5250","CB3.3C",1988-07-19,"S", 0.90,  44.200,  8.60, 1.120, 0.0737,  0.0175,  0.0507,  0.0230,  0.0206,  0.0150, 0.4300,  0.6850,   14.40
"5251","CB3.3C",1988-08-09,"B",NA,   1.200,  0.10, 0.727, 0.0771,  0.0622,  0.0156,  0.0615,  0.0056,  0.3180, 0.6200,  0.1070,   10.40
"5252","CB3.3C",1988-08-09,"S", 0.60,  50.200, 15.10, 1.220, 0.0967,  0.0122,  0.0667,  0.0300,  0.0036,  0.0170, 0.4100,  0.8090,   16.80
"5253","CB3.3C",1988-08-23,"B",NA,   1.350,  0.00, 0.658, 0.0684,  0.0628,  0.0086,  0.0598,  0.0028,  0.3670, 0.5700,  0.0880,    6.35
"5254","CB3.3C",1988-08-23,"S", 1.20,  20.000,  6.50, 1.020, 0.0587,  0.0170,  0.0305,  0.0282,  0.1950,  0.1530, 0.6300,  0.3880,    9.60
"5255","CB3.3C",1988-09-07,"B",NA,   1.350,  0.10, 0.676, 0.0682,  0.0500,  0.0189,  0.0493,  0.0455,  0.2510, 0.5800,  0.0958,    9.50
"5256","CB3.3C",1988-09-07,"S", 1.20,   9.700,  6.80, 0.868, 0.0489,  0.0228,  0.0210,  0.0279,  0.3600,  0.0260, 0.6600,  0.2080,    7.60
"5257","CB3.3C",1988-09-20,"B",NA,   1.750,  0.20, 0.593, 0.0428,  0.0290,  0.0110,  0.0318,  0.1320,  0.0790, 0.5150,  0.0784,    6.60
"5258","CB3.3C",1988-09-20,"S", 1.80,   8.100,  7.80, 0.689, 0.0357,  0.0046,  0.0180,  0.0177,  0.1790,  0.0220, 0.4900,  0.1990,    5.40
