"","station","date","layer","secchi","chla","do","tn","tp","po4f","pp","tdp","no23f","nh4f","tdn","pn","tss"
"5635","CB3.3C",1998-11-17,"B",NA,   5.330,  7.40, 0.596, 0.0377,  0.0124,  0.0141,  0.0236,  0.0720,  0.0975, 0.4700,  0.1260,    7.80
"5636","CB3.3C",1998-11-17,"S", 1.40,   8.780,  9.50, 0.544, 0.0277,  0.0058,  0.0150,  0.0127,  0.0881,  0.0220, 0.3800,  0.1640,    4.80
"5637","CB3.3C",1998-12-16,"B",NA,  11.000,  6.20, 1.090, 0.1100,  0.0094,  0.0882,  0.0220,  0.0164,  0.1040, 0.5250,  0.5640,   78.50
"5638","CB3.3C",1998-12-16,"S", 2.20,   9.570,  9.20, 0.556, 0.0288,  0.0027,  0.0166,  0.0122,  0.0433,  0.0180, 0.3600,  0.1960,    3.10
"5639","CB3.3C",1999-01-12,"B",NA,   5.730, 10.10, 0.783, 0.0670,  0.0052,  0.0540,  0.0131,  0.0365,  0.0465, 0.3900,  0.3930,   66.00
"5640","CB3.3C",1999-01-12,"S", 1.90,   8.220, 11.20, 0.524, 0.0288,  0.0058,  0.0178,  0.0110,  0.0773,  0.0240, 0.3700,  0.1540,    4.30
"5641","CB3.3C",1999-02-09,"B",NA,  24.000,  8.00, 0.760, 0.0378,  0.0042,  0.0252,  0.0126,  0.0186,  0.0565, 0.4250,  0.3350,   11.00
"5642","CB3.3C",1999-02-09,"S", 1.20,  28.100, 13.30, 1.350, 0.0562,  0.0117,  0.0341,  0.0221,  0.5460,  0.0030, 0.9200,  0.4310,    8.00
"5643","CB3.3C",1999-03-17,"B",NA,  24.400, 10.00, 1.150, 0.0720,  0.0052,  0.0566,  0.0154,  0.1530,  0.0470, 0.6150,  0.5400,   42.30
"5644","CB3.3C",1999-03-17,"S", 1.00,  18.200, 13.70, 1.180, 0.0346,  0.0045,  0.0261,  0.0085,  0.5480,  0.0030, 0.8500,  0.3340,    7.60
"5645","CB3.3C",1999-04-27,"B",NA,  16.000,  5.00, 0.794, 0.0441,  0.0041,  0.0311,  0.0130,  0.1040,  0.1160, 0.4900,  0.3040,   19.50
"5646","CB3.3C",1999-04-27,"S", 1.80,   7.630, 11.30, 1.080, 0.0297,  0.0020,  0.0187,  0.0110,  0.6210,  0.0200, 0.8500,  0.2290,    5.30
"5647","CB3.3C",1999-05-11,"B",NA,   8.900,  1.70, 0.862, 0.0316,  0.0031,  0.0216,  0.0100,  0.1060,  0.1760, 0.6350,  0.2280,   11.90
"5648","CB3.3C",1999-05-11,"S", 1.50,  13.000, 11.50, 0.822, 0.0235,  0.0028,  0.0161,  0.0074,  0.3480,  0.0040, 0.5800,  0.2420,    5.40
"5649","CB3.3C",1999-05-25,"B",NA,  15.100,  0.40, 0.764, 0.0475,  0.0034,  0.0357,  0.0118,  0.0436,  0.1140, 0.4000,  0.3640,   29.90
"5650","CB3.3C",1999-05-25,"S", 1.20,  12.100,  9.90, 0.582, 0.0300,  0.0031,  0.0188,  0.0112,  0.0853,  0.0130, 0.3200,  0.2620,    8.30
"5651","CB3.3C",1999-06-08,"B",NA,   1.250,  0.40, 0.819, 0.0504,  0.0288,  0.0146,  0.0358,  0.0026,  0.2140, 0.7150,  0.1040,    6.40
"5652","CB3.3C",1999-06-08,"S", 1.00,  10.700,  9.10, 0.605, 0.0382,  0.0072,  0.0272,  0.0110,  0.0018,  0.0080, 0.2800,  0.3250,    5.40
"5653","CB3.3C",1999-07-07,"B",NA,   2.120,  0.20, 0.720, 0.0602,  0.0416,  0.0103,  0.0499,  0.0052,  0.3240, 0.6050,  0.1140,    6.95
"5654","CB3.3C",1999-07-07,"S", 1.10,  12.700,  9.90, 0.596, 0.0441,  0.0048,  0.0274,  0.0167,  0.0031,  0.0070, 0.2800,  0.3160,    6.20
"5655","CB3.3C",1999-07-20,"B",NA,   1.640,  0.10, 0.583, 0.0728,  0.0568,  0.0102,  0.0626,  0.0078,  0.1920, 0.4850,  0.0983,    9.00
"5656","CB3.3C",1999-07-20,"S", 1.10,  20.300,  7.40, 0.663, 0.0494,  0.0039,  0.0331,  0.0163,  0.0018,  0.0060, 0.2900,  0.3730,    5.90
"5657","CB3.3C",1999-08-04,"B",NA,   1.310,  0.10, 0.441, 0.0819,  0.0576,  0.0094,  0.0726,  0.0021,  0.1080, 0.3600,  0.0806,    6.00
"5658","CB3.3C",1999-08-04,"S", 1.00,   9.180,  7.80, 0.552, 0.0421,  0.0038,  0.0230,  0.0191,  0.0022,  0.0090, 0.2900,  0.2620,    4.80
"5659","CB3.3C",1999-08-17,"B",NA,   0.997,  0.90, 0.488, 0.0632,  0.0412,  0.0105,  0.0527,  0.0400,  0.0785, 0.3850,  0.1020,    7.10
"5660","CB3.3C",1999-08-17,"S", 1.00,  20.700,  7.70, 0.673, 0.0488,  0.0113,  0.0299,  0.0189,  0.0031,  0.0130, 0.2900,  0.3830,   12.20
"5661","CB3.3C",1999-09-21,"B",NA,   2.540,  2.90, 0.666, 0.0554,  0.0292,  0.0157,  0.0398,  0.2140,  0.0470, 0.5500,  0.1150,   13.80
"5662","CB3.3C",1999-09-21,"S", 1.30,  21.200,  7.80, 0.605, 0.0405,  0.0032,  0.0253,  0.0152,  0.0818,  0.0040, 0.3500,  0.2550,    6.60
"5663","CB3.3C",1999-10-06,"B",NA,   3.200,  4.40, 0.636, 0.0416,  0.0142,  0.0183,  0.0234,  0.0425,  0.1300, 0.5050,  0.1300,   17.30
"5664","CB3.3C",1999-10-06,"S", 1.50,  13.700,  7.50, 0.740, 0.0333,  0.0027,  0.0179,  0.0154,  0.1820,  0.0410, 0.5500,  0.1900,    4.60
"5665","CB3.3C",1999-11-02,"B",NA,   1.640,  4.00, 0.772, 0.0648,  0.0248,  0.0298,  0.0350,  0.0376,  0.1780, 0.5600,  0.2120,   27.90
"5666","CB3.3C",1999-11-02,"S", 1.70,  13.000,  8.60, 0.732, 0.0327,  0.0039,  0.0156,  0.0171,  0.1640,  0.0410, 0.5100,  0.2220,    3.90
"5667","CB3.3C",1999-12-07,"B",NA,   3.740,  6.40, 0.705, 0.0517,  0.0115,  0.0304,  0.0213,  0.0740,  0.0975, 0.4900,  0.2150,   30.00
"5668","CB3.3C",1999-12-07,"S", 1.20,   8.970, 10.10, 0.932, 0.0334,  0.0035,  0.0224,  0.0110,  0.4290,  0.0000, 0.7200,  0.2120,    7.40
"5669","CB3.3C",2000-01-19,"B",NA,   9.720,  8.90, 0.814, 0.0630,  0.0032,  0.0522,  0.0108,  0.1470,  0.0460, 0.4700,  0.3440,   46.20
"5670","CB3.3C",2000-01-19,"S", 1.20,  13.200, 12.70, 0.998, 0.0359,  0.0040,  0.0236,  0.0123,  0.4210,  0.0050, 0.7200,  0.2780,   10.40
"5671","CB3.3C",2000-02-16,"B",NA,  19.100,  9.60, 0.864, 0.0655,  0.0034,  0.0535,  0.0120,  0.0530,  0.0340, 0.3550,  0.5090,   40.20
"5672","CB3.3C",2000-02-16,"S", 1.40,   8.040, 12.80, 0.701, 0.0224,  0.0025,  0.0135,  0.0089,  0.2540,  0.0040, 0.5000,  0.2010,    6.00
"5673","CB3.3C",2000-03-15,"B",NA,  51.900,  5.60, 1.280, 0.0574,  0.0071,  0.0415,  0.0159,  0.1150,  0.0520, 0.5250,  0.7560,   16.00
"5674","CB3.3C",2000-03-15,"S", 1.30,  11.600, 11.40, 1.080, 0.0286,  0.0034,  0.0183,  0.0103,  0.5440,  0.0040, 0.8000,  0.2830,    6.00
"5675","CB3.3C",2000-04-11,"B",NA,  11.000,  3.10, 0.862, 0.0378,  0.0033,  0.0286,  0.0092,  0.1060,  0.1580, 0.5850,  0.2770,   16.30
"5676","CB3.3C",2000-04-11,"S", 0.50,  12.000, 10.00, 1.560, 0.0554,  0.0072,  0.0443,  0.0111,  1.0600,  0.1280, 1.3100,  0.2450,   14.60
"5677","CB3.3C",2000-04-26,"B",NA,  28.800,  1.80, 1.020, 0.0430,  0.0028,  0.0339,  0.0091,  0.1400,  0.1750, 0.6400,  0.3760,   11.60
"5678","CB3.3C",2000-04-26,"S", 0.80,  27.200, 11.30, 1.370, 0.0468,  0.0026,  0.0390,  0.0078,  0.8140,  0.0290, 1.0000,  0.3740,   10.00
"5679","CB3.3C",2000-05-09,"B",NA,   6.070,  0.10, 0.802, 0.0318,  0.0082,  0.0161,  0.0157,  0.0646,  0.2460, 0.6550,  0.1470,    7.45
"5680","CB3.3C",2000-05-09,"S", 0.60,  64.900, 14.30, 1.400, 0.0547,  0.0014,  0.0476,  0.0071,  0.4290,  0.0030, 0.6600,  0.7370,   16.40
"5681","CB3.3C",2000-05-24,"B",NA,   5.680,  0.10, 0.706, 0.0744,  0.0409,  0.0198,  0.0546,  0.0027,  0.2020, 0.5200,  0.1860,   15.10
"5682","CB3.3C",2000-05-24,"S", 0.90,  16.700,  8.20, 0.877, 0.0410,  0.0025,  0.0319,  0.0091,  0.3050,  0.0130, 0.5400,  0.3370,    9.20
"5683","CB3.3C",2000-06-13,"B",NA,   2.240,  0.10, 0.908, 0.0583,  0.0200,  0.0325,  0.0258,  0.0312,  0.3900, 0.6950,  0.2130,   24.20
"5684","CB3.3C",2000-06-13,"S", 0.80,  24.700,  8.30, 0.924, 0.0554,  0.0091,  0.0405,  0.0149,  0.2490,  0.0710, 0.5100,  0.4140,   11.00
"5685","CB3.3C",2000-07-11,"B",NA,   3.440,  0.10, 0.814, 0.0704,  0.0484,  0.0150,  0.0554,  0.0024,  0.3000, 0.6750,  0.1380,   11.00
"5686","CB3.3C",2000-07-11,"S", 1.20,  17.300,  8.40, 0.876, 0.0311,  0.0030,  0.0167,  0.0144,  0.1870,  0.0200, 0.5100,  0.3660,    8.00
"5687","CB3.3C",2000-07-25,"B",NA,   1.120,  0.10, 0.707, 0.0774,  0.0632,  0.0064,  0.0710,  0.0022,  0.3810, 0.6350,  0.0723,    5.10
"5688","CB3.3C",2000-07-25,"S", 1.00,  12.500,  8.20, 0.796, 0.0412,  0.0029,  0.0284,  0.0128,  0.2080,  0.0230, 0.5300,  0.2660,    5.20
"5689","CB3.3C",2000-08-08,"B",NA,   1.710,  0.10, 0.870,NA,NA,  0.0088,NA,  0.0119,  0.4900, 0.7900,  0.0796,    7.35
"5690","CB3.3C",2000-08-08,"S", 0.70,  73.000, 14.70, 1.080, 0.0920,  0.0047,  0.0775,  0.0145,  0.0202,  0.0040, 0.3400,  0.7350,   15.60
"5691","CB3.3C",2000-08-22,"B",NA,   1.640,  0.20, 0.674, 0.0846,  0.0762,  0.0086,  0.0760,  0.0026,  0.2800, 0.5950,  0.0786,    4.45
"5692","CB3.3C",2000-08-22,"S", 0.50,  45.200, 11.00, 0.744, 0.0486,  0.0053,  0.0335,  0.0151,  0.0081,  0.0140, 0.3100,  0.4340,    6.60
"5693","CB3.3C",2000-09-12,"B",NA,   2.490,  0.30, 0.756, 0.1120,  0.0650,  0.0437,  0.0685,  0.0806,  0.0870, 0.5000,  0.2560,   22.50
"5694","CB3.3C",2000-09-12,"S", 0.90,  29.300,  8.90, 0.896, 0.0811,  0.0152,  0.0432,  0.0379,  0.0038,  0.0160, 0.3700,  0.5260,    9.40
"5695","CB3.3C",2000-10-11,"B",NA,   1.940,  3.50, 0.653, 0.0582,  0.0282,  0.0220,  0.0362,  0.2060,  0.0115, 0.5150,  0.1380,   18.50
"5696","CB3.3C",2000-10-11,"S", 0.90,  20.000,  9.90, 0.673, 0.0391,  0.0026,  0.0273,  0.0118,  0.0989,  0.0060, 0.3900,  0.2830,    7.80
"5697","CB3.3C",2000-11-14,"B",NA,   2.770,  5.60, 0.588, 0.0450,  0.0160,  0.0194,  0.0256,  0.0375,  0.0880, 0.4700,  0.1180,   10.40
"5698","CB3.3C",2000-11-14,"S", 1.80,   8.970,  8.20, 0.558, 0.0389,  0.0041,  0.0227,  0.0162,  0.0547,  0.0310, 0.3800,  0.1780,    4.80
"5699","CB3.3C",2000-12-13,"B",NA,   7.290,  8.80, 0.550, 0.0334,  0.0030,  0.0212,  0.0121,  0.0146,  0.0365, 0.3850,  0.1650,   12.20
"5700","CB3.3C",2000-12-13,"S", 0.70,   4.110, 10.50, 0.610, 0.0378,  0.0031,  0.0267,  0.0111,  0.0997,  0.0170, 0.4200,  0.1900,   13.60
"5701","CB3.3C",2001-01-11,"B",NA,  15.100, 10.10, 0.684, 0.0508,  0.0023,  0.0397,  0.0112,  0.0340,  0.0175, 0.3300,  0.3540,   22.50
"5702","CB3.3C",2001-01-11,"S", 0.90,   7.660, 13.40, 0.775, 0.0272,  0.0013,  0.0189,  0.0083,  0.3380,  0.0120, 0.5800,  0.1950,    6.50
"5703","CB3.3C",2001-02-14,"B",NA,  29.800,  7.80, 0.859, 0.0514,  0.0036,  0.0402,  0.0112,  0.0678,  0.0330, 0.3850,  0.4750,   19.90
"5704","CB3.3C",2001-02-14,"S", 1.60,   9.350, 12.50, 0.719, 0.0214,  0.0022,  0.0120,  0.0094,  0.2620,  0.0090, 0.5600,  0.1590,    5.10
"5705","CB3.3C",2001-03-20,"B",NA,   9.290,  8.50, 0.520, 0.0229,  0.0026,  0.0116,  0.0112,  0.0388,  0.0255, 0.3800,  0.1400,    4.45
"5706","CB3.3C",2001-03-20,"S", 1.40,   5.980, 11.80, 0.987, 0.0216,  0.0016,  0.0129,  0.0087,  0.5650,  0.0100, 0.8300,  0.1570,    4.10
"5707","CB3.3C",2001-04-03,"B",NA,  13.800,  6.00, 0.805, 0.0494,  0.0050,  0.0356,  0.0138,  0.0675,  0.1060, 0.4850,  0.3200,   19.70
"5708","CB3.3C",2001-04-03,"S", 0.80,  14.100, 11.80, 1.300, 0.0378,  0.0038,  0.0280,  0.0098,  0.7280,  0.0350, 1.0300,  0.2730,    8.00
"5709","CB3.3C",2001-04-17,"B",NA,   8.220,  5.40, 0.776, 0.0275,  0.0036,  0.0162,  0.0113,  0.0714,  0.1610, 0.5950,  0.1820,   11.20
"5710","CB3.3C",2001-04-17,"S", 0.40,NA,  8.70, 1.260, 0.0444,  0.0181,  0.0206,  0.0238,  0.7870,  0.2150, 1.1400,  0.1160,   11.60
"5711","CB3.3C",2001-05-09,"B",NA,   9.420,  2.90, 0.924, 0.0362,  0.0023,  0.0270,  0.0092,  0.2460,  0.1800, 0.7400,  0.1840,   15.80
"5712","CB3.3C",2001-05-09,"S", 1.00,  10.500, 10.00, 0.971, 0.0203,  0.0019,  0.0125,  0.0078,  0.6100, -0.0100, 0.8500,  0.1210,    4.90
"5713","CB3.3C",2001-05-30,"B",NA,   3.890,  0.10, 0.586, 0.0518,  0.0232,  0.0176,  0.0342,  0.0047,  0.2640, 0.4850,  0.1010,   11.60
"5714","CB3.3C",2001-05-30,"S", 0.80,  36.200, 11.40, 0.699, 0.0373,  0.0023,  0.0278,  0.0095,  0.0807,  0.0130, 0.3300,  0.3690,   10.00
"5715","CB3.3C",2001-06-12,"B",NA,   1.500,  0.20, 0.774, 0.0551,  0.0329,  0.0128,  0.0424,  0.0110,  0.3800, 0.6650,  0.1100,   11.50
"5716","CB3.3C",2001-06-12,"S", 1.00,  24.200, 10.80, 0.853, 0.0594,  0.0048,  0.0463,  0.0131,  0.0213,  0.0180, 0.2800,  0.5730,   10.80
"5717","CB3.3C",2001-07-10,"B",NA,   3.140,  0.20, 0.724, 0.0706,  0.0417,  0.0224,  0.0482,  0.0030,  0.3080, 0.5450,  0.1790,    9.50
"5718","CB3.3C",2001-07-10,"S", 1.00,  16.700,  9.30, 0.683, 0.0489,  0.0045,  0.0320,  0.0169,  0.0104,  0.0130, 0.2700,  0.4130,    6.00
"5719","CB3.3C",2001-07-24,"B",NA,   2.490,  0.20, 0.594, 0.0657,  0.0388,  0.0210,  0.0447,  0.0078,  0.2110, 0.4550,  0.1390,   16.70
"5720","CB3.3C",2001-07-24,"S", 0.80,  19.900,  8.30, 0.708, 0.0596,  0.0038,  0.0431,  0.0165,  0.0063,  0.0090, 0.2800,  0.4280,    9.30
"5721","CB3.3C",2001-08-14,"B",NA,   1.870,  0.10, 0.772, 0.1290,  0.1100,  0.0104,  0.1190,  0.0119,  0.3520, 0.6450,  0.1260,    5.65
"5722","CB3.3C",2001-08-14,"S", 0.70,  45.600, 11.30, 1.030, 0.0876,  0.0086,  0.0611,  0.0265,  0.0166,  0.0200, 0.4000,  0.6310,   12.00
"5723","CB3.3C",2001-08-28,"B",NA,   2.240,  0.20, 0.584, 0.0851,  0.0566,  0.0233,  0.0618,  0.0024,  0.0885, 0.4050,  0.1800,   15.20
"5724","CB3.3C",2001-08-28,"S", 1.00,  29.900, 10.90, 0.774, 0.0693,  0.0109,  0.0339,  0.0354,  0.0035,  0.0070, 0.3200,  0.4540,   16.00
"5725","CB3.3C",2001-09-11,"B",NA,   1.500,  0.10, 0.554, 0.0903,  0.0752,  0.0109,  0.0794,  0.0025,  0.1110, 0.4450,  0.1080,    5.80
"5726","CB3.3C",2001-09-11,"S", 1.40,   7.480,  7.50, 0.653, 0.0688,  0.0265,  0.0235,  0.0453,  0.0016,  0.0240, 0.3800,  0.2730,    6.00
"5727","CB3.3C",2001-10-18,"B",NA,   4.490,  5.40, 0.692, 0.0518,  0.0195,  0.0208,  0.0310,  0.0464,  0.0550, 0.5250,  0.1670,    8.75
"5728","CB3.3C",2001-10-18,"S", 1.60,   8.040,  8.00, 0.610, 0.0411,  0.0083,  0.0180,  0.0231,  0.0042,  0.0130, 0.4300,  0.1800,    6.50
"5729","CB3.3C",2001-11-14,"B",NA,   4.490,  6.80, 0.629, 0.0582,  0.0106,  0.0366,  0.0216,  0.0096,  0.0105, 0.4050,  0.2240,   22.30
"5730","CB3.3C",2001-11-14,"S", 1.80,   8.520, 10.60, 0.441, 0.0280,  0.0021,  0.0153,  0.0127,  0.0032,  0.0300, 0.2900,  0.1510,    6.20
"5731","CB3.3C",2001-12-11,"B",NA,   1.680,  4.90, 0.588, 0.0534,  0.0119,  0.0323,  0.0212,  0.0172,  0.0755, 0.3950,  0.1930,   26.40
"5732","CB3.3C",2001-12-11,"S", 2.10,   6.730,  9.00,NA,NA,  0.0057,  0.0130,NA,  0.0685,  0.0250,NA,  0.1280,    4.60
"5733","CB3.3C",2002-01-09,"B",NA,   3.140,  8.90, 0.568, 0.0289,  0.0031,  0.0170,  0.0119,  0.0272,  0.0365, 0.4450,  0.1220,   10.60
"5734","CB3.3C",2002-01-09,"S", 1.60,   4.930, 11.10, 0.606, 0.0234,  0.0023,  0.0149,  0.0085,  0.1210,  0.0060, 0.4600,  0.1460,    4.80
"5735","CB3.3C",2002-02-14,"B",NA,  10.200,  8.10, 0.600, 0.0311,  0.0024,  0.0184,  0.0127,  0.0131,  0.0310, 0.3800,  0.2200,   10.40
"5736","CB3.3C",2002-02-14,"S", 1.60,   6.280, 11.40, 0.720, 0.0218,  0.0014,  0.0126,  0.0092,  0.2840,  0.0030, 0.5600,  0.1600,    5.60
"5737","CB3.3C",2002-03-12,"B",NA,  11.000,  7.00, 0.700, 0.0416,  0.0028,  0.0294,  0.0121,  0.0378,  0.0775, 0.4250,  0.2750,   16.00
"5738","CB3.3C",2002-03-12,"S", 1.00,   9.350, 11.70, 0.595, 0.0253,  0.0024,  0.0156,  0.0097,  0.1320,  0.0040, 0.3900,  0.2050,    4.00
"5739","CB3.3C",2002-04-09,"B",NA,  13.500,  6.50, 0.694, 0.0334,  0.0038,  0.0228,  0.0106,  0.0700,  0.0705, 0.4650,  0.2280,   15.00
"5740","CB3.3C",2002-04-09,"S", 1.20,   9.870, 10.50, 0.745, 0.0275,  0.0019,  0.0189,  0.0086,  0.2920,  0.0080, 0.5400,  0.2050,    8.00
"5741","CB3.3C",2002-04-24,"B",NA,   3.830,  5.80, 0.544, 0.0306,  0.0026,  0.0189,  0.0118,  0.0139,  0.0650, 0.3950,  0.1500,   13.00
"5742","CB3.3C",2002-04-24,"S", 1.30,   6.170, 11.30, 0.770, 0.0201,  0.0013,  0.0112,  0.0089,  0.3710,  0.0380, 0.6400,  0.1300,    4.00
"5743","CB3.3C",2002-05-07,"B",NA,   1.680,  2.10, 0.623, 0.0262,  0.0050,  0.0112,  0.0151,  0.0524,  0.1490, 0.5100,  0.1130,    8.00
"5744","CB3.3C",2002-05-07,"S", 1.40,   6.920,  9.90, 0.678, 0.0289,  0.0023,  0.0162,  0.0127,  0.1830,  0.0140, 0.4500,  0.2280,    5.70
"5745","CB3.3C",2002-05-22,"B",NA,   0.842,  1.50, 0.657, 0.0326,  0.0100,  0.0094,  0.0232,  0.0363,  0.2630, 0.5750,  0.0824,    6.00
"5746","CB3.3C",2002-05-22,"S", 0.90,   3.180,  8.60, 0.874, 0.0331,  0.0087,  0.0147,  0.0184,  0.4860,  0.1400, 0.7900,  0.0837,    5.70
"5747","CB3.3C",2002-06-18,"B",NA,   0.934,  0.40, 0.639, 0.0323,  0.0131,  0.0084,  0.0239,  0.0182,  0.2880, 0.5750,  0.0638,   10.70
"5748","CB3.3C",2002-06-18,"S", 0.60,  19.400, 11.20, 0.847, 0.0372,  0.0019,  0.0265,  0.0107,  0.2900,  0.0040, 0.5300,  0.3170,   10.50
"5749","CB3.3C",2002-07-16,"B",NA,   1.870,  0.20, 0.623, 0.0978,  0.0746,  0.0112,  0.0866,  0.0029,  0.3260, 0.5250,  0.0984,   12.10
"5750","CB3.3C",2002-07-16,"S", 0.80,  15.000,  9.40, 0.636, 0.0418,  0.0030,  0.0268,  0.0150,  0.0042,  0.0180, 0.3300,  0.3060,    8.00
"5751","CB3.3C",2002-07-30,"B",NA,   1.310,  0.30, 0.524, 0.0875,  0.0640,  0.0124,  0.0752,  0.0033,  0.1470, 0.4400,  0.0840,   19.50
"5752","CB3.3C",2002-07-30,"S", 0.90,  19.400, 10.00, 0.690, 0.0469,  0.0038,  0.0291,  0.0178,  0.0019,  0.0070, 0.3000,  0.3900,   13.50
"5753","CB3.3C",2002-08-13,"B",NA,   1.870,  0.60, 0.606, 0.0776,  0.0472,  0.0201,  0.0576,  0.0130,  0.0895, 0.4550,  0.1520,   14.20
"5754","CB3.3C",2002-08-13,"S", 1.00,   7.480,  8.50, 0.537, 0.0456,  0.0079,  0.0241,  0.0215,  0.0071,  0.0050, 0.3000,  0.2370,   16.50
"5755","CB3.3C",2002-08-27,"B",NA,   1.050,  0.20, 0.502, 0.1160,  0.0869,  0.0132,  0.1030,  0.0042,  0.1240, 0.4150,  0.0870,    5.90
"5756","CB3.3C",2002-08-27,"S", 1.00,  14.700,  8.40, 0.576, 0.0571,  0.0138,  0.0259,  0.0312,  0.0126,  0.0140, 0.3200,  0.2560,    7.60
"5757","CB3.3C",2002-09-17,"B",NA,   1.680,  2.70, 0.626, 0.0568,  0.0309,  0.0111,  0.0457,  0.1780,  0.0120, 0.5150,  0.1100,    6.90
"5758","CB3.3C",2002-09-17,"S", 1.10,  24.700,  8.40, 0.827, 0.0812,  0.0189,  0.0341,  0.0471,  0.0146,  0.0070, 0.4100,  0.4170,    9.20
"5759","CB3.3C",2002-10-17,"B",NA,   2.340,  6.10, 0.643, 0.0545,  0.0296,  0.0122,  0.0424,  0.1370,  0.0750, 0.5350,  0.1080,   10.20
"5760","CB3.3C",2002-10-17,"S", 1.30,   5.050,  7.90, 0.630, 0.0592,  0.0361,  0.0096,  0.0496,  0.2140,  0.0500, 0.5400,  0.0895,    8.00
"5761","CB3.3C",2002-11-14,"B",NA,   4.950,  7.60, 0.631, 0.0375,  0.0136,  0.0122,  0.0253,  0.1020,  0.0975, 0.5300,  0.1010,    7.50
"5762","CB3.3C",2002-11-14,"S", 1.40,   8.780,  9.80, 1.020, 0.0398,  0.0154,  0.0152,  0.0246,  0.5790,  0.0470, 0.9000,  0.1170,    4.30
"5763","CB3.3C",2002-12-12,"B",NA,  16.000,  9.50, 0.752, 0.0345,  0.0026,  0.0240,  0.0105,  0.1300,  0.0430, 0.5100,  0.2420,   16.50
"5764","CB3.3C",2002-12-12,"S", 1.40,   4.490, 11.30, 1.250, 0.0270,  0.0060,  0.0145,  0.0125,  0.7390,  0.0370, 1.1300,  0.1170,    5.60
"5765","CB3.3C",2003-01-16,"B",NA,  12.400,  6.80, 0.855, 0.0326,  0.0040,  0.0189,  0.0138,  0.1300,  0.0910, 0.6150,  0.2400,    5.20
"5766","CB3.3C",2003-01-16,"S", 0.90,   9.530, 12.90, 1.590, 0.0312,  0.0028,  0.0198,  0.0114,  1.1400,  0.0080, 1.4000,  0.1860,    7.00
"5767","CB3.3C",2003-02-14,"B",NA,  24.200,  9.90, 0.820, 0.0479,  0.0050,  0.0347,  0.0132,  0.0913,  0.0460, 0.4550,  0.3650,   33.20
"5768","CB3.3C",2003-02-14,"S", 1.40,  24.100, 13.50, 1.370, 0.0306,  0.0027,  0.0193,  0.0113,  0.7090, -0.0020, 1.0700,  0.3010,    7.30
"5769","CB3.3C",2003-03-12,"B",NA,  71.000,  8.60, 2.180, 0.1620,  0.0069,  0.1460,  0.0161,  0.2820,  0.0540, 0.6500,  1.5400,  117.00
"5770","CB3.3C",2003-03-12,"S", 1.50,   5.980, 14.10, 1.360, 0.0211,  0.0033,  0.0127,  0.0084,  1.0300,  0.0070, 1.2100,  0.1510,    4.00
"5771","CB3.3C",2003-04-08,"B",NA,  25.400,  4.80, 1.150, 0.0404,  0.0026,  0.0310,  0.0094,  0.2940,  0.2160, 0.7700,  0.3840,   10.20
"5772","CB3.3C",2003-04-08,"S", 0.90,   6.920, 10.00, 1.440, 0.0388,  0.0049,  0.0232,  0.0156,  0.9570,  0.1730, 1.2700,  0.1720,    5.20
"5773","CB3.3C",2003-04-22,"B",NA,  29.200,  5.30, 1.240, 0.0702,  0.0052,  0.0574,  0.0128,  0.3790,  0.2790, 0.8600,  0.3840,   33.50
"5774","CB3.3C",2003-04-22,"S", 0.70,  26.500, 10.80, 1.380, 0.0537,  0.0050,  0.0413,  0.0124,  0.7700,  0.0910, 1.1100,  0.2730,    8.50
"5775","CB3.3C",2003-05-06,"B",NA,   3.290,  1.10, 0.867, 0.0471,  0.0116,  0.0260,  0.0210,  0.1400,  0.3280, 0.6950,  0.1720,   18.80
"5776","CB3.3C",2003-05-06,"S", 1.10,   5.080,  9.00, 1.260, 0.0306,  0.0016,  0.0196,  0.0110,  0.7060,  0.0970, 1.0800,  0.1810,    5.60
"5777","CB3.3C",2003-05-20,"B",NA,   4.780,  0.70, 0.835, 0.0447,  0.0105,  0.0262,  0.0185,  0.0741,  0.4090, 0.6500,  0.1860,   17.00
"5778","CB3.3C",2003-05-20,"S", 0.80,   9.720,  9.90, 1.250, 0.0539,  0.0072,  0.0379,  0.0160,  0.7300,  0.1540, 1.0300,  0.2190,    6.00
"5779","CB3.3C",2003-06-17,"B",NA,   2.840,  0.60, 0.804, 0.0652,  0.0369,  0.0197,  0.0455,  0.0063,  0.4280, 0.6800,  0.1240,   10.70
"5780","CB3.3C",2003-06-17,"S", 0.70,  16.700,  8.20, 0.985, 0.0423,  0.0021,  0.0346,  0.0077,  0.4610,  0.0850, 0.7600,  0.2250,    8.80
"5781","CB3.3C",2003-07-08,"B",NA,   2.840,  0.20, 0.914, 0.0796,  0.0507,  0.0232,  0.0564,  0.0056,  0.4300, 0.7150,  0.1990,   20.90
"5782","CB3.3C",2003-07-08,"S", 0.60,  24.500,  9.70, 0.966, 0.0422,  0.0039,  0.0291,  0.0131,  0.3020,  0.0170, 0.5400,  0.4260,   12.00
"5783","CB3.3C",2003-07-22,"B",NA,   5.570,  0.40, 0.965, 0.1010,  0.0762,  0.0190,  0.0817,  0.0020,  0.5460, 0.7850,  0.1800,    8.10
"5784","CB3.3C",2003-07-22,"S", 0.80,  19.400,  6.90, 0.834, 0.0517,  0.0036,  0.0359,  0.0158,  0.1070,  0.0840, 0.4800,  0.3540,    9.20
